,smiles,logP,logD
792,COCCN(c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cc(CO)ccc1C,,2.8
793,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1,,3.17
794,NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.05,-1.08
795,COc1ccc2c(C)cc(=N[C@H]3CC[C@H](NCc4cn(C)c5ccccc45)C3)[nH]c2c1,,2.53
796,N=c1c2c([nH]c3ccccc13)CCCC2,2.71,0.38
797,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Br)cc54)CC3)nc2N1,,1.42
798,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,,2.9
799,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)CCC(=O)O,,-0.53
800,Clc1cccc2c[nH]nc12,,2.33
801,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,6.0,2.83
802,CNC(=O)c1ccc(N=c2nc(-c3cnc(C)n3C(C)C)cc[nH]2)cc1F,,2.95
803,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,,-0.94
804,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,,3.5
805,COc1ccccc1-c1coc2cc(O)ccc2c1=O,,2.55
806,O=C(NCc1ccco1)c1ccc2[nH]c(COc3ccc(C45CC6CC(CC(C6)C4)C5)cc3)nc2c1,,4.0
807,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2nc3ccccc3s2)C[C@@H]1F,,2.1
808,C[C@@H](NC(=O)C1CCCCN1)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,2.15
809,O=C(c1ccc(F)cc1)C1CCN(C(=O)N2CCOCC2)CC1,,1.61
810,COc1cc2c(=Nc3ccc(F)cc3F)c(C(N)=O)c[nH]c2cc1N1CCN(C)CC1,,1.75
811,CCCc1c(OCc2ccc(C(=O)O)c(Br)c2)ccc(C(C)=O)c1O,,2.3
812,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,,1.7
813,CCC(c1nc2ccsc2c(=O)n1Cc1cccnc1)N(CCCN)C(=O)c1ccc(C)cc1,,0.01
814,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccc(O)cc2)C1)C(C)(C)C,,0.77
815,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3nccc4ccccc34)c2s1,2.35,2.35
816,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,,1.64
817,O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)NCCO,,0.42
818,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,,3.6
819,CC(C)(C(N)=O)C(=O)NCCCN=c1[nH]c(=Nc2cccc(NC(=O)N3CCCC3)c2)[nH]cc1Br,,2.32
820,COc1cc(N2CCN(C(N)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,,3.3
821,COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,,1.68
822,CS(=O)(=O)c1ccc2nc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)CC3)sc2c1,,1.49
823,NC(=O)c1c(N)sc2c1CCCC2,,1.84
824,CCCc1c(OCc2ccc(-c3nn[nH]n3)cc2)ccc(C(C)=O)c1O,,3.1
825,CN=C1N=c2ncccc2=C(c2cccs2)NC1c1cccs1,,2.63
826,Cc1[nH]c2ncnn2c(=O)c1CCOC(=O)c1c(F)cccc1F,,0.16
827,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cnc3[nH]ccc3c2)n1,,1.92
828,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)C1Cc2ccc(O)cc2CN1,,2.39
829,COc1ccc(Nc2ccccc2C(=O)O)cc1,,1.2
830,Cc1ccc2c(n1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,0.35
831,Cn1c(-c2ccccc2)cc2onc(-c3ccncc3)c2c1=O,,3.17
832,CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C)c2)CC1,,1.2
833,NC(=O)c1cc(-c2ccccc2)sc1N,,2.7
834,N=c1c(-c2ccccc2)c(CN2CCOCC2)[nH]n1-c1ccc(F)cc1,,2.33
835,CSc1nc(-c2ccccc2)nn1Cc1ccccc1,,3.83
836,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1,,1.21
837,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,,1.79
838,CCC(c1ccncc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,,0.6
839,COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,,3.09
840,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,,0.31
841,COc1cccc(-c2cc3c(=N[C@H]4CCCNC4)[nH]cc(C(N)=O)c3s2)c1,,1.82
842,NC(=O)Nc1sc(-c2ccc(OCCN3CCCCC3)cc2)cc1C(N)=O,,1.2
843,O=C(CNC(O)c1cc(=O)[nH]c2ccccc12)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1,,3.48
844,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,,-0.43
845,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(C(=O)c2ccccc2)C1)C1CCCCC1,,0.87
846,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(=Nc4c(F)ccc5c4OCO5)[nH]cnc3c2)CC1,,3.06
847,O=C(NCc1ccc(OC(F)(F)F)cc1)c1c2ccccc2c(O)n1CC1CC(F)(F)C1,,3.9
848,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,,0.12
849,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,,4.03
850,CN(C)c1ncnc2[nH]cnc12,,0.95
851,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,,2.9
852,O=C(O)CSCC(=O)N=c1[nH]c(-c2ccc(F)cc2)cs1,,-0.2
853,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,,2.1
854,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1,,3.3
855,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cc1,,0.86
856,CC(C)CCCC(C)/N=c1\ccn(Cc2ccccc2)c2cc(Cl)ccc12,,1.58
857,COc1cc(F)ccc1-c1cncc(CNC[C@@H]2CCCO2)n1,,2.0
858,CCCOc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,,2.81
859,C[C@H](c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,,3.1
860,N#Cc1nc(=Nc2ccccc2)c(N)c(N2CCOCC2)[nH]1,,2.72
861,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(N3CCCC3)cc(N3CCOCC3)c2)n1,,3.8
862,Nc1ccc(OCCc2ccccc2)cc1,,2.71
863,CN(C)CCOc1ccccc1Cc1ccccc1,,2.53
864,CC[C@H](C)C(=N)C1N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,,-0.46
865,Cc1sc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)CC2)nc1C(F)(F)F,,2.87
866,O=C(N=c1[nH]c2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,,3.3
867,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,,4.49
868,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1c(Cl)ccc2nc(CN3CCN(CCO)CC3)ccc12,,2.93
869,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.88,3.92
870,COc1cc(F)ccc1-c1cncc(CNC(=O)c2cnccn2)c1,,2.5
871,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OC,,3.67
872,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,,1.8
873,CC(N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,,1.66
874,O=c1c2ncc3ccccc3c2[nH]n1-c1ccccc1,,0.8
875,N=c1cc2[nH][nH]c(=O)n2c2cc(-c3cccs3)ccc12,,3.26
876,COc1ccc(-c2cc(=O)[nH]c(=N)[nH]2)cc1,,1.52
877,O=[N+]([O-])c1ccc2c(c1)nc1n2CCCCC1,,2.58
878,CN=C1C=[N+]([O-])C(c2ccccc2)c2cc(Cl)ccc2N1,2.44,2.41
879,Cc1cc(=N)c2cc(NC(=O)CCCCC(=O)Nc3ccc4[nH]c(C)cc(=N)c4c3)ccc2[nH]1,,0.53
880,Cn1cc(-c2cccc(CC(NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,,2.6
881,CCOc1ccccc1-c1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,,2.67
882,Cc1cccc(=NC(=O)c2ccc(-c3ccccc3)c(C#N)c2)[nH]1,,3.71
883,O=S(=O)(NCCN=c1nccc[nH]1)c1cccc2cnccc12,,0.61
884,Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,4.33
885,COc1ccc2ncc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(F)C3)c2c1,,0.83
886,Cc1nc(C)c(-c2ccc(C3CCC(CCC(=O)O)CC3)cc2)nc1C(N)=O,,1.6
887,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,,2.4
888,COc1cc(-c2c(F)ccc3c(=N)c(C(=O)NC4CC4)n[nH]c23)c(OC)nn1,,2.75
889,CC(C)OC(=O)N1CCC(Oc2ncnc3c2CCN3c2ccc(S(C)(=O)=O)cc2F)CC1,,3.4
890,O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12,,3.3
891,O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccccc1,,1.34
892,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,,2.6
893,CC(C)CC(N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1,,1.11
894,CCCSc1ncccc1C(=O)N[C@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2,,2.27
895,Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCC3)cc2F)cc1,,1.69
896,CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,,2.87
897,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,,2.3
898,N=c1[nH]c(-c2ccccc2)cs1,,2.43
899,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3cccc4ncoc34)[nH]2)c1,,2.5
900,NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1,,1.92
901,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,,-0.69
902,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12,,3.67
903,CCN(C(=O)NCc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,3.9
904,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)nn2)CC1,,2.93
905,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,,2.78
906,N=c1[nH]c(-c2cccc(Cl)c2)cc(=Nc2ccc3[nH]c(-c4ccc(F)cc4)cc(=N)c3c2)[nH]1,,2.5
907,N=c1[nH]nc(-c2ccccc2)s1,,1.8
908,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12,,1.13
909,CC(=O)NCc1ccc(CN2CCN(c3ccccc3)CC2)cc1,,1.78
910,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cccnc5c4)cc3)CC2)CN1C1CC1,,3.24
911,CCn1c(-c2no[nH]c2=N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21,,0.6
912,Cc1oc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,4.26
913,CN=c1[nH]c2ccccc2n1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,,1.77
914,CCCC(c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,,0.6
915,CCCCCC(c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,,1.69
916,COc1cc2[nH]nc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,,2.36
917,ON=C(O)Cc1ccc(Oc2ccccc2)cc1,,2.03
918,N=c1[nH]c(N)ccc1N=Nc1ccccc1,,3.22
919,N=C(N)N=c1[nH]c2ccccc2o1,,1.91
920,N=c1[nH][nH]c2ccccc12,,1.0
921,NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,,1.61
922,CC(C[C@@](C)(CS(=O)(=O)N1CCN(CCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c1ncc(F)cn1,,3.27
923,O=C(Nc1ccc(CCO)cc1)c1cc2cc(Cl)ccc2[nH]1,,3.85
924,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2.79,-1.02
925,COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,,4.21
926,CC(=O)N[C@@H](C)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,3.17
927,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,,0.15
928,c1ccc(CN=c2[nH]c3ccccc3[nH]2)cc1,,2.76
929,c1ccc([C@H]2CN3CCSC3=N2)cc1,,0.81
930,O=C(O)c1cccc(-c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)c1,,2.84
931,Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,,2.62
932,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,,0.54
933,O=C(CSc1ccccc1)N1CCN(C(=O)c2ccco2)CC1,,1.6
934,CN(c1ccccc1)c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,,3.47
935,Cc1cn(C2CCCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C2)c(=O)[nH]c1=O,,3.38
936,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,,2.55
937,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)C(C)=N2,,2.51
938,c1ccc(-c2cc(=NCCCCN=c3cc(-c4ccccc4)[nH]c4ccccc34)c3ccccc3[nH]2)cc1,,3.65
939,O=C(CCN1CCCCC1)Nc1ccc(-c2cccn3c(=O)cc(N4CCOCC4)nc23)c2sc3ccccc3c12,,2.9
940,CN(C)C(=O)C(Cc1ccccc1)NC(=O)c1cc2ccsc2[nH]1,,3.1
941,CC(C)C1NCCc2c1sc1ccccc21,,2.8
942,NC(=O)c1sc(-c2ccsc2)cc1N,,2.23
943,CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,,3.6
944,O=c1[nH]n(C(c2ccccn2)C2CC2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,,1.0
945,Cc1ccc(C(NC(=O)c2ccccc2O)C(=O)Nc2c(C)cccc2C)s1,,4.05
946,O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1-c1ccccc1,,3.4
947,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCCN(Cc2ccccc2)C1)C1CCCCC1,,2.12
948,CCC(c1nc2ncccc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,,-0.04
949,Cc1cccc(C)c1OC[C@@H](C)N,,0.6
950,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,1.29
951,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,,3.0
952,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccncc2)cc1,,0.3
953,CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,,2.19
954,Oc1ccc(-c2nc3ccc(O)cc3o2)cc1,,3.3
955,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,,3.07
956,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,,2.8
957,CCN(CC)CC=NC(=O)c1c(C)[nH]c(Cc2c(O)[nH]c3ccc(F)cc23)c1C,,2.26
958,Cc1oc(CN2CCNCC2)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2,,1.03
959,Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,2.84,2.84
960,CCOc1ccccc1N1CCN(Cc2c[nH]nc2-c2ccc(F)cc2)CC1,,3.38
961,COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,,3.2
962,COC[C@@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,,1.44
963,C[C@@H]1CN(CC2(C(N)=O)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,,1.03
964,O=C(NC1Cc2ccccc2N(CC(O)=NO)C1=O)c1cc2cc(Cl)sc2[nH]1,,2.4
965,COc1cc2c(=Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)[nH]cnc2cc1OCCCN(CCO)CC(C)C,,3.61
966,O=c1[nH]n(C(c2ccccn2)C2CCCC2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,,1.9
967,COc1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)ccc1N,,3.12
968,CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,,3.0
969,O=C(O)C(c1ccccc1)N1CCO[C@@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,,1.71
970,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2)ccc1OCC(=O)O,,1.38
971,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,,-0.45
972,N=c1[nH]c(-c2ccccc2)ns1,,2.2
973,CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,,3.05
974,Cc1ncc([N+](=O)[O-])n1CCO,-0.02,-0.11
975,CCn1c(-c2cc[nH]c(=Nc3ccc(C(=O)NC)cc3)n2)cnc1C,,2.53
976,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3c(N)cccn23)c(Cl)c[nH]1,,3.4
977,Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,,1.41
978,Fc1cc(F)cc(-c2cc(N(CCCN3CCCCCC3)Cc3ccc4c(c3)OCO4)on2)c1,,3.84
979,c1ccc(C2Cc3ccccc3CN2)cc1,,1.9
980,N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1,,0.77
981,CC(C)(O)c1ccc(N=c2[nH]c3ccc(C#N)cc3[nH]2)cc1,,2.73
982,C[C@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,,3.1
983,O=CN(O)C1(CS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)CCOCC1,,0.85
984,COc1ccc(-c2cc(=N)n3[nH]cc(C#N)c3n2)cc1,,2.42
985,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,,2.11
986,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(C)cc(C)c2)C2CCN(S(C)(=O)=O)CC2)CC1,,1.93
987,NC12CC3CC(CC(C3)C1)C2,2.44,-0.98
988,CC(=O)NC[C@H]1CN(c2ccc(-n3cnc(C#N)c3)c(F)c2)C(=O)O1,,1.51
989,CCOc1ccc(-n2c(C(C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1,,3.7
990,CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1,,-0.2
991,Cc1cc(CN2Cc3ccccc3CC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,,2.41
992,COc1cc2[nH]cc(C(N)=O)c(=Nc3cccc(F)c3F)c2cc1OC,,2.82
993,CC(C)(C)CN=c1[nH]c(C#N)nc(N2CCOCC2)c1N,,3.08
994,CCCSc1c(C(=O)NC2CCCCC2)cnn1C,,2.99
995,COc1ccccc1OCC(O)COC(N)=O,0.61,0.36
996,O=S(=O)(Cc1cc(Cl)cc(Cl)c1)NCC(c1ccccc1)N1CCCCCC1,,3.23
997,Cc1ncc(-c2[nH]c(=Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)ncc2F)n1C(C)C,,2.19
998,COCCNC(=O)c1ccc(N=c2nc3ccc(-c4cccnc4)cc3c[nH]2)cc1,,3.11
999,N#Cc1ccc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(O)C3)c2c1,,0.11
1000,CCN1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,1.94
1001,CCCS(=O)(=O)c1ccc(N=c2nc(-c3cnc(C)n3C(C)C)cc[nH]2)cc1,,3.37
1002,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.23,3.08
1003,Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCN(CC(=O)N(C)C)CC2)c1,,4.13
1004,NC1(c2ccc(-c3c(-c4ccccc4)ncc4nccn34)cc2)CCC1,,1.7
1005,CC(c1ccccn1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,,0.51
1006,CCCCc1nc2c(=N)[nH]c3ccccc3c2n1CC(C)(C)O,,2.37
1007,COC1CCN(C(=O)C2CCN(CCc3c(-c4cc(C)cc(C)c4)[nH]c4sc(C(C)(C)C(=O)N5C6CCC5CC6)cc34)CC2)CC1,,4.09
1008,CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(-c4n[nH]c(=O)o4)c3)cnc2[nH]1,,1.65
1009,CC(C)N=c1[nH]c(=NCc2ccccc2)c2sccc2[nH]1,,3.9
1010,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cn1,,2.63
1011,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NCC#N,,0.08
1012,COc1ccc2c(C)nc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,,0.29
1013,CCN1CCO[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,2.68
1014,O=C(OCC(O)CO)c1ccccc1N=c1cc[nH]c2cc(Cl)ccc12,,3.5
1015,Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,,1.6
1016,Cc1ccc(C(=O)N(CCCN)C(c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,,2.88
1017,Cc1cccc(C)c1OCC(C)N,2.15,0.62
1018,CCCc1c(OCc2ccc(-c3nn[nH]n3)cc2OC)ccc(C(C)=O)c1O,,2.8
1019,CCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,,2.45
1020,O=C(c1scc2c1CCCC2)N1CCCCC1,,3.16
1021,CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,1.13
1022,O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,,1.4
1023,COc1cc(N=c2[nH]cc(C)s2)[nH]c(=NC(C)c2ncc(F)cn2)n1,,2.99
1024,COC1(c2ccc(NC(=O)c3cc(=O)c4cc(F)cc(-c5c(C)nn(C)c5C)c4o3)cn2)CCOCC1,,2.98
1025,CC(=O)N(C)c1ccccc1,1.12,1.1
1026,Cc1cc(CN2CCC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,,1.18
1027,O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl,,-0.34
1028,N#Cc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,,2.9
1029,COc1cc(N=c2c(C#N)c[nH]c3cc(OC)c(OC)cc23)cc(OC)c1,,3.5
1030,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,,3.5
1031,CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1,,1.33
1032,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,-0.04,-0.12
1033,N=c1nc2nc(-c3cccs3)cc(C(F)(F)F)n2[nH]1,,2.01
1034,CC(C)COc1cc(OC(C)C)cc(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,,1.6
