,smiles,logP
2560,CCOc1ccc([N+](=O)[O-])cc1NC(=O)CC,1.85
2561,CCCCCCCC(CCCCC)c1ccccc1,8.56
2562,Cc1cnc2ccccn2c1=O,0.77
2563,CCCCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,5.26
2564,O=C(NCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12,2.67
2565,NC(=O)Nc1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.6
2566,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,2.4
2567,CC(=O)c1cccnc1,0.43
2568,CC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C,2.45
2569,CC1=NS(=O)(=O)c2cc(Cl)cc(I)c2N1,1.81
2570,O=C(CBr)c1ccccc1,2.19
2571,CC(=O)c1cc[n+]([O-])cc1,-0.93
2572,O=C(NC1CC1)c1ccc(COc2c(F)c(F)cc(F)c2F)o1,3.54
2573,CC(=O)NCCc1c[nH]c2ccccc12,1.41
2574,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(=C)C1C(O)C3OC3(C)C21O,1.69
2575,CC(C)CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C,0.23
2576,COc1nc(-c2ccccc2)c2ccccc2n1,3.5
2577,Cc1cccc(C)c1NC(=O)CCC(C)N,1.08
2578,OCC1OC(O)C(O)C(O)C1O,-3.24
2579,CC(=O)C(=Cc1ccc(C)cc1)C(C)=O,2.14
2580,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,8.6
2581,CCCCCC(C)N,2.4
2582,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N2CCOCC2)OC1=O,2.2
2583,O=[N+]([O-])c1ccc(OCCn2ccnc2)cc1,1.69
2584,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,3.61
2585,CCc1cccc(C)c1NC(C)=O,1.41
2586,Cc1cc(O)c([N+](=O)[O-])cc1Cl,2.93
2587,CCCS(=O)(=O)c1c(S(=O)(=O)CCC)c2cnccn2c1C(=O)c1ccc(C)cc1,3.93
2588,CC1CN(N=O)CC(C)O1,0.32
2589,O=C(O)Cc1ccccc1Nc1ccc(Cl)c(Cl)c1,4.9
2590,Oc1c2c(c(O)n1SC(Cl)(Cl)Cl)CC=CC2,2.35
2591,C#CCOc1ccc(N=CNOCC)cc1OCC#C,1.9
2592,COc1ccccc1F,2.14
2593,C1CCOCC1,0.95
2594,CC(=O)Nc1ccc(C)cc1,1.7
2595,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,-0.04
2596,N#Cc1ccc(CC(=O)Nc2ccccc2)cc1,2.82
2597,CNC(=O)ON=Cc1ccc(Cl)c(Cl)c1,2.89
2598,COC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)OC(C)C1OC1CC(O)C(O)C(C)O1,3.11
2599,CC(NNC(=O)COc1ccccc1)c1ccccc1,2.46
2600,NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]cn1)C(=O)O,1.0
2601,ClC1C(Cl)C(Cl)C(I)C(Cl)C1Cl,4.05
2602,COc1c(O)cc2ccc(=NC(=O)C(F)(F)F)c3c(c2c1OC)CCC(SC)C(=O)C3,2.61
2603,COc1cc(OC)cc(C2C(=O)c3ccccc3C2=O)c1,2.86
2604,Clc1cccc(Oc2ccc(Cl)c(Cl)c2Cl)c1Cl,6.3
2605,O=C1C=NC(c2ccccc2Cl)c2cc(Cl)ccc2N1,3.15
2606,Cc1c(-c2ccccc2)ssc1=S,3.95
2607,COc1cc(C)nn1-c1ccncn1,0.5
2608,Nc1cc([N+](=O)[O-])ccc1Cl,2.23
2609,CNc1nc2c(C)cccn2c(=O)c1C=O,2.68
2610,CNC(=O)Oc1cccc(C(=O)OC)c1,1.42
2611,CN(C)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,3.29
2612,COC(=O)CC(=O)OC,-0.05
2613,Clc1ccccc1-c1ccccc1Cl,4.97
2614,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,2.39
2615,CCCC1C(=O)C[C@H](C(C)C)C(C#N)(C#N)C1(C#N)C#N,3.3
2616,CCc1cccc(S(I)=C(N(C)C)N(C)C)c1,0.34
2617,Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,4.51
2618,CC(=O)c1ccsc1,1.24
2619,CC(C)(C)c1c(O)[nH]c(=O)[nH]c1=O,0.28
2620,Nc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,1.3
2621,CC#Cc1cc(C)[nH]c(=Nc2ccccc2)n1,3.28
2622,COc1cc(OC)ncn1,0.96
2623,N#CN=C(N)Nc1ccccc1,1.05
2624,CC(C)c1nnc(N2CCOCC2)n(N)c1=O,0.49
2625,CCc1ccc(NC(C)=O)cc1,2.2
2626,C=CCN=c1nc(Cl)[nH]c(=NCC=C)[nH]1,2.75
2627,Nc1cnc2ccccc2c1,1.63
2628,O=C(c1ccccc1)C(F)(F)F,2.15
2629,COc1cccc(NC(=O)NNC(C)=O)c1,0.33
2630,CCN1C(=O)C(=O)c2ccc(OC)cc2C1=O,1.49
2631,CCCCCCC(C)O,2.9
2632,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C([NH3+])C=O)C([O-])O,-1.99
2633,CCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,6.68
2634,CC(=O)Nc1cccc(C(=O)OCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)c1,3.57
2635,NCCc1ccccc1,1.41
2636,O=[N+]([O-])C=Cc1ccco1,1.56
2637,O=c1[nH]c(=O)n(C2OC(CO)CC2F)cc1F,-0.72
2638,N=c1[nH]c(N2CCCCC2)cc(N)[n+]1[O-],1.24
2639,c1ccc2c(c1)oc1ccccc12,4.12
2640,CN(C)C(=O)c1ccccc1Cl,1.54
2641,Clc1nnnn1-c1ccccc1,1.48
2642,Cc1cc(N)ccc1C(=O)O,1.14
2643,O=C(CN1CCCCC1)Nc1cccc(F)c1,2.85
2644,O=[N+]([O-])OCC(CO)O[N+](=O)[O-],0.83
2645,CC(C)COCC(C)C,2.78
2646,CCOC(=O)c1ncccn1,-0.31
2647,CCc1cc(=O)ss1,1.69
2648,O=c1ccn(C2C=C(CO)C(O)C2O)c(=O)[nH]1,-2.19
2649,C#CCOc1cc(N=CNOCC=C)cc(Cl)c1OCC#C,2.7
2650,C[C@@H]1CCC2[C@](C)(CC[C@@H]3OC(C)(C)OC[C@@]23C)[C@@]12CCC1(COC(=O)C1)O2,4.24
2651,CSc1ccc(C=NN=C(N)NN)cc1,1.35
2652,CN(C)c1ccc([N+](=O)[O-])cc1,2.27
2653,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,3.72
2654,CC(=O)N=c1[nH]cnc2c1ncn2C,-0.41
2655,FC(F)(F)c1nc2ccccc2[nH]1,2.67
2656,C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23OC(=O)CCC(=O)CCCC(C)CC=CC3C1O,3.37
2657,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(C)=O)CSC12)c1csc(=N)[nH]1,2.62
2658,CCC1(CC)C(=O)NC(=O)N(C(C)C)C1=O,2.36
2659,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,5.75
2660,NC(=O)c1ccc(Cl)cc1,1.55
2661,CCCSc1nnc(C(C)C)c(=O)n1N,2.12
2662,CC1CCCCC1O,1.82
2663,CCC(=O)Nc1ccccc1,1.61
2664,CCc1nc(=NS(=O)(=O)c2ccc(N)cc2)cc(OC)[nH]1,1.0
2665,CCCCNc1c(C)n(C)c(=O)n(-c2ccccc2)c1=O,1.69
2666,Cc1cnc(-c2ccc(C#N)cc2)c(-c2ccc(C#N)cc2)n1,2.52
2667,Cn1c(C(=O)N2CCC3(CC2)OCCO3)cc2c(=O)n3ccccc3nc21,2.87
2668,COc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,1.6
2669,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)N2CC(OCOC)C(OCOC)C2)OC1=O,2.06
2670,O=NN(CCCl)C(=O)NC1CCCC1,2.2
2671,N=c1[nH]cnc2c1ncn2C1OC2COP(=O)(OCc3ccccc3)OC2C1O,1.15
2672,CCOc1cnc(-c2ccccc2)c(-c2ccccc2)n1,4.73
2673,c1ccc2c(c1)Cc1c-2ccc2ccccc12,5.4
2674,NC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.48
2675,ClC(Cl)(Cl)c1nc(=NCc2ccccc2)nc(C(Cl)(Cl)Cl)[nH]1,4.93
2676,Clc1ccc(-c2cccc(Cl)c2Cl)cc1,5.42
2677,CC(C)C(C(=O)N=c1[nH]c(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)cs1)N1C(=O)c2ccccc2C1=O,5.32
2678,CCOC(=O)/C(=C/c1ccccc1)C(C)=O,2.21
2679,C[C@H](NC(=O)CSc1ncnc2c1cnn2-c1ccccc1)c1ccccc1,4.73
2680,c1ccc2c(c1)OCO2,2.08
2681,O=C(Cc1ccccc1)Nc1ccc(O)cc1,1.82
2682,NC(C(=O)O)C1CCCC1,-1.31
2683,CCCCCCCI,4.7
2684,Cc1ccc(-c2ccccc2)cc1,4.63
2685,C1CC2OC2CC1C1CO1,0.44
2686,COc1ccc(CC(C)N)c(OC)c1,1.75
2687,NC1C2CCC1c1ccccc1C2,1.63
2688,ON=Cc1ccncc1,0.77
2689,O=C1c2ccccc2C(=O)c2ccccc21,3.39
2690,Nc1c(Cl)cccc1Cl,2.76
2691,CCCNC(=O)C=Cc1ccc([N+](=O)[O-])o1,1.86
2692,CCOC(=O)c1cncc(C)n1,0.51
2693,CCOC(=O)CN1C(=O)CC1Oc1ccc(C(=O)c2ccccc2)cc1,3.0
2694,CCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,1.19
2695,COc1[nH]c(C)nc1[N+](=O)[O-],0.21
2696,COC(=O)c1ccc(C(=O)OC)cc1,2.25
2697,Cc1cc(C)n2nc(SCC(=O)NCCNC(=O)CSc3nc4nc(C)cc(C)n4n3)nc2n1,0.82
2698,N#CN=[N+]([O-])c1cccc(F)c1,1.85
2699,CCn1c2ccccc2c2ccccc21,4.49
2700,CCCCCN=C(N)N=C(N)N,-1.02
2701,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.39
2702,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,5.11
2703,COc1ccc(C(=O)CSc2nnc(-c3ccccc3)o2)cc1,4.15
2704,Clc1ccc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c1,6.51
2705,O=C(O)COc1cccc(S(F)(F)(F)(F)F)c1,2.78
2706,CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,-1.98
2707,O=c1[nH]c(O)c(Cc2ccccc2)o1,1.2
2708,Nc1ccc(S(=O)(=O)N=c2ccc(Br)c[nH]2)cc1,2.3
2709,O=[N+]([O-])c1ccc2[nH]nnc2c1,1.95
2710,CC1=CCC(C(C)(C)O)CC1,2.98
2711,c1cncc(CCN2CCCC2)c1,1.34
2712,NC(=S)c1ccc([N+](=O)[O-])cc1,1.75
2713,CCCCOC(=O)Nc1ccccc1,3.3
2714,CC(=O)NC(CCC(=O)O)C(N)=O,-2.47
2715,CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.98
2716,NC1=NCC2c3ccccc3Cc3ccccc3N12,3.51
2717,CCOC(=O)CON=Cc1ccc(OCCOC(=O)c2cc(OC)c(OC)c(OC)c2)c(OC)c1,3.26
2718,O=C(O)COc1ccc(Cl)c(Br)c1,2.75
2719,COc1ccc(NC(=O)N(C)C)cc1Cl,1.64
2720,NNC(=O)NC1CCCCC1,0.15
2721,Cc1cc([N+](=O)[O-])cc2c1=NC(=O)CNC=2c1ccccc1,2.44
2722,CCCCCC1(CC)C(=O)NC(=O)NC1=O,2.24
2723,CNC(=O)Oc1ccccc1Br,1.77
2724,CC(=O)N=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.03
2725,Clc1cc(Cl)c(Oc2cccc(Cl)c2Cl)cc1Cl,6.22
2726,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(Cc1ccccc1)N2,1.03
2727,CCCCCCCCC(C)=O,3.73
2728,CC(N=C=S)c1ccccc1,3.46
2729,Nc1ccc(C2CCCCC2)cc1,3.65
2730,CC(=O)N=c1[nH]c(N2CCN(C)CC2)c(Cl)nc1[N+](=O)[O-],0.5
2731,O=C(NC[C@@H]1CCCO1)c1sc2ccccc2c1Cl,3.56
2732,N=c1[nH][n+]([O-])c2cc(OCC(O)CO)ccc2[n+]1[O-],-1.1
2733,Cc1ccc2c(c1)C(=O)C=CC2=O,2.1
2734,CNCCCN1c2ccccc2CCc2ccccc21,4.54
2735,Cc1ccc(C2(Cn3cncn3)OCCO2)cc1,1.55
2736,N#Cc1ccc(S(N)(=O)=O)cc1,0.23
2737,Cc1cccc(NC(=O)CSc2ccccn2)c1C,3.19
2738,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,2.83
2739,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.82
2740,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,-0.02
2741,ClC=C1C2CC(C(Cl)C2(Cl)Cl)C1(C(Cl)Cl)C(Cl)Cl,5.49
2742,Nc1ccc2[nH]ncc2c1,0.65
2743,CC(CC(=O)O)n1nnc2ccccc21,-0.2
2744,NS(=O)(=O)c1cccc([N+](=O)[O-])c1,0.55
2745,COC(=O)C(CCSC)NC(=O)c1cc2c(n(-c3ccccc3)c1=O)CC(C)(C)CC2=O,3.97
2746,O=S1C=Cc2ccccc21,1.01
2747,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5.33
2748,Cc1cc(Cl)ccc1NC(=S)NCCc1c[nH]c2ccccc12,4.34
2749,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1.67
2750,Cc1cc(C)cc(CCOCCS(=O)(=O)NCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,2.59
2751,CCCCCCCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2,5.25
2752,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.16
2753,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=S,-0.07
2754,CC(=O)Nc1ccc(Cl)cc1F,1.91
2755,Cn1nnnc1Sc1ccccc1,1.63
2756,CCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,3.78
2757,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1,1.5
2758,O=C(NC(Sc1ncccn1)C(=O)c1ccccc1)c1ccccc1,3.62
2759,C(=C/c1ccccc1)\c1ccccc1,4.81
2760,COc1cccc(Cc2cnc(-c3ccccc3)c(-c3ccccc3)n2)c1,5.2
2761,CCCC[N+](=O)[O-],1.47
2762,CCCc1ccc(S(N)(=O)=O)cc1,1.64
2763,CCc1nc2sc(C#N)c(N)n2c(=O)c1C#N,2.09
2764,Ic1ccccc1,3.25
2765,CCNC(N)=O,-0.74
2766,COc1ccc2c(C)cc(=O)n3c(C)cc1c23,2.84
2767,CNC(=O)CCc1c[nH]c2ccccc12,1.23
2768,CCCCCN,1.49
2769,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(F)(F)F,1.07
2770,CS(=O)(=O)c1cccc(-c2nc(=N)[nH]c(=N)[nH]2)c1,0.29
2771,CCCCOc1cccc(S(N)(=O)=O)c1,2.06
2772,Cc1ccccc1N1CCN(C(=O)c2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)CC1,5.31
2773,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc1ccccc1,3.28
2774,COc1cc(C(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc(OC)c1OC,3.87
2775,NS(=O)(=O)c1cccc2ccccc12,1.55
2776,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.34
2777,CN1CCN(Cc2ccc(Cl)nc2)C1=N[N+](=O)[O-],0.26
2778,COc1ccc([C@H]2C[C@H](C(F)(F)F)n3ncc(C(=O)N(C)Cc4cnn(C)c4C)c3N2)cc1OC,4.25
2779,O=C(Nc1ccc(Cl)c(Cl)c1)C(F)F,3.18
2780,CN(C)C(=O)COC(=O)c1ccccc1,1.07
2781,COc1cc(Br)ccc1NC(C)=O,2.02
2782,CC(=O)NCC(=O)NC(C(N)=O)C(C)C,-1.33
2783,CCN1C(=O)SC(=Cc2ccc([N+](=O)[O-])o2)C1=O,2.29
2784,CCCC=O,0.88
2785,NCc1ccncc1,-0.38
2786,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,2.29
2787,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,4.75
2788,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1.7
2789,Cc1ccc(C)c(NC(=O)C2CC3c4ccccc4C2c2ccccc23)c1,5.26
2790,CC(C)CN,0.73
2791,CCNC(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,0.3
2792,Cc1ccc(N)cc1,1.39
2793,CCCCOC(=O)c1cccnc1,2.27
2794,CC(=O)c1cccc([N+](=O)[O-])c1,1.42
2795,Cn1nnc2ccccc21,1.13
2796,COc1cccc(F)c1,2.36
2797,Nc1ccc2cccnc2c1,1.28
2798,CCC(=O)n1c(=O)n(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)c2ccccc21,4.8
2799,CNC(=O)COC(=O)c1ccccc1,0.99
2800,Nc1cc(N=O)ccc1O,0.03
2801,CN(C)C(=O)OCc1cccc(N(C)C)c1,2.28
2802,CCc1n[nH]c(=O)[nH]c1=O,0.22
2803,Cc1cc(=O)c(O)co1,-0.59
2804,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O,0.99
2805,O=C(Cc1ccccc1)NCCNCC(O)COCC=Cc1ccccc1,1.76
2806,O=Cc1ccc(O)c(Br)c1,1.83
2807,Clc1cc2ccccc2cc1Cl,4.42
2808,Cc1nc(-c2ccccc2)cnc1-c1ccccc1,4.28
2809,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,2.83
2810,O=C(OCCCc1c[nH]cn1)c1ccccc1,2.64
2811,C#CCOC1(c2ccccc2)CN(C)CCO1,1.87
2812,CCN(O)C(N)=O,-0.1
2813,O=C(CCn1cnc([N+](=O)[O-])n1)NCCO,-1.32
2814,C1=CC2CCC1C2,3.24
2815,Cc1cccc([N+](=O)[O-])c1C,2.83
2816,NCCCCCC(=O)O,-2.95
2817,ClCc1ccc(Cl)cc1,3.18
2818,CC(=O)Oc1ccccc1C(=O)OCC(=O)NCC(N)=O,-0.43
2819,CN1C(=O)CN=C(c2ccccc2)c2cc(C#N)ccc21,1.8
2820,CCc1cccc(C)c1C,4.34
2821,O=C(CC1CCCCC1)N1CCCCC1,3.2
2822,CCCn1ccc(=O)c(O)c1C,0.18
2823,COc1ccccc1C(=O)NCCN(C)C,1.14
2824,Cn1c(=N)[nH]c2ccc(Cl)cc21,2.01
2825,O=[N+]([O-])c1cccnc1,0.6
2826,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OCC#N,0.72
2827,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0.24
2828,Cc1nnc2c(=O)n(CCN=c3[nH]cc(C(F)(F)F)cc3Cl)c3ccc(Cl)cc3n12,4.57
2829,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1Nc1ccccc1,3.42
2830,C=C(C)C(=O)OCCO,0.47
2831,CC(=O)Nc1ccc(O)cc1,0.46
2832,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,-0.74
2833,Oc1ccccc1Cl,2.15
2834,C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,2.05
2835,O=C1NC(=O)C2(CCCCCCCCCC2)C(=O)N1,3.15
2836,O=CN1CCCC1,-0.32
2837,CC(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.72
2838,CCc1ssc(=S)c1CC,3.51
2839,O=C(O)C=Cc1ccc([N+](=O)[O-])o1,0.68
2840,CCOP(=S)(OCC)SCCS(=O)(=O)CC,1.87
2841,COc1cncc(C#N)n1,0.95
2842,CC(C)C(=O)NC(=O)C1CCC1,0.26
2843,O=C(O)c1cc2ccccc2[nH]1,2.31
2844,CCCC(CCC)C(=O)O,2.75
2845,CSCN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,1.92
2846,[NH-][NH+]=CC(=O)NCC(=O)NCC=O,-1.35
2847,O=c1[nH]c2ccccc2n1C1CCN(CC(O)C2COc3ccccc3O2)CC1,3.43
2848,N=C(N)NN=Cc1cccc([N+](=O)[O-])c1,0.01
2849,COc1cc(O)c2c(c1O)c(COC(N)=O)c1n2CC=C1OC(C)=O,0.72
2850,N=c1nc(-c2cc[nH]c(=NCCO)c2)[nH][nH]1,0.24
2851,CNC12CCCCCC1Cc1ccccc12,3.77
2852,N=c1nc(-c2cccc(F)c2)[nH]c(=N)[nH]1,1.73
2853,CCOC(=O)c1cc(C#N)c(S(C)=O)s1,2.27
2854,CCOC(=O)c1ccc(NCc2c(C)[nH]c(C(=O)OCC)c2C)cc1,5.09
2855,N#CCCCCC#N,-0.32
2856,Cc1cccc(NC(=O)NC(C)C)c1C,2.7
2857,CN(C)C(N(C)C)=S(I)c1ccccc1C(=O)O,-1.4
2858,CCOC(=O)C(=Cc1cccc(Cl)c1)C(=O)OCC,3.49
2859,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccccn3)c2s1,0.95
2860,Clc1ccc(Cn2cncn2)cc1Cl,2.54
2861,Cc1cccc(C(C)C)c1,4.5
2862,Cc1cc(OCCN(C)C)c(C(C)C)cc1OS(=O)(=O)C12CCC(CC1=O)C2(C)C,4.37
2863,O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.48
2864,COc1ccc(-c2nc3ccccc3[nH]2)c(OC)c1,2.59
2865,O=S(=O)(O[Na])c1cc(-n2nc3ccc4ccccc4c3n2)ccc1C=Cc1ccccc1,1.8
2866,CN(C)c1nnc(-c2ccccc2)c2ccccc12,3.22
2867,CCc1ccc2c(c1)C(=O)c1ccc(NC(C)=O)cc1S2(=O)=O,3.44
2868,O=[N+]([O-])c1cnc2ccccc2c1,1.97
2869,Nc1ccccc1F,1.26
2870,CC(C(O)c1ccccc1)N(C)C,1.7
2871,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)(Cl)CC3C1(Cl)C2(Cl)Cl,6.2
2872,CC(C)CNCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,-0.35
2873,COc1ccccc1N1CCN(CCNC(=O)c2ccccc2)CC1,2.2
2874,CCCCCN(CCCCC)N=O,3.86
2875,CC(C)OC(=O)CS(=O)(=O)c1ccc(Cl)cc1,2.04
2876,[N-]=[N+]=NC1C(CO)OC(n2cnc3c(=N)[nH]cnc32)C1N=[N+]=[N-],0.8
2877,CSc1ccc(COC(=O)N(C)C)cc1,2.86
2878,C1COCCOCCOCCOCCOCCO1,-0.68
2879,OCC1OC(OCc2ccccc2)C(O)C(O)C1O,-0.7
2880,CC(C)(N)Cc1ccccc1,1.9
2881,CNC(=O)c1nonc1C,0.56
2882,CSc1ccccc1N=NN(C)C,3.13
2883,CN(C)CCc1ccccn1,1.12
2884,Cc1cccc(CO)c1,1.6
2885,CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,2.12
2886,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,4.28
2887,c1ccc(N2CCCC2)cc1,3.56
2888,CS(=O)(=O)CC#N,-1.42
2889,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.71
2890,Oc1ccc(I)cc1,2.91
2891,CCCC1CNC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)C1,0.04
2892,CN(C)CCC(c1ccccc1)c1ccc(C(C)(C)C)cc1,5.1
2893,C=CC(=O)OCC(C)C,2.22
2894,COc1ccc(O)c2ncccc12,2.06
2895,CNC12CCCCC1Cc1ccccc12,3.37
2896,CCCC(NC(C)=O)C(=O)OC,0.33
2897,Cc1cc(C)cc(NS(=O)(=O)c2ccc(N)cc2)c1,2.52
2898,COc1ccccc1Cl,2.68
2899,Clc1cc(Cl)nc(Cl)c1,2.68
2900,CCOC(=O)C(F)(F)F,1.18
2901,[NH-][NH+]=CC(=O)N=CC(=O)N1CCOCC1,-0.47
2902,COC(C)=O,0.18
2903,CCCN1CCOC2c3cc(O)ccc3CCC21,2.44
2904,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,4.05
2905,CCCCOc1ccc(/C=C/C(=O)NC(C)C)cc1,4.45
2906,Cc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,2.72
2907,Fc1cccc(F)c1,2.21
2908,O=C(Cn1ccnc1[N+](=O)[O-])NCCO,-1.34
2909,COc1ccccc1N1CCN(CCNC(C)=O)CC1,0.5
2910,CCOC(=O)c1cnc2cccc(C)n2c1=O,0.96
2911,COC(=O)c1cc(-n2c(O)c3c(c2O)[C@]2(C(OC(C)=O)OC(C)=O)C=C[C@H]3O2)ccc1Cl,3.77
2912,CCOC(=O)C(=Cc1ccccc1F)C(=O)OCC,3.04
2913,CCc1nc(C#N)c(C#N)nc1Cl,1.79
2914,CC(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(N)=O,-1.14
2915,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)CC(N)=O)ccc2c1,1.37
2916,NCCCCc1ccccc1,2.4
2917,CCN(CC)C(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.44
2918,CC(C)(C)N(NC(=O)c1ccc(F)cc1)C(=O)c1ccccc1Cl,2.87
2919,Oc1cccc2c(O)cccc12,1.94
2920,CCC1C2CC3C4N(C)c5ccccc5C4(CCN3C1O)C2O,1.81
2921,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,6.6
2922,CCOC1OC2OC3(C)CCC4C(C)C(OC5OC(C(=O)O)C(O)C(O)C5O)CC(C1C)C24OO3,0.61
2923,O=C1Nc2ccccc2C1=O,0.83
2924,S=c1ssc2c1CCCCC2,3.27
2925,NC(=O)NCCCC(N)C(=O)O,-3.19
2926,COc1cccc(C(C)=O)c1,1.84
2927,CCOC(=O)c1cncc(OC)n1,1.2
