,Unnamed: 0,smiles,logP,logD
2784,15199,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)NCC(=O)O,,-1.02
2785,8066,CSc1cccc(N)c1,1.45,
2786,7861,COc1cccnc1,0.99,
2787,7703,COc1cccc(NC(=O)Cc2ccccc2)c1,2.86,
2788,16376,Clc1ccc2c(c1N=c1cc[nH]c(=Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)[nH]1)OCO2,,3.25
2789,12884,O=c1ccccc(O)c1,0.81,
2790,15025,COCCN=c1[nH]c(=NCc2ccccc2F)c2sccc2[nH]1,,3.4
2791,8335,Cc1cc(C)c(C#[N+][O-])c(C)c1,3.21,
2792,9380,Clc1cc(Cl)nc(Cl)c1,2.68,
2793,13838,CC(C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,,1.64
2794,4710,CCOC(=O)Cc1nc(O)c(N2CCCCC2)s1,2.34,
2795,12452,O=[N+]([O-])CC1=NCCN1CCc1ccc(Cl)nc1,-0.23,
2796,2430,CC1CC2C3CC(F)=C4CC(=O)C(Cl)=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,4.73,
2797,16297,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)NC4CC4)cc3)n2)n1C(C)C,,3.06
2798,14655,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)cn1,,3.42
2799,1235,CC(=O)c1cccc(C)c1,2.15,
2800,15874,Cc1cc(=NC(=O)c2ccc(Cl)cc2)n(-c2ccccc2)[nH]1,,3.25
2801,7178,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1SC,1.54,
2802,6166,CNC(=O)Oc1ccc(C(=O)OC)cc1,1.5,
2803,761,CC(=O)NC(CCCN=C(N)N)C(N)=O,-2.84,
2804,536,CC(=O)C(=Cc1ccccc1C)C(C)=O,1.98,
2805,9918,N#CC1(C#N)[C@H](c2ccc(Br)s2)C(C(=O)c2ccccc2)N2c3ccccc3C=C[C@@H]21,5.05,
2806,10201,N=c1[nH]cc(Cc2ccccc2)c(=N)[nH]1,1.58,
2807,10698,NCc1ccccc1,1.09,
2808,6614,COC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1,3.49,
2809,2596,CCC(=Cc1ccccc1)[N+](=O)[O-],2.86,
2810,11009,Nc1ccc(S(=O)(=O)N=c2ccc(Br)c[nH]2)cc1,2.3,
2811,16899,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2[nH]c(=NCCNCCO)ccc12,,1.79
2812,8725,Cc1ccc2c(C)[nH]c(=Nc3nc(=O)c4c([nH]3)CCCC4)nc2c1,3.92,
2813,7356,COc1ccc(C(=O)[N-][N+](C)(C)C)cc1,-0.03,
2814,575,CC(=O)C=CC1=C(C)CCCC1(C)C,3.85,
2815,10642,NCC(=O)NC(Cc1ccccc1)C(=O)[O-],-0.56,
2816,13895,CC(C)C(=O)Nc1ccc2c(c1)C(=O)NC2=O,,1.55
2817,15915,Cc1cc(C)cc(-c2c(OCCC3CCCCN3)c3cc(C(=O)N=c4cc[nH]cn4)c(Cl)cc3[nH]c2=O)c1,,1.7
2818,11079,Nc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,1.3,
2819,14021,CC(C)Oc1cc(-n2cnc3ccc(=N[C@@H](CO)c4ccc(F)cn4)[nH]c32)[nH]n1,,2.79
2820,4267,CCN(CC)CCNC(=O)c1cc(F)ccc1OC,2.62,
2821,16771,NC(=O)c1cccc(C[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,,1.11
2822,3865,CCCCc1ccccc1,4.38,
2823,3639,CCCCCn1nc2ccccc2n1,3.63,
2824,15035,COCCNCc1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,1.86
2825,14726,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,,2.4
2826,13871,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3C#N)cn2)CC1,,2.81
2827,7409,COc1ccc(C=O)cc1OC,1.22,
2828,7242,COc1cc(S(C)=O)ccc1-c1cn2ccnc(OC)c2n1,1.49,
2829,15652,C[C@@H](N=C1CCCC(=O)C1)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,3.17
2830,15038,COCCNS(=O)(=O)c1ccc(-c2c[nH]c(=N)c(C(=O)Nc3cccnc3)n2)cc1,,2.26
2831,11411,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Br)cc1,1.63,
2832,2744,CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)O,-1.41,
2833,16589,N#Cc1cccnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,,1.58
2834,3526,CCCCCCOCc1cccc(NC(=O)OCCN2CCCCC2)c1,4.97,
2835,6666,COC(=O)c1ccccc1O,2.55,
2836,14414,CCN(CC)CC(=O)N=c1c(C#N)c[nH]n1-c1ccccc1,,0.4
2837,9125,Cc1ncc([N+](=O)[O-])n1CCc1ccncc1,0.06,
2838,12096,O=C1CCC(c2cccnc2)N1,-0.3,
2839,8751,Cc1ccc2ccc(C)cc2c1,4.31,
2840,8618,Cc1ccc(N)c(C)c1,1.68,
2841,3774,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,3.75,
2842,15350,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC,,1.42
2843,6171,CNC(=O)Oc1ccc(C(C)C)cc1,2.57,
2844,15925,Cc1cc(CN2CCN(C(C)C)CC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,,1.44
2845,4971,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,4.44,
2846,5337,CCc1ccccc1OCC(=O)O,2.53,
2847,5470,CN(C)C(=O)N(C)C,0.19,
2848,11779,O=C(O)c1cc(O)cc(O)c1,0.86,
2849,13935,CC(C)C1NCCc2c1sc1ccccc21,,2.8
2850,6298,CNCC1CCC2(NC)c3ccccc3CC2C1,2.48,
2851,9082,Cc1nc(N(C)C)c2sc(=S)n(-c3ccccc3)c2n1,3.62,
2852,11178,O=C(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,1.34,
2853,1757,CC(C)CN1CCOCC1,1.17,
2854,15055,COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,,1.69
2855,8571,Cc1ccc(C=O)o1,0.67,
2856,162,C(=N/c1ccccc1)\c1ccccc1,2.82,
2857,7991,CSC(=NOC(=O)N(C)COC1OC(C(=O)O)C(O)C(O)C1O)C(=O)N(C)C,-2.52,
2858,5169,CCS(=O)c1sc(C(C)=O)c(Cl)c1C#N,2.64,
2859,7305,COc1ccc(-c2ncc[nH]2)c(OC)c1,1.72,
2860,11698,O=C(O)CSc1c[nH]c2ccccc12,1.78,-1.31
2861,13678,c1cscn1,0.44,
2862,10636,NC1CC2OC1c1ccccc12,0.4,
2863,11128,O=C(/C=C/c1ccc2c(c1)OCO2)Nc1ccc2c(c1)OCO2,3.72,
2864,7298,COc1ccc(-c2nc3ccncc3n2C)c(OC)c1,2.68,
2865,13078,OCCCCn1nnc2ccccc21,1.03,
2866,13883,CC(C)(CCCCCOCCc1ccccc1)NCCc1ccc(O)c2[nH]c(=O)sc12,,2.92
2867,13832,CC(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,0.37
2868,9799,FC(F)(F)Cl,1.65,
2869,17186,O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,,1.26
2870,4494,CCNc1cc(N)[n+]([O-])c(=N)[nH]1,-0.04,
2871,3338,CCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,4.04,
2872,13118,OC[C@@H](O)Cn1c(SCCSc2nc3ccccc3n2C[C@H](O)CO)nc2ccccc21,3.29,
2873,14028,CC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)N=c2[nH]ccs2)c1,,3.61
2874,6560,COC(=O)Nc1cccc(OC)c1,1.92,
2875,910,CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,3.33,
2876,7913,COc1ncnc2ccccc12,1.97,
2877,12438,O=[N+]([O-])C=Cc1ccc(O)cc1,2.12,
2878,8832,Cc1cccc(CC(=O)O)c1,1.95,
2879,5731,CN(C)c1ccc(-c2nc3ccc(C#N)cc3s2)cc1,3.2,
2880,3018,CCCC(=NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,3.39,
2881,470,C=COCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-0.24,
2882,57,C#CC(C)OC(=O)Nc1ccc(OCC)c(OCC)c1,2.68,
2883,15253,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1,,3.3
2884,1271,CC(=O)c1cn(C)c2ccccc12,1.95,
2885,17342,O=S(=O)(N=c1[nH]nc(-c2ccccc2)s1)c1ccc(Cl)cc1,,1.14
2886,7145,COc1cc(CCN)cc(OC)c1OC,0.78,
2887,6641,COC(=O)c1cccc(C(=O)O)c1,1.83,
2888,8213,Cc1c(Cl)cc(C(C)C)c(Cl)c1Cl,6.2,
2889,10942,Nc1ccc(C(=O)O)c(Cl)c1,1.33,
2890,12792,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)NCCOCCc3ccccc3)c2s1,2.38,
2891,5896,CN1C(=O)C(=O)C(=O)N(C)C1=O,-0.6,
2892,13223,Oc1ccc(C(c2ccncc2)c2ccc(O)cc2)cc1,3.24,
2893,6501,COC(=O)CS(=O)(=O)c1ccccc1,0.93,
2894,9519,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,7.07,
2895,14799,CN1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1,,1.97
2896,3302,CCCCCCCBr,4.36,
2897,4900,CCOCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-0.4,
2898,14381,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(F)c2)CC1,,2.9
2899,2723,CCC(C)C(=O)NN,-0.33,
2900,8025,CSCCC(N)C(=O)NC(CC(C)C)C(=O)O,-1.84,
2901,3909,CCCN(CCC)CC(=O)NCc1ccccc1,3.11,
2902,13541,c1ccc2c(c1)COC2,1.76,
2903,3368,CCCCCCCCCCCC(=O)OCCCC,6.51,
2904,7648,COc1cccc(-c2cc3ccccn3c2)c1,4.14,
2905,7505,COc1ccc(NC(C)=O)cc1,1.03,
2906,17037,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1[nH]nc2ccccc12,,2.95
2907,11456,O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc([N+](=O)[O-])cc1,3.75,
2908,5819,CN(CCCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])CCCNC(=O)c1cccc2nc3ccccc3nc12,0.59,
2909,2140,CC(O)Cn1ccnc1[N+](=O)[O-],-0.16,
2910,3440,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,3.66,
2911,8965,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,5.11,
2912,15788,Cc1[nH]c2nc(=NCc3ccc(Cl)cc3)[nH]n2c(=O)c1Cc1ccccc1,,3.7
2913,17152,O=C(O)CC(=O)N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1,,1.18
2914,16062,Cc1ccc(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,,3.9
2915,11216,O=C(CN1CCCCC1)Nc1ccccc1[N+](=O)[O-],2.75,
2916,450,C=CCc1ccccc1OCC(O)CNC(C)C,3.1,0.99
2917,15834,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O,,0.03
2918,11255,O=C(CSc1nnc(-c2ccccc2F)n1CCc1ccccc1)N1CCOCC1,3.79,
2919,15385,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,,0.86
2920,3370,CCCCCCCCCCCC(CC)c1ccccc1,9.29,
2921,17147,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.14
2922,174,C1=CC2CCC1C2,3.24,
2923,11859,O=C(O)c1ccccn1,0.72,
2924,8057,CSc1ccc(SC)nn1,1.85,
2925,15234,COc1cc2[nH]cc(C(N)=O)c(=Nc3cccc(F)c3F)c2cc1OC,,2.82
2926,3825,CCCCSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.14,
2927,10917,Nc1cc(N=O)ccc1O,0.03,
2928,12446,O=[N+]([O-])C=Cc1ccccc1[N+](=O)[O-],1.8,
2929,13372,[N-]=[N+]=Nc1ccccc1,2.59,
2930,15088,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,,2.74
2931,1208,CC(=O)c1ccc(NC=O)cc1,0.94,
2932,2090,CC(N)C(=O)O,-2.85,
2933,13448,c1ccc(-c2csnn2)cc1,2.42,
2934,2947,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,1.73,
2935,67,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,2.97,
2936,3478,CCCCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,5.28,
2937,7360,COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,1.76,
2938,16514,N#CCNC(=O)C1CCCCC1C(=O)N1CCc2ccccc2C1,,1.91
2939,15130,COc1cc(F)ccc1-c1cncc(CNC(=O)c2cnccn2)c1,,2.5
2940,9350,Clc1cc(Cl)c2c(c1)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.53,
2941,16824,NC1(c2ccc(-c3nn4cccc4cc3-c3ccccc3)cc2)CCC1,,3.3
2942,8663,Cc1ccc(OC(=O)CNC(=O)c2ccccc2)cc1,2.83,
2943,12694,O=[N+]([O-])c1ncn(CC(O)CF)n1,-0.59,
2944,15778,Cc1[nH]c(=NC(=N)N)nc2ccccc12,,-0.49
2945,1942,CC(C)O[PH](=O)OC(C)C,0.45,
2946,17564,c1ccc(-c2ccc(COc3ccc4c(c3)CCC(CCN3CCCCC3)C4)cc2)cc1,,3.3
2947,11936,O=C(c1ccc(C(F)(F)F)cc1)c1ccc2n1CCC2C(=O)O,3.71,
2948,5398,CCn1c(SCc2nc3c4cnn(C)c4ncn3n2)nnc1-c1cc(C(F)(F)F)n(C)n1,3.85,
2949,10005,N#Cc1c(N)sc2ccccc12,2.17,
2950,8996,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CNC(=O)C34CC5CC(CC(C5)C3)C4)O2)c(=O)[nH]c1=O,2.1,
2951,8547,Cc1ccc(C)c(S(=O)(=O)N(C)c2ccc(OC(=O)c3ccc4c(c3)OCO4)cc2)c1,5.87,
2952,1133,CC(=O)Oc1ccc(CC=NC=O)cc1,1.32,
2953,11301,O=C(Cn1ccnc1[N+](=O)[O-])NC(CO)(CO)CO,-1.77,
2954,7235,COc1cc(S(=O)(=O)CC(O)c2ccccc2)cc(OC)c1OC,1.65,
2955,3665,CCCCN(N=O)C(N)=O,1.04,
2956,5630,CN(C)CC=Cc1ccccc1,2.61,
2957,11285,O=C(Cc1ccccc1)c1ccc2n1CCC2C(=O)O,2.52,
2958,11242,O=C(COc1ccc2ccccc2c1)N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,4.47,
2959,9449,Clc1ccc(Br)cc1NC1=NCCN1,2.05,
2960,12859,O=c1cc(-c2ccccc2)ss1,3.01,
2961,14269,CCCN(CCO)CCCOc1ccc2c(=Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)[nH]cnc2c1,,2.19
2962,15345,COc1ccc(-c2nc3c(OCC4CCNCC4)c(Br)cnc3[nH]2)cc1,,1.55
2963,8119,C[C@@H]1CCCN(c2nc3c(c(=O)n(C)c(=O)n3C)n2CCSc2nc3ccccc3s2)C1,5.05,
2964,16532,N#Cc1c[nH]n(-c2ccccc2)c1=NC(=O)c1ccccc1F,,1.7
2965,16901,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12,,3.83
2966,11990,O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,2.3,
2967,7368,COc1ccc(C(C)C(=O)O)cc1,1.9,
2968,2066,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3.61,
2969,7818,COc1ccccc1N1CCN(CCNC(=O)c2ccncn2)CC1,1.5,
2970,8498,Cc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1,3.3,
2971,16404,Cn1c(=O)cc(CCc2cccc(-c3ccccc3)c2)[nH]c1=N,,3.8
2972,13572,c1ccc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4ccccc4n4cccc34)CC1)c1cccn12,2.52,
2973,8249,Cc1c(OCc2c(F)cccc2Cl)c(=O)ccn1Cc1ccc(Cl)cc1,5.63,
2974,14388,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,4.0
2975,8329,Cc1cc(C(F)(F)F)n2nc(-c3nnc(-c4cccc(C(F)(F)F)c4)o3)cc2n1,4.92,
2976,3268,CCCCCC=CCC=CCCCCCCCC(=O)O,7.05,
2977,2719,CCC(C)=NC(=O)C(Cc1ccccc1)NC(C)=O,1.76,
2978,3633,CCCCCc1cssc1=S,4.06,
2979,14436,CCN(CC)c1ncnc2c1ncn2Cc1c(Cl)cccc1Cl,,1.25
2980,16324,Cc1nn(C)c2ccc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)[C@H](C)C3)cc12,,2.8
2981,737,CC(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(N)=O,0.53,
2982,15277,COc1cc2c(=Nc3c(Cl)ccc4c3OCO4)[nH]cnc2cc1OCCCN1CCCC1,,1.62
2983,152,C#Cc1cccc(NC(=O)c2cc(C(=O)Nc3cccc(C#C)c3)cc(N3C(=O)c4ccccc4C3=O)c2)c1,6.85,
2984,14392,CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,1.61
2985,1766,CC(C)CNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.89,
2986,2278,CC12C=CC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1.51,
2987,3907,CCCN(CCC)C1COc2ccc(O)cc2C1,3.19,
2988,4506,CCOC(=O)C(=Cc1c(Cl)cccc1Cl)C(C)=O,2.86,
2989,8290,Cc1cc(=O)c(N(C)C)n[nH]1,0.24,
2990,16085,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(OCC2CCCN(C)C2)n1,,1.9
2991,12178,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,3.2,
2992,15643,CSc1nc2cc(Cl)ccc2[nH]1,,3.22
2993,12698,O=[PH](=O)(O)CN(CCCCCCN(C[PH](=O)(=O)O)C[PH](=O)(=O)O)C[PH](=O)(=O)O,-4.43,
2994,13903,CC(C)C(NC(=O)Cn1c(-c2cccc(C(=O)O)c2)ccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,,1.2
2995,6923,CON(C)C(=O)Nc1ccc([N+](=O)[O-])cc1,1.74,
2996,15881,Cc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)ncc2Br)[nH][nH]1,,2.39
2997,4493,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,3.82,
2998,13037,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-3.7,
2999,11261,O=C(Cc1ccccc1)NCCNCC(O)COCC=Cc1ccccc1,1.76,
3000,6587,COC(=O)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,0.95,
3001,4368,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2cn(C)cn2)NC(=O)C(Cc2ccccc2)CC(O)N2CCOCC2)OC1=O,2.16,
3002,2882,CCC(CC)C(=O)NS(=O)(=O)c1ccc(OC)cc1N,2.03,
3003,7947,CS(=O)(=O)ON1C(=O)c2ccc(N)cc2C1=O,0.8,
3004,13424,c1ccc(-c2c3ccccc3cc3ccccc23)cc1,6.01,
3005,6227,CNC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0.44,
3006,3335,CCCCCCCCC(CCCC)c1ccccc1,8.56,
3007,9308,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1,7.25,
3008,1202,CC(=O)c1ccc(N)cc1,0.83,
3009,12138,O=C1NC(=O)C(c2ccccc2)C1=O,2.26,
3010,7485,COc1ccc(N=C=S)cc1,3.58,
3011,9693,Cn1c(CC(=O)O)cnc1C(=O)c1ccc([N+](=O)[O-])cc1,0.86,
3012,13498,c1ccc(Cn2cnnn2)cc1,1.36,
3013,839,CC(=O)Nc1c(C)cc(C)cc1[N+](=O)[O-],1.18,
3014,14979,COC(=O)COc1ccc(O)cc1,,0.92
3015,5605,CN(C)C(N(C)C)=S(I)c1ccccc1I,0.3,
3016,3559,CCCCCCn1ccc(=O)c(O)c1C,1.9,
3017,864,CC(=O)Nc1cc(C)c(Br)c(C)c1,3.28,
3018,1254,CC(=O)c1ccccc1Cl,2.09,
3019,13481,c1ccc(CNCc2ccccc2)cc1,2.67,
3020,11392,O=C(NN1CC=CCC1)c1cccs1,1.88,
3021,500,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccncc2)c1=O,1.14,
3022,4704,CCOC(=O)COc1cccc2ccccc12,2.9,
3023,10986,Nc1ccc(I)cc1,2.34,
3024,9279,ClCCCc1ccccc1,3.55,
3025,13705,C1=CCC(c2ccc3ccccc3c2)CNC1,,1.64
3026,13373,[NH-][NH+]=CC(=O)N=CC(=O)N1CCOCC1,-0.47,
3027,17279,O=C1C2=Nc3ccccc3CN2c2ccccc21,,2.71
3028,7692,COc1cccc(Cn2cc(N)cn2)c1,1.55,
3029,8180,Cc1[nH]nc(C(=O)N(C)C2CCCCC2)c1[N+](=O)[O-],1.68,
3030,10625,NC1C2CCC1c1cc(C(F)(F)F)ccc1C2,3.45,
3031,5597,CN(C)C(N(C)C)=S(I)c1cccc(F)c1,-0.53,
3032,11455,O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc(Cl)cc1,4.11,
3033,7173,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1N(C)C,1.51,
3034,7967,CS(=O)(=O)c1cccc(OCC(=O)O)c1,0.01,
3035,12948,OC(Cn1ccnc1)(c1ccc(-c2ccccn2)cc1)c1ccc(F)cc1F,3.65,
3036,10100,N=C(N)NC(=O)Nc1cccc([N+](=O)[O-])c1,1.28,
3037,985,CC(=O)Nc1ccccc1Br,1.34,
3038,12346,O=P(OCC(F)(F)F)(OCC(F)(F)F)N1CCOCC1,2.69,
3039,11897,O=C(OCc1ccccc1)c1ccccc1,3.97,
3040,263,C=C(C)OCc1ccccc1,2.41,
3041,459,C=CCn1c(SCc2ccccc2)nc2ccccc2c1=O,5.11,
3042,3191,CCCCC(CCC)C(=O)O,3.01,
3043,4788,CCOC(=O)c1cc2ccccc2o1,3.05,
3044,9720,Cn1c2ccccc2n2c3nc(C#N)c(C#N)nc3c(C#N)c12,3.61,
3045,4871,CCOC1OC2OC3(C)CCC4C(COC5OC(C(=O)O)C(O)C(O)C5O)CCC(C1C)C24OO3,1.05,
3046,7880,COc1cncc(=N)[nH]1,0.73,
3047,5423,CCn1nc2ccccc2n1,2.1,
3048,6880,COCN(C#N)C1CC(OC2=CC(O)(C(C)=O)Cc3c2c(O)c2c(O)c4c(OC)cccc4c(O)c2c3O)OC(C)C1O,2.64,
3049,3132,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(CC)C1,1.02,
3050,12447,O=[N+]([O-])C=Cc1ccco1,1.56,
3051,1708,CC(C)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)[O-],-1.38,
3052,14577,CC[C@H](C)C(=N)C1N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,,-0.46
3053,6611,COC(=O)c1cc2ccccc2o1,2.53,
3054,8839,Cc1cccc(Cl)c1Cn1ccc(=Nc2nnc(Cc3ccc(-n4cnnn4)cc3)s2)[nH]1,4.99,
3055,11885,O=C(OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O)c1ccccc1,1.4,
3056,11687,O=C(O)COc1ccccc1[N+](=O)[O-],1.13,
3057,3800,CCCCOc1ccc(S(N)(=O)=O)cc1,2.05,
3058,9962,N#CCc1ccc(Cl)cc1,2.47,
3059,14570,CCS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,-0.11
3060,1820,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,4.85,2.3
3061,14121,CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,,0.79
3062,15473,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,,1.55
3063,16993,O=C(NC1Cc2ccccc2N(CC(=O)N2CCC(O)CC2)C1=O)c1cc2cc(Cl)sc2[nH]1,,2.86
3064,1070,CC(=O)OCC1OC(n2ccc(=N)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,-0.8,
3065,3193,CCCCC(N)C(=O)O,-1.53,
3066,15948,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@](C)(Cc3ccc(F)cc3)C(=O)O)CC2)CC1,,2.0
3067,2555,CC1c2nc3ccccc3c(=O)n2CN1C,0.85,
3068,2148,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,3.8,
3069,16042,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCN(C)CC3)c2)n1,,2.61
3070,6902,COCc1ccccc1NC(=O)OCCN1CCCCC1,2.2,
3071,9192,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.48,
3072,13593,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,5.73,
3073,6740,COC12C(=COC(N)=O)c3c(O)c(Nc4ccccc4)c(C)c(O)c3N1CC1NC12,1.3,
3074,12509,O=[N+]([O-])c1cc(Cl)cc(Cl)c1,3.09,
3075,4064,CCCOc1cccc(O)c1,2.59,
3076,8250,Cc1c(S(=O)(=O)c2ccccc2)no[n+]1[O-],2.03,
3077,12185,O=C1c2ccccc2-c2cc([N+](=O)[O-])ccc21,3.06,
