smiles,logP,TPSA,MV
CC(C)C(N)C(=O)NC(CCC(N)=O)C(=O)O,-1.82,135.51,232.78400000000005
CC(C)C(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.51,150.61999999999998,437.2240000000001
CC(C)C(N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O,-1.4,121.52,249.89600000000007
CC(C)C(N)C(=O)O,-2.26,63.32000000000001,118.48800000000003
CC(C)C(N)Cc1ccccc1,2.59,26.02,177.36800000000005
CC(C)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,0.31,165.98999999999998,401.2800000000001
CC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)O,2.43,124.96000000000002,383.4640000000001
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)O,0.51,147.54,380.68000000000006
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)O,2.88,104.73,350.3520000000001
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,2.88,104.73,371.0320000000001
CC(C)C(NC(=O)C(N)CC(N)=O)C(=O)O,-1.85,135.51,216.12000000000006
CC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)O,-1.85,135.51,232.00800000000007
CC(C)C(NC(=O)C(N)CO)C(=O)O,-1.53,112.65000000000002,193.28000000000006
CC(C)C(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,0.73,108.21,283.97600000000006
CC(C)C(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-0.2,112.65000000000002,264.08000000000004
CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.32,170.85,536.4160000000002
CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)O,0.43,92.42,255.04000000000005
CC(C)C(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)[O-],-1.37,146.2,399.0560000000001
CC(C)C(NC(=O)C([NH3+])Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)[O-],-0.76,125.97,390.4960000000001
CC(C)C(NC(=O)C([NH3+])Cc1ccccc1)C(=O)NCC(=O)[O-],-2.33,125.97,303.0400000000001
CC(C)C(NC(=O)CCC(N)C(=O)O)C(=O)O,-1.85,129.72,229.15200000000004
CC(C)C(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,-1.96,121.52,304.6720000000001
CC(C)C(NC(=O)CN)C(=O)O,-1.33,92.42,167.24800000000005
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F,1.74,94.19,336.8400000000001
CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,2.43,124.96,381.0800000000001
CC(C)C(NC(=O)[C@H](C)N)C(=O)O,-1.13,92.42,183.36800000000005
CC(C)C(NC(=O)[C@H](C)NC(=O)CN)C(=O)O,-1.56,121.52,234.01600000000005
CC(C)C(Nc1ccccc1)C(=O)OCc1ccccc1,4.41,38.33,276.03200000000004
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,3.34,55.24,260.64000000000004
CC(C)C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,3.84,57.53,272.02400000000006
CC(C)C(O)C(C)(C)CO,1.24,40.46,159.16800000000003
CC(C)C(Sc1nnc(C(F)(F)F)n1C)C(=O)NC(N)=O,2.12,102.9,260.6480000000001
CC(C)C([NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],-2.52,117.1,262.8400000000001
CC(C)C([NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],-1.5,146.20000000000002,400.0000000000001
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,1.56,75.27000000000001,197.30400000000006
CC(C)C1(C)C(=O)NC(=O)NC1=O,0.54,75.27000000000001,166.96800000000005
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,1.86,91.65,275.68000000000006
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,0.11,91.65,233.77600000000007
CC(C)C12CCC(C)(CC1)O2,2.97,9.23,165.75200000000004
CC(C)C1=NS(=O)(=O)c2ccc(Cl)cc2N1,2.0,58.53,207.56800000000004
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,4.21,50.94,308.85600000000005
CC(C)C1OC(=O)c2ccccc21,2.1,26.3,167.48000000000005
CC(C)C=NCC(=O)NC(=O)C=[NH+][NH-],0.37,96.3,188.59200000000004
CC(C)CC#N,1.07,23.79,96.39200000000002
CC(C)CC(=O)NC(N)=O,0.45,72.19,142.60000000000002
CC(C)CC(=O)NN,-0.31,55.120000000000005,122.64800000000002
CC(C)CC(=O)Nc1ccc(Cl)c(Cl)c1,4.11,29.1,211.17600000000004
CC(C)CC(=O)Nc1ccccc1,2.51,29.1,180.16000000000005
CC(C)CC(=O)O,1.16,37.3,106.59200000000003
CC(C)CC(=O)OCc1ccccc1,3.26,26.3,193.40800000000004
CC(C)CC(=O)Oc1ccccc1,3.18,26.3,177.94400000000005
CC(C)CC(C)CC(C)OC(=O)c1ccc(NC(=O)N(C)C)cc1Cl,5.15,58.64,353.70400000000006
CC(C)CC(CC(C)C)OC(=O)c1ccc(NC(=O)N(C)C)cc1Cl,5.15,58.64,353.4720000000001
CC(C)CC(N)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,-0.92,141.82999999999998,452.6240000000001
CC(C)CC(N)C(=O)N=C(CCCNC(N)N)C(=O)NC(Cc1ccccc1)C(=O)O,-0.06,185.92,414.1440000000001
CC(C)CC(N)C(=O)NC(C(=O)NC(CC(C)C)C(=O)O)C(C)C,-1.57,121.52,348.7840000000001
CC(C)CC(N)C(=O)NC(C(=O)O)C(C)C,0.26,92.42,233.52000000000007
CC(C)CC(N)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)O,-2.03,121.52,314.00000000000006
CC(C)CC(N)C(=O)NC(C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,-1.78,150.61999999999998,383.16800000000006
CC(C)CC(N)C(=O)NC(C=O)C(=O)NC(Cc1ccccc1)C(O)O,0.23,141.75,345.8080000000001
CC(C)CC(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)O,0.16,158.82,343.4560000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O,-1.0,141.82999999999998,453.6400000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,-0.25,150.61999999999998,484.4000000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,-1.0,150.61999999999998,452.1040000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)O,-1.18,141.82999999999998,453.4480000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C,-0.51,150.61999999999998,462.4160000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,0.24,150.61999999999998,500.4480000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,-0.94,121.52,364.9280000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.34,141.75,395.3520000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,-0.42,150.61999999999998,433.9120000000001
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)O,-1.46,92.42,249.72000000000006
CC(C)CC(N)C(=O)NC(CC(N)=O)C(=O)O,-1.3,135.51,233.22400000000005
CC(C)CC(N)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,1.14,147.54,399.0320000000001
CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-2.1,108.21,298.92800000000005
CC(C)CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.94,112.65000000000002,279.54400000000004
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)O,-0.12,185.92,418.2000000000001
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O,-1.15,92.42,271.46400000000006
CC(C)CC(N)C(=O)O,-1.52,63.32000000000001,135.10400000000004
CC(C)CC(N)C(=O)O.CC(N)C(=O)O,-0.54,126.64,152.99200000000005
CC(C)CC(N)C(=O)OCn1ncc2c(=O)[nH]cnc21,0.19,115.89,248.20800000000006
CC(C)CC(N)Cc1ccccc1,3.29,26.02,193.46400000000006
CC(C)CC(NC(=O)C(C)N)C(=O)NC(C(=O)O)C(C)C,-0.14,121.52,299.7200000000001
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,0.39,158.82,366.6960000000001
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1)C(=O)O,-1.06,136.63,452.5440000000001
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)N)C(C)C)C(=O)O,-1.74,150.62,415.5200000000001
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C([NH3+])CO)C(=O)[O-],-2.03,146.20000000000002,324.65600000000006
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C1CCC[NH2+]1)C(=O)[O-],-1.64,114.94,339.1120000000001
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,0.06,166.41,464.45600000000013
CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)[O-],0.36,157.55,465.0080000000001
CC(C)CC(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(N)Cc1ccccc1)C(=O)O,0.64,150.2,387.9040000000001
CC(C)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(C)N)C(=O)O,-0.04,141.75,345.8640000000001
CC(C)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)[O-],-1.38,166.43,426.0640000000001
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,0.4,158.82,363.6000000000001
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)O,0.98,147.54,397.9920000000001
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCN=C(N)N)C(=O)O,-0.03,185.92,417.2720000000001
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-0.8,199.95,515.1840000000001
CC(C)CC(NC(=O)C(N)C(C)C)C(=O)O,-2.07,92.42,233.53600000000006
CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)O,-1.32,135.51,250.32000000000005
CC(C)CC(NC(=O)C(N)CCCCN)C(=O)O,-0.26,118.44000000000001,261.05600000000004
CC(C)CC(NC(=O)C(N)CO)C(=O)O,-2.49,112.65000000000002,208.41600000000005
CC(C)CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C,0.23,166.40999999999997,507.7360000000001
CC(C)CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,-0.73,108.21,300.21600000000007
CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,0.32,112.65000000000002,281.77600000000007
CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O,-1.17,92.42,271.5280000000001
CC(C)CC(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(N)C(C)C)C(C)C)C(=O)O,-1.23,150.62,446.0720000000001
CC(C)CC(NC(=O)C(NC(=O)C1CCCN1C(=O)C(N)C(C)C)C(C)C)C(=O)O,-1.91,141.82999999999998,419.3440000000001
CC(C)CC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(C(=O)[O-])C(C)C,-1.45,146.2,377.1360000000001
CC(C)CC(NC(=O)C1CCCN1)C(=O)O,-2.41,78.43,224.53600000000006
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(C(=O)O)c1ccccc1,1.22,240.93999999999997,761.5120000000002
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1cccc(CN)c1)C(=O)O,1.83,266.96,780.2960000000002
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCC(N)C(=O)O,1.08,266.96,730.4000000000002
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCCN(CCO)CCO,1.4,247.33999999999997,789.8880000000001
CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccc(CN)c1,1.89,229.66,760.7680000000001
CC(C)CC(NC(=O)CN)C(=O)NCC(=O)O,-1.23,121.52,232.63200000000006
CC(C)CC(NC(=O)CN)C(=O)O,-0.78,92.42,184.63200000000003
CC(C)CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,0.6,121.52,320.02400000000006
CC(C)CC([NH3+])C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)[O-],-1.56,117.18,338.7840000000001
CC(C)CC([NH3+])C(=O)N1CCCC1C(=O)[O-],-1.76,88.08000000000001,222.73600000000005
CC(C)CC([NH3+])C(=O)NC(C=O)C(=O)NC(CC(C)C)C([O-])O,-2.35,146.2,324.7360000000001
CC(C)CC([NH3+])C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)[O-],-1.58,117.18,339.0400000000001
CC(C)CC1=NS(=O)(=O)c2ccc(Cl)cc2N1,2.35,58.53,223.00000000000006
CC(C)CCC#N,1.54,23.79,113.09600000000003
CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,4.8,63.160000000000004,363.33600000000007
CC(C)CCC(=O)c1ccoc1,2.76,30.21,167.44000000000003
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,5.44,44.760000000000005,378.3920000000001
CC(C)CCCNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.93,86.63000000000001,438.3440000000001
CC(C)CCN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,4.16,48.0,322.3520000000001
CC(C)CCNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.74,86.63000000000001,421.2480000000001
CC(C)CCO,1.16,20.23,103.68000000000002
CC(C)CCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.48,92.02000000000001,202.89600000000004
CC(C)CCOC(=O)c1cc(O)c(O)c(O)c1,2.8,86.99000000000001,220.80800000000005
CC(C)CCOC(=O)c1ccccc1,4.15,26.3,194.30400000000006
CC(C)CCOCCC(C)C,4.25,9.23,186.44800000000004
CC(C)CCO[N+](=O)[O-],2.84,52.370000000000005,130.27200000000002
CC(C)CCOc1cc(N)ccc1C(=O)O,2.3,72.55,214.46400000000006
CC(C)CCn1c(=NCCO)[nH]c2c1c(=O)n(C)c(=O)n2C,5.36,97.31,285.76000000000005
CC(C)CCn1cnc([N+](=O)[O-])n1,1.34,73.85,169.72000000000003
CC(C)CN,0.73,26.02,90.52800000000002
CC(C)CN(CC(C)C)C(=O)C=Cc1ccc2c(c1)OCO2,4.37,38.77,299.44000000000005
CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,3.8,46.61,293.27200000000005
CC(C)CN(CC(C)C)N=O,2.34,32.67,173.55200000000005
CC(C)CN(N=O)C(N)=O,1.04,75.75999999999999,139.54400000000004
CC(C)CN1C(=O)C(=O)c2ccccc2C1=O,2.08,54.45,210.26400000000004
CC(C)CN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,3.66,48.0,304.76000000000005
CC(C)CN1C(=O)NC(=O)C(=O)C1=O,0.76,83.55000000000001,172.38400000000004
CC(C)CN1CCOCC1,1.17,12.47,154.60000000000002
CC(C)CN=C=S,2.82,12.36,115.08000000000003
CC(C)CNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.01,86.63000000000001,405.0080000000001
CC(C)CNC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.23,85.38,216.81600000000006
CC(C)CNC(=O)NN,-0.84,67.15,135.83200000000002
CC(C)CNC(=O)Nc1ccc(Cl)c(Cl)c1,4.48,41.13,224.44800000000006
CC(C)CNCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,-0.35,106.32999999999998,285.7440000000001
CC(C)CNCCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,0.23,106.32999999999998,277.34400000000005
CC(C)CNCNC(=O)c1ccccc1,1.73,41.129999999999995,209.92800000000005
CC(C)CNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.89,150.68,246.44000000000005
CC(C)CO,0.76,20.23,87.20800000000003
CC(C)COC(=O)C=Cc1ccc([N+](=O)[O-])o1,3.14,82.58,213.84800000000004
CC(C)COC(=O)N(C)C,2.0,29.54,153.37600000000003
CC(C)COC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,4.28,69.03999999999999,284.51200000000006
CC(C)COC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.01,92.02000000000001,186.12000000000003
CC(C)COC(=O)c1cc(O)c(O)c(O)c1,2.46,86.99000000000001,204.76000000000005
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,4.11,52.60000000000001,271.3040000000001
CC(C)COC(=O)n1c(-c2cscn2)nc2ccccc21,3.46,57.010000000000005,259.7920000000001
CC(C)COC(=O)n1cc(F)c(=O)[nH]c1=O,0.87,81.16,191.74400000000006
CC(C)COC(=O)n1cnc(CC(NC(=O)c2ccc(O)[nH]2)C(O)N2CCCC2C(N)=O)c1,-0.44,175.8,416.9760000000001
CC(C)COC(N)=O,0.65,52.32,120.23200000000003
CC(C)COC1(c2ccccc2)CN(C)CCO1,2.17,21.700000000000003,249.49600000000007
CC(C)COCC(C)C,2.78,9.23,153.45600000000005
CC(C)COCCO,0.75,29.46,129.16000000000003
CC(C)COc1ccc(C(=O)N2N=C(C(F)F)C[C@@]2(O)C(F)F)cc1,5.16,62.129999999999995,298.9680000000001
CC(C)CS(=O)c1sccc1[N+](=O)[O-],2.93,60.209999999999994,192.04800000000006
CC(C)C[N+](=O)[O-],1.4,43.14,103.04800000000003
CC(C)Cc1[nH]c(=O)[nH]c1O,0.35,68.88,148.31200000000004
CC(C)Cc1cc(C(=O)NN)ccn1,1.02,68.01,189.31200000000004
CC(C)Cc1ccc(C(C)(O)C(=O)O)cc1,2.75,57.53,219.04000000000005
CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.13,37.3,210.64000000000004
CC(C)Cc1ccc(CC(=O)O)cc1,3.35,37.3,194.05600000000004
CC(C)Cc1ccccc1,4.68,0.0,149.29600000000005
CC(C)Cc1n[nH]c(=N)o1,0.4,65.67,135.11200000000002
CC(C)Cn1c(O)c(C=C2CC=CCC2)sc1=S,6.66,25.16,255.89600000000007
CC(C)N(C(=O)CCl)c1ccccc1,2.18,20.310000000000002,196.47200000000004
CC(C)N(C(=O)COC(=O)c1ccccc1)C(C)C,2.56,46.61,259.24000000000007
CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,3.2,55.32000000000001,284.12000000000006
CC(C)N(C(=O)CSc1n[nH]c(=NCc2ccccc2)s1)C(C)C,4.09,61.35,331.9120000000001
CC(C)N(C(=O)Cc1ccccc1)C(C)C,3.1,20.310000000000002,230.08800000000005
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,4.6,20.310000000000002,251.16000000000005
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,4.49,20.310000000000002,236.56800000000007
CC(C)N(C(=O)c1ccccc1)C(C)C,2.5,20.310000000000002,213.45600000000005
CC(C)N(C(=O)c1ccccc1Cl)C(C)C,3.0,20.310000000000002,229.05600000000007
CC(C)N(C)N=Nc1ccc(C(N)=O)cc1,2.02,71.05000000000001,213.13600000000005
CC(C)N(C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1)C(C)C,1.14,79.95,312.4960000000001
CC(C)N(C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1)C(C)C,0.17,100.18000000000002,315.4480000000001
CC(C)N(C=Nc1ccn(C2CCC(CO)O2)c(=O)n1)C(C)C,0.72,79.95,306.72800000000007
CC(C)N(C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)C(C)C,0.01,120.41000000000001,325.6720000000001
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,2.58,59.22,338.9120000000001
CC(C)N(CCC(C(N)=O)c1ccc(-c2ccccc2)cc1)C(C)C,3.66,46.33,344.7360000000001
CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C,4.78,49.57,401.7680000000001
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,3.0,20.310000000000002,246.34400000000005
CC(C)N(Cc1cccnc1)C(C)C,2.27,16.130000000000003,205.60000000000005
CC(C)N(Cc1nc(-c2ccccc2)no1)C(=O)c1ccccc1CCc1ccccc1,5.98,59.230000000000004,401.5360000000001
CC(C)N(Cc1nnc(-c2ccc(Cl)cc2)o1)C(=O)C1COc2ccccc2O1,4.09,77.69000000000001,353.48800000000006
CC(C)N(N=Nc1ccc(C(N)=O)cc1)C(C)C,3.0,71.05000000000001,244.72000000000006
CC(C)N(N=O)C(=O)Nc1ccccc1,2.5,61.77,192.87200000000004
CC(C)N(N=O)C(C)C,1.38,32.67,138.73600000000005
CC(C)N1C(=O)C(=O)c2ccccc2C1=O,1.6,54.45,192.99200000000005
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,4.3,35.910000000000004,288.5280000000001
CC(C)N1C(=O)SC(=Cc2ccc([N+](=O)[O-])o2)C1=O,2.42,93.66,227.93600000000006
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.34,66.48,200.85600000000005
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,4.85,23.55,349.19200000000006
CC(C)N1CCN=C1CN1CCCCSc2ccc(Cl)cc21,5.15,18.84,307.83200000000005
CC(C)N1CCOC(c2cccc(Cl)c2)C1,3.27,12.47,223.93600000000006
CC(C)N1CCOC(c2ccccc2)C1,2.3,12.47,207.45600000000005
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,2.53,88.78999999999999,231.59200000000004
CC(C)N=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.29,97.74,231.51200000000006
CC(C)N=c1[nH]c(Cl)nc(=N)[nH]1,1.51,80.68,160.06400000000005
CC(C)N=c1[nH]c(Cl)nc(=NC2CC2)[nH]1,3.06,69.19,202.91200000000003
CC(C)N=c1[nH]c(Cl)nc(=NCCO)[nH]1,0.78,89.41999999999999,201.20800000000006
CC(C)N=c1[nH]c(SC(F)F)nc(=NC(C)(C)C)[nH]1,4.7,69.19,256.83200000000005
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,7.66,45.44,405.6400000000001
CC(C)N=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,2.93,69.19,209.56800000000004
CC(C)N=c1nc(SC(F)F)[nH]c(=NC(C)C)[nH]1,4.25,69.19,240.66400000000004
CC(C)NC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.43,86.63000000000001,387.84800000000007
CC(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,1.34,85.38,200.07200000000006
CC(C)NC(=O)C=Cc1ncc([N+](=O)[O-])s1,1.76,85.13,205.60000000000005
CC(C)NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,3.78,92.77999999999999,345.5200000000001
CC(C)NC(=O)COC(=O)c1ccccc1,1.73,55.4,210.16000000000005
CC(C)NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,2.4,89.05000000000001,384.2800000000001
CC(C)NC(=O)NN,-1.3,67.15,118.84000000000003
CC(C)NC(=O)NS(=O)(=O)c1ccccc1,1.34,75.27000000000001,212.76800000000006
CC(C)NC(=O)c1cccnc1,0.59,41.99,161.08800000000005
CC(C)NC(=O)n1cc(O)n(-c2cc(Cl)cc(Cl)c2)c1=O,3.0,76.26,266.10400000000004
CC(C)NC(=S)N1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,3.9,52.65,319.1520000000001
CC(C)NC(C)(C)C,1.56,12.03,139.66400000000004
CC(C)NC(C)C,1.4,12.03,124.22400000000003
CC(C)NC(O)=NO,0.2,64.85,116.04000000000003
CC(C)NCC(COc1cccc2ccccc12)OS(=O)(=O)O,1.16,84.86,298.80000000000007
CC(C)NCC(O)COCC=Cc1ccccc1,2.15,41.489999999999995,256.00000000000006
CC(C)NCC(O)COCCCC(C)c1ccccc1,2.95,41.489999999999995,294.7440000000001
CC(C)NCC(O)COCCCc1ccccc1,1.94,41.489999999999995,261.28800000000007
CC(C)NCC(O)COCCOc1ccccc1,1.63,50.72,254.11200000000005
CC(C)NCC(O)COCCc1ccccc1,1.76,41.489999999999995,244.92000000000004
CC(C)NCC(O)COCc1ccccc1,1.62,41.489999999999995,227.77600000000007
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.22,84.57999999999998,261.3520000000001
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,2.81,50.72,313.87200000000007
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1.87,59.95,329.90400000000005
CC(C)NCC(O)COc1ccc(OCCOCCc2ccc(F)cc2)cc1,3.7,59.95,372.2320000000001
CC(C)NCC(O)COc1cccc(CC(N)=O)c1,0.22,84.57999999999998,260.6960000000001
CC(C)NCC(O)COc1cccc2[nH]ccc12,1.75,57.279999999999994,240.80800000000005
CC(C)NCC(O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2,1.63,74.69,349.28800000000007
CC(C)NCC(O)COc1cccc2ccccc12,3.4,41.489999999999995,253.66400000000007
CC(C)NCC(O)COc1ccccc1,1.72,41.489999999999995,212.36800000000005
CC(C)NCC(O)COc1ccccc1C1CC1,3.07,41.489999999999995,254.15200000000007
