,smiles,pH,logD
821,CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,7.2,2.3
822,Cc1cc(Cl)ccc1N1CCN(C(=O)COCc2ccncc2)CC1,7.4,3.22
823,Cn1sc(=NC(=O)c2ccccc2)[nH]c1=O,7.4,1.13
824,O=c1[nH]n(Cc2cccs2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,7.4,1.52
825,CCOC(=O)c1ccc(COCC2CCN(c3ccc(C)nn3)CC2)cc1,7.4,2.68
826,N=c1[nH]cnc2sc(-c3c(-c4ccccc4)ncn3C[C@H]3CCCO3)nc12,7.4,2.65
827,COc1ccccc1OCC(O)COC(N)=O,7.4,0.36
828,O=c1oc(=Nc2ccccc2)[nH]c2ccccc12,7.4,3.5
829,NC(=O)Nc1cc(-c2cccc(O)c2)sc1C(N)=O,7.4,2.21
830,CC(C)CC(NC(=O)C(C)NC(=O)[C@@H]([NH3+])CC(C)C)C(=O)[O-],7.0,-2.03
831,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,7.4,3.53
832,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,6.8,-1.0
833,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,7.4,3.0250000000000004
834,CCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,7.4,2.45
835,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(=NC(=O)NCC(=O)N4CCOCC4)[nH]n3c2)c1,7.4,0.96
836,Cc1ccc(-c2cc(C(=O)N3CCOCC3)c3cc(C)ccc3n2)cc1,7.4,3.6
837,O=c1[nH]c(C2CCCN2)nc2c1oc1ccc(Cl)cc12,7.4,2.01
838,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,7.4,3.89
839,CCC[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=N)sc12,7.4,3.8
840,Clc1ccccc1,7.4,2.87
841,Clc1ccc2[nH]ccc2c1,7.4,3.28
842,O=C(O)c1ccc(-c2nnn(Cc3ccccc3F)n2)cc1,7.4,0.3
843,CC(C)Cn1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,7.4,4.41
844,O=c1[nH]c(-c2ccccc2)c(-c2ccccc2)o1,7.4,3.42
845,O=C1C(=O)c2cccc([N+](=O)[O-])c2-c2ccccc21,7.4,2.6
846,C=CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,7.4,2.1500000000000004
847,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,7.4,3.5
848,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O,7.0,0.99
849,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ncccn2)CC1,7.4,2.13
850,Cc1ccc(C(=O)C2CCN(C(=O)c3ccc(C)cc3)CC2)cc1,7.4,3.43
851,CC(C)(C(=O)N=c1[nH]nc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,7.4,2.96
852,COc1cc2[nH]nc(C(N)=O)c(=Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,7.4,2.35
853,CC(=O)Nc1ccc2c(=O)oc(=NC(C)C)[nH]c2c1,7.4,1.2
854,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,7.4,0.7050000000000001
855,CCc1nc2c(=N)[nH]c3ccccc3c2n1Cc1ccccc1,7.4,3.29
856,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,7.4,2.4
857,CC[S+]([O-])c1ncccc1C1(O)CCN(CC23CC(c4ccccc42)c2ccccc23)CC1,7.4,2.0
858,N=c1[nH]c(-c2ccccc2)nn1Cc1ccccc1,7.4,1.91
859,C[C@H]1C[C@@H]2[C@H]3CC(F)=C4CC(=O)C=C[C@@]4(C)[C@@H]3[C@H](O)C[C@@]2(C)C1C(=O)CO,7.4,2.1
860,NC1(C(=O)NC(CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,7.4,2.4
861,CC(=O)N[C@@H]1CCN(c2ccc(N=c3nc(-c4cnc(C)n4C(C)C)c(F)c[nH]3)cc2)C1,7.4,3.3
862,CN(C)c1ncnc2[nH]cnc12,7.4,0.95
863,CN=c1cccc(CCCc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)[nH]1,7.4,0.78
864,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)NC)cc21,7.4,2.8
865,O=C(N=c1c(Cl)c[nH]cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,7.4,3.95
866,CC(C)(C)c1ccc(-c2[nH][nH]c(=NC(=O)c3ccccc3Cl)c2Br)cc1,7.4,4.3
867,CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,7.0,-1.39
868,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCCc2ccccc2)C1)C1CCCCC1,7.4,2.6
869,Cc1sc2ncnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)c2c1C,7.4,2.7
870,Cc1sc(CN2CCNCC2)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2,7.4,2.55
871,CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2c(n1)CCCC2,7.4,1.7
872,c1cc(Cn2cnc3ccccc32)cc(-c2nn[nH]n2)c1,7.4,0.27
873,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,7.4,2.51
874,O=C(NS(=O)(=O)c1ccccc1Cl)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,7.4,1.93
875,CCCCOc1ncc(C(C)=O)cc1-c1nc(=O)c2nn(CCN3CCOCC3)c(CC)c2[nH]1,7.4,2.4
876,N#Cc1ccc2ccc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(F)C3)c2c1,7.4,0.66
877,c1cnc(Cc2cccc(-c3nn[nH]n3)c2)nc1,7.4,-1.28
878,ON=C(NC1CCCCC1)c1ccccc1,7.4,3.9
879,CCN1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,7.4,1.95
880,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,7.4,-1.46
881,O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12,7.4,2.78
882,Cc1ccc(Oc2ncccc2C(=NO)NC2CCCCC2)cc1,7.4,4.32
883,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3cccc(F)c3)CC2)CC1,7.4,3.21
884,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,6.5,-0.2
885,CCCCOc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,7.4,5.34
886,CC(=O)Nc1ccc2ccn(-c3cc(=Nc4ccn(C)n4)n4[nH]cc(C#N)c4n3)c2c1,7.4,3.57
887,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O,7.4,2.5
888,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,7.4,-0.54
889,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(O[C@H]4CC[C@H](C)CC4)nc32)[C@H](O)[C@@H]1O,7.4,2.35
890,N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,7.4,-0.25
891,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,7.4,1.65
892,N=c1ccc2cccc(N=c3nccc[nH]3)c2[nH]1,7.4,2.7
893,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1,7.4,2.67
894,COc1ccc(Cc2c(N)[nH][nH]c2=N)cc1,7.4,0.2
895,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,7.4,2.1933333333333334
896,CC(=O)C(O)N1CCN(Cc2sc3c(N4CCOCC4)nc(-c4cnc(=N)[nH]c4)nc3c2C)CC1,7.4,1.9
897,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,7.4,-0.2
898,CC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,7.4,1.64
899,CC(C)Cn1cnc(-c2ccccc2)c1-c1nc2c(=N)[nH]cnc2s1,7.4,3.72
900,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,7.4,2.37
901,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(C#N)c(Cl)c4)CC3)c[nH]c(=O)c2c1,7.4,1.41
902,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,7.4,2.55
903,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(Cl)cc(Cl)c2)C2CCN(S(C)(=O)=O)CC2)CC1,7.4,2.6
904,Cc1ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)c(C)c1,7.4,-0.07
905,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,7.4,1.6033333333333335
906,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,7.4,2.9
907,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,7.4,0.9
908,CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C#N)c3)cnc2[nH]1,7.4,2.62
909,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(F)ccc12)c1ccccc1,7.4,3.62
910,CO[C@H]1C[C@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@@H](OC(C)=O)C(C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,7.4,3.2
911,O=C(NCCCN1CCCCC1)C(c1ccccc1)c1ccccc1,7.4,1.33
912,CCN(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1,7.4,3.3
913,CCCSc1[nH]c(=NC)ccc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2,7.4,3.27
914,O=C(c1scc2c1CCCC2)N1CCCCC1,7.4,3.16
915,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,7.4,2.37
916,Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,7.4,2.06
917,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCc3cccc4ccccc34)c2s1,7.4,2.54
918,CN(C)C(=O)Nc1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,7.4,1.1
919,COc1cc2c(=Nc3ccc(Cl)cc3F)[nH]cnc2cc1OCCCN1CCN(C)CC1,7.4,2.4
920,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cn2c(O)ccc2O)c1=O)C(=O)C(F)(F)F,7.4,0.96
921,C[C@@H](C#N)NC(=O)C1CCCCC1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,7.4,3.5
922,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,7.4,4.07
923,Cc1ccc2c(c1)c(-c1ccnc3c(F)cccc13)c(C)n2CC(=O)O,7.4,0.515
924,O=C(Nc1ccc(CCO)cc1)c1cc2cc(Cl)ccc2[nH]1,7.4,3.85
925,COc1cnc(-c2ccccn2)nc1N1CCOCC1,7.4,1.52
926,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,7.4,0.49
927,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],7.4,3.18625
928,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,7.4,3.5
929,CC(N=c1nc(N=c2cc(N(C)C)[nH][nH]2)c(F)c[nH]1)c1ncc(F)cn1,7.4,1.98
930,COc1cc(N=c2cc(Nc3c(Cl)ccc4c3OCO4)[nH]cn2)cc(OC)c1OC,7.4,3.07
931,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccccn3)c2s1,7.4,0.95
932,O=[N+]([O-])c1ccccc1,7.4,1.88
933,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,7.4,3.52
934,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCC(=O)O)C(C)C,7.4,2.8
935,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,6.6,-0.32
936,O=c1[nH]c2c(O)ccc(CCNCCNS(=O)(=O)CCOCCc3ccccc3)c2s1,7.4,1.56
937,Cc1cc(CN2CCN(C(C)C)CC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,7.4,1.44
938,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,7.4,2.41
939,Cc1c[nH]c(=NS(=O)(=O)c2ccccc2)c(C)n1,7.4,-0.03
940,c1ccc(N=c2[nH][nH]nc2-c2ccccc2)cc1,7.4,3.37
941,CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3ccccc3)[nH]2)cc1,7.4,1.58
942,CC(C)CC(c1ccncc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,7.4,1.64
943,NC1=NC(c2cc3c(=O)[nH]cc(CCF)c3[nH]2)CC=N1,7.4,0.51
944,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1CN1CCCC1C(N)=O,7.4,3.58
945,CC(C)NC(=O)c1cnc(N2CCC(N3C(=O)OCc4ccccc43)CC2)c(Cl)c1,7.4,3.57
946,COC(=O)c1nc2c(=N[C@H](C)CO)[nH]c(SCc3cccc(F)c3F)nc2[nH]c1=O,7.4,2.49
947,CCCCc1nc2c(=N)[nH]c3ccccc3c2n1CC(C)(C)O,7.4,2.37
948,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,7.4,-1.02
949,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,7.4,2.8
950,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2F)CC(C)N1,7.4,-0.23
951,CCC(C)C(NC(=O)[C@@H]([NH3+])[C@@H](C)CC)C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])C(C)C)C(C)C,7.0,-1.41
952,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl,7.4,1.45
953,N#Cc1cccc(-c2ccc(C3(CNC(=O)Nc4cc(Cl)cc(Cl)c4)CCN(CC4CC4)CC3)cc2)c1,7.4,3.37
954,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,7.4,3.04
955,Brc1c(NC2=NCCN2)ccc2nccnc12,7.4,0.31
956,CCC(C)C(NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H]([NH3+])Cc1ccccc1)C(=O)[O-],7.0,-1.87
957,O=C(O)CCc1ccc(NCc2ccc(Cl)cc2)cc1,7.4,0.98
958,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F,7.4,2.4
959,O=C(c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CCCC2=O)cc1)N1CCCC1,7.4,2.31
960,CCCNC(=O)c1n[nH]c2c(-c3cnc(OC)nc3OC)cccc2c1=N,7.4,3.26
961,N#Cc1ccc(-c2ccc(S(=O)(=O)N=c3cccc(N)[nH]3)cc2)cc1,7.4,2.2
962,CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,7.4,2.5
963,O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(=O)c(O)c(C(=O)O)[nH]1,7.4,0.37
964,O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1cccc2ccccc12,7.4,4.4
965,Cc1ccc2nc(C(F)(F)F)c(C(=O)NCc3ccco3)n2c1,7.4,4.32
966,O=C(NC(Cc1ccccc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,7.4,3.6
967,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCCc3ccccc3)c2s1,7.4,3.13
968,CC(C)CC(NC(=O)[C@@H]([NH3+])CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],7.0,-1.34
969,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,6.5,1.9
970,Cc1ccc(COC(=O)N2CC[C@H](CN=c3nccc[nH]3)[C@H](F)C2)cc1,7.4,3.21
971,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,7.4,2.23
972,CCCCCCn1ccc(=O)c(O)c1C,7.4,1.89
973,O=C(O)CN1CN(c2ccccc2)C2(CCN(C(=O)OCc3cc4c(cc3Cl)OCO4)CC2)C1=O,7.4,0.7
974,CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1,7.4,3.97
975,CCCSc1ncccc1C(=O)N(C)[C@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2,7.4,2.49
976,C[C@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,7.4,-0.07
977,Cc1cccc(NS(=O)(=O)c2cccc3nonc23)c1,7.4,3.0
978,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3cccc4c3OCC4)[nH]2)c1,7.4,3.0
979,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccn1,7.4,1.3
980,CC(=O)N(Cc1ccccc1OC(C)C)c1ccc(Cl)cc1Oc1ccccc1,7.4,4.02
981,CCN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,7.4,3.7
982,Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,7.4,2.6
983,NCC1CCC(C(=O)O)CC1,7.4,-3.0
984,COc1cccc(N=c2[nH]cnc3cc(OC)c(OC)cc23)c1,7.4,3.1
985,CCCc1c(C(=O)Nc2ccc(F)cc2C)cnn1-c1ccccc1,7.4,3.89
986,CNS(=O)(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,7.4,2.03
987,COc1ccccc1C(C#N)NC(=O)C1CCCCC1C(=O)N1CCN(Cc2ccc(F)cc2)CC1,7.4,3.57
988,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc(N)c3)n2)CC1,7.4,1.35
989,CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl,7.4,2.99
990,CC1(c2nc(N3CCOCC3)ncc2C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)CC1,7.4,2.0
991,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccnc1,7.4,1.59
992,O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,7.4,2.68
993,COCCN1CCC(Cc2ccc(C(=O)NCc3c[nH]c(C#N)nc3=NCC(C)(C)C)cc2)CC1,7.4,3.5
994,Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl,7.4,2.98
995,Cc1nc(-c2ccc(CN3CCC(N(C)C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)cc2)no1,7.4,2.1
996,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2OC(C(=O)O)[C@@H](O)[C@@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,7.4,-0.79
997,COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,7.4,0.82
998,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,7.4,-0.42
999,CN1CCN(CC(=O)N=c2c(C#N)c[nH]n2-c2ccccc2)CC1,7.4,0.0
1000,Cc1cc(=Nc2cnc(C#N)c(=NC(C)c3ccc(F)cn3)[nH]2)[nH][nH]1,7.4,2.51
1001,CCC(C)C(NC(=O)C([NH3+])Cc1ccccc1)C(=O)NC(C(=O)[O-])C(C)O,7.0,-1.95
1002,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCN(c3ccccc3)CC2)CC1,7.4,1.99
1003,CCCOc1ncc(C(C)=O)cc1-c1nc(=O)c2nn(C3CN(C(C)C)C3)c(CC)c2[nH]1,7.4,2.5
1004,CC(C)CC(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)NCCN=C(N)N,7.4,2.1
1005,CCc1csc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)CC2)n1,7.4,2.1
1006,COc1ccc2c(c1)nc(/C=C/c1ccccc1)c1cccn12,7.4,5.34
1007,COc1cc2c(=Nc3ccc(F)cc3F)c(C(N)=O)c[nH]c2cc1N1CCN(C)CC1,7.4,1.75
1008,Nc1ccc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2c1,7.4,2.64
1009,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,7.4,4.09
1010,CS(=O)(=O)c1ccc(-c2cc(C(=O)N[C@H]3CCCNC3)c(NC(N)=O)s2)cc1,7.4,0.68
1011,CC(=O)Nc1cc2c(ccn2-c2cc(=NC3CC3)n3[nH]cc(C#N)c3n2)cc1C,7.4,2.66
1012,Cc1c(-c2ccccc2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,7.4,2.76
1013,COc1ccc(C(=O)c2cccn2CC(=O)O)cc1,7.4,-1.0425
1014,N=c1nc2[nH]c(=N)c(-c3c(Br)cccc3Br)cc2c[nH]1,7.4,2.06
1015,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCc2ccncc2)c1,7.4,4.35
1016,CC(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,7.0,0.26
1017,CCOC(=O)c1c[nH]c2c(N)cccc2c1=O,7.4,0.9
1018,CCCCOc1ncc(C(C)=O)cc1-c1nc(=O)c2nn(C3CN(CC)C3)c(CC)c2[nH]1,7.4,2.8
1019,Cc1cc(C)c(C(=O)NC(Cc2ccc(OCCCN=c3cccc[nH]3)cc2)C(=O)O)c(C)c1,7.4,0.49
1020,O=C(CC1CCCCCC1)Nc1cccc2c(=O)n([C@H]3CCNC3)ccc12,7.4,1.15
1021,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,7.4,0.77
1022,NC(=O)c1ccccc1O,7.4,1.09
1023,C[C@H](CO)NC(=O)C1=CC2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,7.4,1.54
1024,N=c1[nH]cc(-c2cnn(C3CCN(C(=O)CO)CC3)c2)cc1-c1nc2ccccc2o1,7.4,3.2
1025,CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1,7.4,2.11
1026,CS(=O)(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,7.4,2.1
1027,O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,7.4,3.67
1028,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)N(C)C)cc3)n2)n1C(C)C,7.4,2.45
1029,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,7.4,0.0
1030,CC(=O)C1CC[C@@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,7.4,3.48
1031,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,7.4,-0.88
1032,O=C(N=c1[nH]ccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,7.4,2.55
1033,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1[nH]nc2ccccc12,7.4,2.95
1034,O=c1[nH][nH]c(=O)c2c(=O)c3c(Cl)cc(Cl)cc3[nH]c12,7.4,0.89
1035,O=[N+]([O-])c1ccc(O)cc1,7.4,1.5
1036,CC(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C,2.0,-0.74
1037,N#CCNC(=O)C1CCCCC1C(=O)N1CCN(c2ccccc2)CC1,7.4,1.75
1038,N#Cc1ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl,7.4,2.56
1039,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO,7.4,3.05
1040,CC(C)C1C(=O)N[C@H](CO)Cc2ccccc2N1C,7.4,2.03
1041,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,7.4,-0.45
1042,CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3cncn3C)n(Cc3cccc4ccccc34)nc21,7.4,4.1
1043,Cc1nc(CSc2nc(=N[C@H](C)CO)c3sc(=O)[nH]c3[nH]2)cs1,7.4,1.73
1044,CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,7.4,3.5
1045,COc1ccc(CC(=O)NC(N=C(Nc2ccccc2C)NC#N)C(C)(C)C)cc1OC,7.4,2.48
1046,c1ccc(CN=c2[nH]cnc3ccccc23)cc1,7.4,3.21
1047,O=C1c2ccc(O)cc2C(=O)N1c1cccc(O)c1,7.4,2.0
1048,COc1ccc2cc(C(C)C(=O)O)ccc2c1,6.5,1.1
1049,N=c1cc(-c2ccccc2)[nH]cn1,7.4,1.91
1050,FC(F)(F)c1cc(COCC(c2cccc(Cl)c2)N2CCNCC2)cc(C(F)(F)F)c1,7.4,4.2
1051,CN(C)CCN=c1cc(-c2ccccc2)[nH]c2cc(-c3ccc(F)cc3)nn12,7.4,4.5
1052,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,7.4,2.4
