,Unnamed: 0,smiles,logP,logD
3480,12424,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.66,
3481,6798,COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,2.5,
3482,12516,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,4.6,
3483,725,CC(=O)NC(C=O)C(=O)NC(Cc1ccccc1)C(N)O,-0.79,
3484,6774,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(c5coc(O)c5)C(O)CC43O)C2)OC(C)C1O,0.59,
3485,2117,CC(O)(C(=O)O)c1ccccc1,0.8,
3486,5477,CN(C)C(=O)NS(=O)(=O)Cc1ccccc1,0.54,
3487,2912,CCC(O)CC,1.21,
3488,9049,Cc1csc(=NC(=N)N)[nH]1,1.24,
3489,5124,CCOc1cccnn1,0.63,
3490,17216,O=C(O)c1ccc2c(c1)[nH]c(=Nc1cccc(Cl)c1)c1ccncc12,,1.29
3491,11837,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,0.75,
3492,8717,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.98,
3493,16625,N=c1[nH][nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,,2.6
3494,4351,CCN1C(=O)C(=O)c2cc3ccccc3cc2C1=O,2.47,
3495,2622,CCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.71,
3496,15957,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,,2.3
3497,15680,C[C@@H]1CN(c2ccccc2)CCN1C(=O)C1CCCCC1C(=O)NC1(C#N)CC1,,2.35
3498,3964,CCCNC(=O)N1CCN(C(=O)NCCC)CC1,1.04,
3499,17596,c1cn(-c2ccc(Oc3cc(Oc4ccc5c(c4)OCO5)ncn3)cc2)cn1,,3.17
3500,11006,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,0.05,-0.37
3501,7395,COc1ccc(C=C(C(C)=O)C(C)=O)cc1,1.73,
3502,9556,Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,7.4,
3503,16856,N[C@H]1CCN(c2c(Cl)cccc2/C=C2\SC(=O)NC2=O)C1,,1.89
3504,8393,Cc1cc(Cl)cc(Cl)c1NC1=NCCN1,2.38,
3505,7805,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.6,
3506,3021,CCCC(=NOCC)C1C(=O)CC(C)(C)OC1=O,2.56,
3507,5468,CN(C)C(=O)Cc1cccs1,0.65,
3508,7737,COc1cccc(OCC(=O)O)c1,1.38,
3509,2215,CC1(C)N=C(N)N=C(N)N1c1ccc(Br)cc1,1.09,
3510,6672,COC(=O)c1ccccc1S(N)(=O)=O,0.01,
3511,8223,Cc1c(F)c(F)c(C(=O)O)c(F)c1F,3.15,
3512,15891,Cc1cc(=Nc2cnc(C#N)c(=NC(C)c3ccc(F)cn3)[nH]2)[nH][nH]1,,2.51
3513,15211,COc1cc(OC2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,,4.0
3514,9948,N#CCCN(N)c1nc2cc(C(F)(F)F)ccc2o1,1.72,
3515,6587,COC(=O)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,0.95,
3516,11284,O=C(Cc1ccccc1)Nc1ccccc1[N+](=O)[O-],2.73,
3517,5909,CN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,1.46,
3518,5745,CN(C)c1ccc(N(C)C)nn1,0.99,
3519,5972,CN1CCN(Cc2ccc(Cl)nc2)C1=N[N+](=O)[O-],0.26,
3520,4056,CCCOc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.03,
3521,7713,COc1cccc(NS(=O)(=O)C(F)(F)F)c1,3.13,
3522,4684,CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1,1.56,
3523,2918,CCC(Sc1nc2ccccc2c2nc(CC(C)C)c(O)n12)C(=O)Nc1ccc2c(c1)OCO2,4.85,
3524,867,CC(=O)Nc1cc(C)c(O)c(C)c1C,0.82,
3525,16600,N=C(N)N=c1cc(Cl)[nH]c(-c2ccccc2)n1,,2.16
3526,13290,Oc1cccc2c1CCCC2,2.95,
3527,4555,CCOC(=O)C(C#N)=NNc1ccc(Cl)c(Cl)c1,4.66,
3528,13737,CC#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,3.61
3529,383,C=CCN(N=O)C(=O)N(CCC)CCCC(NC(C)=O)C(=O)NCc1ccccc1,2.16,
3530,9472,Clc1ccc(Cl)c(-c2ccccc2Cl)c1,5.55,
3531,16535,N#Cc1c[nH]n2c(=N)cc(-c3cccs3)nc12,,2.3
3532,7974,CS(=O)CCCOc1ccc([N+](=O)[O-])cc1,0.93,
3533,3550,CCCCCCc1ccc(O)cc1O,3.45,
3534,233,C=C(C)C(=O)OCC,1.94,
3535,3583,CCCCCOC(=O)COc1cc(-n2c(O)c3c(c2O)CCC=C3)c(F)cc1Cl,4.99,
3536,14511,CCOC(=O)c1ccc(OCCC2(C#N)CCN(c3ccc(C)nn3)CC2)cc1,,3.54
3537,544,CC(=O)C(C#N)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.4,
3538,13120,OCc1c(Cl)cccc1Cl,2.02,
3539,12071,O=C1CC(Sc2ccccc2C(=O)OCc2ccccc2)N1,2.62,
3540,10881,NS(=O)(=O)c1nc2ccc(Cl)cc2s1,2.1,
3541,5728,CN(C)c1cc(N)[n+]([O-])c(=N)[nH]1,0.16,
3542,4440,CCNC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,1.83,
3543,5051,CCOc1ccc(NC(=O)NN)cc1,0.53,
3544,1472,CC(C)(C)OC(N)=O,0.48,
3545,11003,Nc1ccc(S(=O)(=O)N=c2[nH]cc(Cl)cc2Cl)cc1,1.97,
3546,4085,CCCS(=O)c1sc(C#N)cc1C#N,2.18,
3547,984,CC(=O)Nc1ccccc1-c1ccccc1,2.02,
3548,2712,CCC(C)(C)Cl,2.52,
3549,834,CC(=O)N[C@H]1[C@@H](Oc2cccc3ccccc23)O[C@@H]2COC(C)(C)O[C@H]2[C@@H]1O,3.8,
3550,13937,CC(C)CC(N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1,,1.11
3551,12550,O=[N+]([O-])c1ccc(C=NO)o1,0.3,1.31
3552,5926,CN1C(C(=O)N=c2[nH]ccs2)C(=O)c2ccccc2S1(=O)=O,1.64,
3553,15605,CS(=O)(=O)c1ccc(C(CCNC(=O)c2ccc(C#N)cc2)c2ccc(F)cc2)cc1,,2.9
3554,9746,Cn1cnc(Br)c1[N+](=O)[O-],0.77,
3555,8796,Cc1cccc(C)c1N(C(=O)CCl)C1CCOC1=O,1.39,
3556,12047,O=C1C=NC(c2ccccc2F)c2cc(Cl)c(Cl)cc2N1,3.63,
3557,16802,NC1(C(=O)NC(Cc2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,,4.1
3558,1313,CC(C(=O)O)c1ccc(-c2nccs2)cc1,2.79,
3559,3595,CCCCCOCc1cccc(NC(=O)OCCN2CCCCC2)c1,4.2,
3560,7240,COc1cc(S(=O)(=O)CCO)cc(OC)c1OC,0.18,
3561,11330,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(F)cc1,3.2,
3562,13037,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-3.7,
3563,4736,CCOC(=O)NC1=NCC(c2cccc(F)c2)N1C,1.84,
3564,15226,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,,2.18
3565,6,BrCC1CO1,0.85,
3566,4045,CCCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1OC,1.88,
3567,10792,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,1.73,
3568,6308,CNCCO,-0.94,
3569,12888,O=c1ccn(C2C=CC(CO)O2)c(=O)[nH]1,-1.07,
3570,8412,Cc1cc(NC(N)=O)ccc1Br,2.49,
3571,4052,CCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,3.78,
3572,1347,CC(C)(C)C(=O)Nc1ccccc1,1.99,
3573,7421,COc1ccc(CCC(=O)O)cc1,1.9,
3574,15207,COc1cc(OC)c2nc(C)c3c(c2c1)N(c1ccc(O)cc1)CC3,,1.5
3575,5801,CN(C)c1nnc(-c2ccccc2)c2ccccc12,3.22,
3576,16876,Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCC3)cc2F)cc1,,1.69
3577,5938,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,1.49,
3578,5787,CN(C)c1cnnc(N(C)C)c1,0.84,
3579,16481,Fc1cccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)c1F,,3.6
3580,15761,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OCC4CC(F)(F)C4(F)F)nc32)[C@H](O)[C@@H]1O,,1.42
3581,13730,C=CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,3.62
3582,9330,Clc1cc(Cl)c(Cl)cc1Cl,4.64,
3583,13098,OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,4.47,
3584,6619,COC(=O)c1ccc(C(=O)OC)cc1,2.25,
3585,3440,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,3.66,
3586,9464,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,6.8,
3587,5058,CCOc1ccc(NC(=O)OC(CCl)COC)cc1OCC,2.82,
3588,10889,NS(=O)(=O)c1nn2c(=Nc3ccc(O)cc3)snc2s1,1.89,
3589,10110,N=C(N)NN=Cc1ccccc1,1.18,
3590,3546,CCCCCCc1ccc(CC(=O)O)cc1,4.25,
3591,13953,CC(C)C[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,,2.8
3592,1973,CC(C)c1ccc(N)cc1,2.49,
3593,14315,CCCSc1nc2ccc(NC(=O)CCNC(N)=O)cc2s1,,2.9
3594,7849,COc1ccccc1OCC(O)CO,1.39,0.24
3595,14963,CN[C@@H](C)[C@H](O)c1ccccc1,,-1.15
3596,6270,CNC12CC=CCC1c1ccccc1C2,3.28,
3597,7256,COc1cc([N+](=O)[O-])c2ncccc2c1,1.87,
3598,6080,CNC(=O)N(C)S(=O)(=O)Cc1ccccc1,1.18,
3599,7289,COc1ccc(-c2n[nH]c(=N)s2)cc1OC,2.34,
3600,13310,S=C(NN=Cc1ccco1)Nc1ccccc1,3.13,
3601,9234,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,5.57,
3602,4295,CCN(CC)Cc1ccc(C(=O)Nc2ccccc2)cc1,3.49,
3603,15039,COCCNS(=O)(=O)c1ccc(N=c2nc(-c3cnc4cccnn34)cc[nH]2)cc1,,2.8
3604,11170,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,3.03,
3605,4097,CCC[C@@H](C)NC(=O)COc1ncnc2sc3c(c12)CC[C@@H](C)C3,4.55,
3606,4326,CCN(CC)c1nc(=NC(C)C)nc(Cl)[nH]1,3.94,
3607,12115,O=C1CCN(c2ccccc2)N1,0.89,
3608,5099,CCOc1cccc(OCc2ccccc2CCCN2CCC(O)CC2)c1,3.5,
3609,4683,CCOC(=O)CN(C(=O)CCl)c1ccccc1OC(C)C,2.75,
3610,5287,CCc1ccc2cc(O)c(O)cc2c1,3.25,
3611,286,C=C1C(=O)OC2CC(C)C3CC(=O)C(CC12)C1(C3)C(=O)OC2CC(C)=C3CCC(=O)C3C(C)(O)C21,1.66,
3612,302,C=CC(=O)NCCCN(CCO)CCO,-0.6,
3613,7508,COc1ccc(NC=O)cc1,1.03,
3614,3047,CCCC(=O)Nc1ccc(C)cc1O,2.26,
3615,2392,CC1=NS(=O)(=O)c2cc(Cl)c([N+](=O)[O-])cc2N1,1.42,
3616,17526,ON=C(O)C1COC(c2ccc(F)c(C(F)(F)F)c2)=N1,,1.53
3617,10266,N=c1ccn(C2C=C(CO)C(O)C2O)c(=O)[nH]1,-2.45,
3618,7118,COc1cc(C=CC(=O)O)ccc1O,1.51,
3619,12763,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCc3cccc(C(F)(F)F)c3)c2s1,2.62,2.62
3620,7100,COc1cc(C)c(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,1.23,
3621,11358,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,3.38,
3622,4017,CCCOC(=O)c1ccccc1O,3.8,
3623,10629,NC1C2CCC1c1ccccc1C2,1.63,
3624,14162,CCC(=O)N[C@H]1CCC(C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,,3.4
3625,1997,CC(C)c1cccc(S(N)(=O)=O)c1,1.81,
3626,4088,CCCSC(=O)N(CCC)CCC,3.84,
3627,1970,CC(C)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,2.24,
3628,7627,COc1ccc2cc(CC(=O)OCC(=O)N(C)C)ccc2c1,2.23,
3629,17495,O=c1oc2ccc(O)cc2cc1-c1ccc(O)cc1,,2.9
3630,13091,OCCN(CCO)Cc1cccc(COc2ccccc2)c1,2.33,
3631,12116,O=C1CC[C@H]2CCCC[C@@]2(O)O1,1.16,
3632,13148,OCc1ccccn1,0.06,
3633,15343,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(C)=O)c3[nH]2)cc1,,3.28
3634,3882,CCCCn1cnc2c(=N)[nH]cnc21,1.25,
3635,14708,CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3ccc(Cl)cc3)[nH]2)cc1,,2.6
3636,8452,Cc1cc2ccccc2cn1,2.68,
3637,1910,CC(C)OC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1,1.64,
3638,16287,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)ncc2F)n1C(C)C,,2.13
3639,11128,O=C(/C=C/c1ccc2c(c1)OCO2)Nc1ccc2c(c1)OCO2,3.72,
3640,12146,O=C1NC(=O)C2(CCCCCCCCCCC2)C(=O)N1,3.51,
3641,1289,CC(=S)Nc1ccccc1,1.71,
3642,6899,COCc1ccc(O)c2ncccc12,1.78,
3643,13777,CC(=O)NC[C@H]1CN(c2ccc(N3Cc4cccnc4C3)c(F)c2)C(=O)O1,,2.88
3644,10029,N#Cc1ccc(Cl)cc1,2.47,
3645,12918,O=c1nc(N=CN2CCOCC2)ccn1C1CC(O)C(CO)O1,-1.54,
3646,9495,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,7.31,
3647,14543,CCOc1ccc2oc(C(=O)NC(CCSC)c3nc4cccnc4[nH]3)c(C)c2c1,,4.23
3648,4146,CCCc1n[nH]c(=N)o1,0.23,
3649,2576,CC=CC=CC,3.01,
3650,9928,N#CC=Cc1ccc([N+](=O)[O-])o1,1.05,
3651,16070,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1C(=O)Nc1cccnc1,,3.01
3652,13933,CC(C)C1=NC(c2ccccc2)c2ccccc2NC1=O,,3.05
3653,16223,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(C(=O)O)c(Oc4ccc(Cl)c(Cl)c4)c3)C2)c(=O)[nH]c1=O,,-0.87
3654,12221,O=CN=CCc1ccccc1,1.95,
3655,12170,O=C1OC(=O)c2ccccc21,1.6,
3656,11431,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(Cl)c1O,5.15,
3657,3194,CCCCC(N)Cc1ccccc1,3.36,
3658,8829,Cc1cccc(C2C(=O)c3ccccc3C2=O)c1,3.46,
3659,5847,CN(Cc1cccc(Br)c1)N=O,1.65,
3660,946,CC(=O)Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,3.08,
3661,12398,O=S(Cc1ccccc1)Cc1ccccc1,1.99,
3662,12092,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.33,
3663,3797,CCCCOc1ccc(O)cc1,2.9,
3664,12434,O=[N+]([O-])C=C1SCCN1Cc1ccc(Cl)nc1,0.65,
3665,14218,CCC1C(=O)N(C)c2c[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,,3.14
3666,1057,CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C,2.1,
3667,13857,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(=N)[nH]n3c2)c1,,1.41
3668,10299,N=c1nc(-c2ccc(Cl)cc2Br)[nH]c(=N)[nH]1,2.09,
3669,5084,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,2.01,
3670,9617,Clc1ccccc1,2.84,
3671,939,CC(=O)Nc1ccc(S(C)(=O)=O)cc1,0.58,
3672,14377,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)c(F)c(F)c2)CC1,,2.55
3673,7847,COc1ccccc1OCC(=O)O,0.98,
3674,9289,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,8.27,
3675,5489,CN(C)C(=O)Nc1ccc(Oc2nnn(C(C)(C)C)n2)cc1,2.08,
3676,16255,Cc1nc(C)c(-c2ccc(C3CCC(CC(=O)O)CC3)c(Cl)c2)nc1C(N)=O,,1.8
3677,2284,CC12CCC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.67,
3678,3761,CCCCOCC,2.03,
3679,4160,CCCn1ccc(=O)c(O)c1CC,0.7,
3680,11427,O=C(Nc1ccc(Cl)c(Cl)c1)C1CCCCC1,4.72,
3681,14601,CC[C@H](NC(=O)c1c([S+]([O-])CC)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,3.45
3682,1179,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,4.6,
3683,5022,CCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCC)c1N,1.69,
3684,8538,Cc1ccc(C)c(Cl)c1,3.86,
3685,7565,COc1ccc([C@@H]2C3C(=O)C[C@@H](c4ccco4)CC3=Nc3ccccc3N2C(=O)C(F)(F)F)cc1,4.62,
3686,13771,CC(=O)NC[C@H]1CN(c2ccc(-n3ccc(C#N)c3)c(F)c2)C(=O)O1,,1.6
3687,7540,COc1ccc(OCCO)cc1,1.13,
3688,2093,CC(N)C(O)c1ccccc1,0.83,
3689,9238,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl,3.95,
3690,9656,Cn1c(=N)[nH]c2cc(Cl)ccc21,2.09,
3691,9235,ClC1=C(Cl)C2C(C1Cl)C1(Cl)C(Cl)C(Cl)C2(Cl)C1(Cl)Cl,6.08,
3692,14500,CCOC(=O)c1c(-c2ccccc2)nc2cc(C)ccn12,,3.8
3693,14406,CCN(CC)C(=O)c1ccc(C(c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1,,2.35
3694,5563,CN(C)C(=O)c1cnc2ccccc2c1,0.99,
3695,8863,Cc1cccc(O)c1[N+](=O)[O-],2.29,
3696,16606,N=C(N)Nc1ccc(C(=O)Oc2ccccc2)cc1,,-0.21
3697,1227,CC(=O)c1ccc2cccccc1-2,2.87,
3698,14567,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)cc1,,-0.78
3699,2668,CCC(=O)c1ccc(O)cc1,2.03,
3700,8068,CSc1cccc(NC(C)=O)c1,2.14,
3701,10841,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1,-0.36,
3702,12313,O=NN1CCC(Cl)C(Cl)C1,1.04,
3703,17361,O=S(=O)(Nc1cccnc1)c1ccc2c(c1)OCCO2,,1.34
3704,8269,Cc1c[nH]c(=O)[nH]c1=O,-0.62,
3705,14907,CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,-0.89
3706,3867,CCCCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,4.83,
3707,17122,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccc(F)cc1,,3.2
3708,281,C=C1C(=O)OC2C=C(C)C3(O)C=CC(C)(CC(OC(=O)C(=CC)COC(C)=O)C12)O3,1.19,
3709,13089,OCCN(CCO)CCCc1ccc(CSc2ccccc2)cc1,3.31,
3710,3459,CCCCCCCCn1cc(C)c(=O)[nH]c1=O,3.08,
3711,4853,CCOC(CC)(OCC)OCC,1.97,
3712,12292,O=NN(CCCl)C(=O)NC1CCS(=O)(=O)CC1,0.19,
3713,2449,CC1CC2CC=CCC2(N)c2ccccc21,3.4,
3714,6614,COC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1,3.49,
3715,4129,CCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.73,
3716,6093,CNC(=O)NC(=O)c1ccccc1,1.27,
3717,2630,CCC(=O)NN,-1.0,
3718,9164,Cc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,2.26,
3719,5207,CCc1[nH]c(=N)[nH]c(=N)c1-c1ccc(Cl)cc1,2.69,2.31
3720,4331,CCN(CCO)Cc1cccc(COc2ccccc2)c1,3.04,
3721,4953,CCOP(=S)(OCC)OP(=S)(OCC)OCC,3.99,
3722,60,C#CC(CC)OC(=O)Nc1ccc(OCC)c(OCC)c1,3.07,
3723,7251,COc1cc(SC)c(OC)cc1CCN,1.81,
3724,11421,O=C(Nc1ccc(Br)cc1)c1ccccc1O,4.51,
3725,7945,CS(=O)(=O)OCCCCOS(C)(=O)=O,-0.52,
3726,16105,Cc1ccc(S(=O)(=O)N2N=Cc3oc(C)cc3B2O)cc1,,-0.28
3727,15375,COc1ccc(CC(=O)NC(N=C(Nc2ccccc2C)NC#N)C(C)(C)C)cc1OC,,2.48
3728,13207,Oc1cc(O)c(-c2ccccc2)o1,1.47,
3729,14657,CCn1cnc(-c2ccccc2)c1-c1nc2c(=N)[nH]cnc2s1,,2.97
3730,11265,O=C(Cc1ccccc1)NCCNCC(O)COCc1ccccc1,1.45,
3731,3807,CCCCOc1cccc(O)c1,3.03,
3732,6870,COCCOc1ccccc1S(=O)(=O)NC(=O)N=c1nc(OC)[nH]c(OC)n1,2.04,
3733,14447,CCN1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,1.94
3734,15221,COc1cc2[nH]cc(C(N)=O)c(=Nc3cc(C)ccc3F)c2cc1OC,,3.16
3735,10416,NC(=O)NCCCC(N)C(=O)O,-3.19,
3736,7701,COc1cccc(NC(=O)CN2CCCCC2)c1,2.71,
3737,8675,Cc1ccc(S(=O)(=O)/N=C2\SC(=CN(C)C)C(=O)N2C2CCCCC2)cc1,4.75,
3738,8189,Cc1c(-c2ccccc2)no[n+]1[O-],2.17,
3739,8594,Cc1ccc(Cl)c(Cl)c1,3.95,
3740,12226,O=CNCC#CCC(NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1,5.44,
3741,1230,CC(=O)c1cccc(-n2c(O)c3c(c2O)[C@@H]2C=C[C@H]3C2=C(c2ccc(C)cc2)c2ccc(C)cc2)c1,6.25,
3742,8145,C[N+](C)(CCCc1ccccc1)CCCS(=O)(=O)[O-],-1.57,
3743,14060,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,,0.56
3744,13749,CC(=O)N1CCN(CC(O)COc2ccc(Br)cc2)CC1,,1.6
3745,12662,O=[N+]([O-])c1cnc(N=C2OCCN2CCO)s1,0.43,
3746,3031,CCCC(=NOCC)C1C(=O)CC2(CCCCC2C)OC1=O,3.9,
3747,8663,Cc1ccc(OC(=O)CNC(=O)c2ccccc2)cc1,2.83,
3748,4661,CCOC(=O)CCCCCn1nnc2ccccc21,2.68,
3749,1198,CC(=O)c1ccc(C)cc1,2.1,
3750,6164,CNC(=O)Oc1ccc(Br)cc1,2.17,
3751,16762,NC(=O)c1ccc(-c2cc3c(=N[C@H]4CCCNC4)[nH]cc(C(N)=O)c3s2)cc1,,0.28
3752,846,CC(=O)Nc1c(F)c(F)c(F)c(F)c1F,1.7,
3753,12946,OC(CNCC(O)COc1ccccc1)COc1ccccc1,2.52,
3754,2340,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,0.46,
3755,10857,NS(=O)(=O)c1ccc(SCCO)cc1,0.36,
3756,2360,CC1=CC(=O)c2ccccc2C1=O,2.2,
3757,1016,CC(=O)OC1(C(C)=O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.5,
3758,3469,CCCCCCCOC(=O)C(C(=O)OCCCCCCC)=C1SCCS1,7.6,
3759,722,CC(=O)NC(C)C(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O,-0.71,
3760,8054,CSc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.03,
3761,4049,CCCOc1ccc(CC(=O)O)cc1,2.31,
3762,16560,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,,-1.08
3763,4275,CCN(CC)CCNC(=O)c1ccccc1,1.99,
3764,1495,CC(C)(C)c1ccc(C(=O)O)cc1,3.85,
3765,6364,COC(=O)/C=C/c1ccccc1,2.62,
3766,6514,COC(=O)Cc1ccc(-n2sc3ccccc3c2=O)cc1,2.83,
3767,1944,CC(C)Oc1c(C(=O)N=c2nn[nH][nH]2)sc(Br)c1Br,1.85,
3768,11443,O=C(Nc1ccc(F)cc1F)c1cc(Cl)cc(Cl)c1O,4.55,
3769,5158,CCS(=O)c1ccc([N+](=O)[O-])cc1C#N,2.15,
3770,4637,CCOC(=O)CBr,1.12,
3771,12706,O=c1[nH]c(=Nc2ccccc2)[nH]c2c1ncn2CC(O)CO,0.4,
3772,5863,CN(N)C(=O)c1ccc([N+](=O)[O-])cc1,0.75,
3773,545,CC(=O)C(C#N)=NNc1ccc2c(c1)OC(F)(F)C(F)(F)O2,5.31,
3774,1711,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCN=C(N)N)C(=O)O,-0.03,
3775,6456,COC(=O)C1CCN1CC(O)Cn1ccnc1,-0.29,
3776,14539,CCOc1ccc(Oc2ccc(S(=O)(=O)NC(=O)c3cccc(-c4ccc(Cl)c(Cl)c4)c3)cc2)cc1,,2.94
3777,4672,CCOC(=O)CCOc1ccc(-n2sc3ccccc3c2=O)cc1,3.59,
3778,9639,Clc1cnc(Cl)cn1,1.58,
3779,12301,O=NN(CCCl)C(O)Nc1ccc(=O)[nH]c1O,0.37,
3780,11186,O=C(CCn1ccnc1[N+](=O)[O-])NCCO,-1.08,
3781,10700,NCc1ccccn1,-0.21,
3782,833,CC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.96,
3783,6727,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,-0.58,
3784,13010,OCC(O)C(O)C(O)C(O)CO,-3.1,
