,Unnamed: 0,smiles,logP,logS
1057,4933,CCOCCCn1ccc(=O)c(O)c1C,0.12,
1058,13978,Cc1ccnc(C)c1,,0.38
1059,9351,ClCC1(CCl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,5.57,
1060,13446,S=c1ssc2c1CCCC2,3.1,
1061,10045,N#CCc1ccc([N+](=O)[O-])cc1,1.37,
1062,8299,Cc1c(N(C)C)c(=O)n(C)c(=O)n1C,0.99,
1063,12216,O=C1NC(=O)C(=O)C(=O)N1,-1.84,-1.25
1064,12231,O=C1NC(=O)C2(CCCCCCCCCC2)C(=O)N1,3.15,
1065,11404,O=C(N=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1)c1ccccc1,0.67,
1066,12577,O=[N+]([O-])c1c[nH]c(Br)n1,0.71,
1067,4361,CCN(CC)c1c(C)n(C)c(=O)n(-c2ccccc2)c1=O,2.11,
1068,5396,CCc1ccco1,2.4,
1069,10647,NC(CC(=O)Nc1ccccc1)C(=O)O,-1.9,
1070,10333,N=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,0.11,
1071,13144,OCC=CC#CC#Cc1ccccc1,2.48,
1072,5948,CN(c1nc2ccccc2s1)C1CCN(CCCCOc2ccc(F)cc2)CC1,5.37,
1073,2263,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.35,
1074,12854,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCSCCc3ccccc3)c2s1,1.77,
1075,10889,NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])N=CNS2(=O)=O,0.08,
1076,8776,Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,1.49,
1077,2822,CCC(C)C(NC(C)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(N)=O,0.52,
1078,1028,CC(=O)OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.4,
1079,6425,COC(=O)C(=Cc1ccc(C(=O)OC)o1)[N+](=O)[O-],1.87,
1080,3125,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,4.31,
1081,8294,Cc1c(F)c(F)c(C(=O)O)c(F)c1F,3.15,
1082,10108,N#Cc1ccc(CC=NC=O)cc1,1.62,
1083,11411,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1,6.97,
1084,5797,CN(C)c1ccc(C=C[N+](=O)[O-])cc1,2.67,
1085,2284,CC1(O)CCC2C3CCC4CC(=O)CCC4(C)C3(F)C(O)CC21C,2.38,
1086,5500,CN(C(=O)c1ccccc1)c1ccccc1,2.36,
1087,5709,CN(C)CCCc1ccccc1,2.73,
1088,2641,CCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.2,
1089,13790,C/C=C\CC,,-2.54
1090,9665,Clc1cccc(-c2ccccc2)c1,4.58,-4.88
1091,4566,CCOC(=O)C(=Cc1ccc(OC)c(OC)c1)C(=O)OCC,2.89,
1092,10741,NCCCCC(N)C(=O)O,-3.05,
1093,9333,ClC=C1C2C(Cl)C(Cl)C(C2Cl)C1(CCl)CCl,5.35,
1094,9483,Clc1cc2ccccc2cc1Cl,4.42,
1095,3001,CCC1CC2C3CC=C4CC(=O)CCC4C3CCC2(C)C1C(=O)CF,4.66,
1096,3815,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,3.75,
1097,664,CC(=O)N=c1[nH][n+]([O-])c2cc(C)ccc2[n+]1[O-],-0.4,
1098,371,C=CCCCCCC,4.57,-4.44
1099,4206,CCCn1cccc(O)c1=O,0.69,
1100,7303,COc1cc(S(=O)(=O)CCO)cc(OC)c1OC,0.18,
1101,1958,CC(C)OP(C)(=O)F,0.3,
1102,3765,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,4.5,
1103,8018,CS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,1.11,
1104,6548,COC(=O)CNC(=O)c1ccc([N+](=O)[O-])cc1,0.98,
1105,2177,CC(Sc1nc2ccccc2c(=O)n1-c1ccc(F)cc1)C(=O)NCc1ccc2c(c1)OCO2,4.63,
1106,1301,CC(C(=O)NCC(O)CO)n1ccnc1[N+](=O)[O-],-1.64,
1107,4124,CCCS(=O)(=O)c1c(S(=O)(=O)CCC)c2c3ccccc3ccn2c1C(=O)c1ccccc1,4.48,
1108,2407,CC1=NS(=O)(=O)c2c(Cl)cccc2N1,0.62,
1109,2079,CC(CCl)OC(C)CCl,2.48,
1110,6463,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,2.61,
1111,367,C=CCCC(C)=O,1.02,
1112,1791,CC(C)COC(=O)n1c(-c2cscn2)nc2ccccc21,3.46,
1113,9147,Cc1nc(Br)c([N+](=O)[O-])[nH]1,1.14,
1114,4938,CCOCCO,-0.32,
1115,11369,O=C(Cc1ccccc1)c1ccc2n1CCC2C(=O)O,2.52,
1116,921,CC(=O)Nc1ccc(Cl)cc1Cl,2.18,
1117,9472,Clc1cc2c(Cl)ccc(Cl)c2cc1Cl,5.81,
1118,13375,Oc1cccc(O)c1,0.8,0.81
1119,1864,CC(C)NCC(COc1cccc2ccccc12)OS(=O)(=O)O,1.16,
1120,8472,Cc1cc(Cl)ccc1O,2.78,
1121,5265,CCc1c(C)cccc1C,4.28,
1122,4895,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1.0,
1123,8331,Cc1c2cc[nH]cc2c(C)c2c1nc1ccccc12,4.8,
1124,295,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0.24,
1125,195,C1C2CC3CC1CC(C2)C3,4.24,
1126,4366,CCN(CC)c1ccc(C=C2C(=O)c3ccccc3C2=O)c(OC)c1,5.05,
1127,6761,COC(=O)c1cncnc1,0.03,
1128,1627,CC(C)C(N)C(=O)N1CCCC1C(=O)NCC(=O)NC(C(=O)O)C(C)C,-2.83,
1129,6214,CNC(=O)Oc1cc(C)c(SC)c(C)c1,2.92,
1130,6684,COC(=O)c1ccc(C2C3C(=O)C[C@@H](c4ccco4)CC3=Nc3ccccc3N2C(=O)C2CC2)cc1,4.44,
1131,332,C=CC1CC=CCC1,3.93,
1132,3017,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1.44,
1133,11704,O=C(O)CCc1c[nH]c2ccccc12,1.75,
1134,6178,CNC(=O)OCc1c2n(c3c(O)cc(N4CCCC4)c(O)c13)CC=C2OC(C)=O,1.4,
1135,7158,COc1cc(C(N)=O)ccc1-c1nc2ccncc2[nH]1,1.18,
1136,9636,Clc1ccc2c(c1)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.9,
1137,1032,CC(=O)OC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(c7coc(O)c7)CCC65O)C4)CC3OC(C)=O)OC2C)OC(C)C1O,2.45,
1138,10168,N#Cc1nc2c(S(=O)(=O)c3ccccc3)c(N)n(Cc3ccc(F)cc3)c2nc1C#N,4.86,
1139,8153,CSc1nc(=O)cc[nH]1,0.22,
1140,9491,Clc1cc2oc3ccc(Cl)c(Cl)c3c2cc1Cl,6.23,
1141,11058,Nc1ccc(Cl)c(Cl)c1,2.69,
1142,1442,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Br,2.69,
1143,6980,CON(C)C(=O)Nc1ccc(OC(C)CC2CCCCC2)cc1,4.51,
1144,8908,Cc1cccc(CC(=O)O)c1,1.95,
1145,10976,NS(=O)(=O)c1nn2c(=Nc3ccccc3)snc2s1,2.57,
1146,13493,[O-][n+]1onc(Cl)c1-c1ccccc1,2.82,
1147,4890,CCOC(=O)c1cncn1C(C)c1ccccc1,3.05,-4.735
1148,12963,O=c1ccc(=O)[nH][nH]1,-0.9,
1149,8192,C[C@H](NC(=O)C1CC1)c1ccccc1,1.85,
1150,4094,CCCOc1ccc(NC(=O)Cc2c(O)n(-c3ccc(Cl)cc3)c(=S)n2C2CC2)cc1,5.41,
1151,8669,Cc1ccc(Cl)c(Cl)c1,3.95,
1152,12394,O=NN1CC(Cl)C(Cl)C1,0.83,
1153,3295,CCCCCC1(CC)C(=O)NC(=O)NC1=O,2.24,
1154,486,C=Cc1ncc([N+](=O)[O-])n1C,0.62,
1155,13071,OC12CC3CC(CC(C3)C1)C2,2.14,
1156,8227,Cc1[nH]c(=O)[nH]c1O,-0.91,
1157,2583,CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,1.28,
1158,5601,CN(C)C(=O)Oc1ccccc1Br,2.17,
1159,10118,N#Cc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.63,
1160,8064,CSC(C)=NOC(=O)N(C)SN(C(=O)N(C)C)C1CC1,2.0,
1161,10486,NC(=O)Cn1nnc2ccccc21,-0.1,
1162,3403,CCCCCCCCCCCC(C)c1ccccc1,8.77,
1163,13942,CN(C)C(=O)C(c1ccccc1)c1ccccc1,,-2.98
1164,10754,NCCCCc1ccncc1,0.86,
1165,2815,CCC(C)C(NC(=O)CNC(=O)C1CCCN1C(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-1.65,
1166,7519,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1N(C)C,1.68,
1167,4858,CCOC(=O)c1ccc[nH]1,1.73,
1168,7793,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.22,
1169,10455,NC(=O)CCCn1nnc2ccccc21,0.37,
1170,3311,CCCCCCC(=O)O,2.42,
1171,2,BrC1CC2CCC1C2,3.54,
1172,11883,O=C(O)c1ccc(Cl)c(Cl)c1,3.25,
1173,4837,CCOC(=O)c1cc(O)c(O)c(O)c1,1.3,
1174,789,CC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(C)C)C(N)=O,0.6,
1175,803,CC(=O)NCCc1c[nH]c2ccccc12,1.41,
1176,6634,COC(=O)c1c(C)[nH]c(-c2cc(Cl)ccn2)c1C(=O)OC,2.63,
1177,12950,O=c1cc(C(O)O)oc2ccccc12,1.26,
1178,6663,COC(=O)c1cc(S(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.57,
1179,12187,O=C1CCCC1,0.38,
1180,636,CC(=O)N(C)c1ccc(O)cc1,0.61,
1181,7026,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C(C)C)c1,2.57,
1182,1460,CC(C)(C)NCC(O)COC1CCCc2ccccc21,3.55,
1183,13013,O=c1ssc2ccccc12,2.73,
1184,4491,CCNC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,1.83,
1185,12771,O=[N+]([O-])c1nccn1CCO,-0.47,
1186,5294,CCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)ccc(OC)c1-2,-0.37,
1187,1285,CC(=O)c1no[n+]([O-])c1C,0.8,
1188,13731,c1ccc2sccc2c1,3.12,
1189,11374,O=C(Cc1cccnc1)NN1CC=CCC1,0.05,
1190,2077,CC(CCO)CC(F)(F)F,1.61,
1191,10797,NNC(=O)CNc1cccc(Br)c1,0.96,
1192,10535,NC(=O)OCCc1c[nH]c2ccccc12,1.69,
1193,4010,CCCNC(=O)NS(=O)(=O)c1ccccc1,1.44,
1194,13501,c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,7.04,
1195,5714,CN(C)CCN(Cc1cccs1)c1ccccn1,2.87,
1196,2050,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,6.3,
1197,11792,O=C(O)Cc1ccc(Br)cc1,2.31,
1198,2484,CC1CCC(c2ccccc2)(N2CCCCC2)CC1,5.66,
1199,2675,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,4.07,
1200,6427,COC(=O)C(=Cc1ccc(I)o1)[N+](=O)[O-],3.0,
1201,8038,CS(=O)(=O)c1cccs1,0.38,
1202,1461,CC(C)(C)NCC(O)COCC=Cc1ccccc1,2.29,
1203,13015,OB(O)c1ccccc1,1.58,
1204,8110,CSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-0.7,
1205,8409,Cc1cc(C)c(C)c(C)c1C,4.56,-4.0
1206,7162,COc1cc(C)c(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,1.23,
1207,4928,CCOCC(N)C(=O)O,-2.51,
1208,13833,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,,-4.53
1209,2253,CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1,1.35,
1210,1289,CC(=O)c1sc(S(C)=O)c(C#N)c1-c1ccc(Cl)cc1,3.31,
1211,3187,CCCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,2.23,
1212,12780,O=[N+]([O-])c1ncn(CC(O)CF)n1,-0.59,
1213,8989,Cc1ccccc1C(=O)C(C)CN1CCCCC1,3.69,
1214,8342,Cc1c[nH]c2ccc3c(nc(=N)n3C)c2n1,1.01,
1215,9271,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.48,
1216,2862,CCC(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.8,
1217,12013,O=C(Oc1ccccc1)n1c(=O)[nH]cc(F)c1=O,1.73,
1218,6559,COC(=O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl,1.45,
1219,11017,Nc1ccc(-c2ccccc2)cc1,2.86,
1220,6956,COCc1cc(=O)c(O)co1,-0.62,
1221,8975,Cc1cccc2ncc(-c3ccccc3)c(=O)n12,2.59,
1222,2400,CC1=NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,2.72,
1223,2185,CC/N=C1\S/C(=C\c2cn(CC(=O)Nc3cccc(C)c3)c3ccccc23)C(=O)N1CC,5.8,
1224,9035,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,2.22,
1225,1744,CC(C)CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,0.6,
1226,4173,CCCc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.77,
1227,2897,CCC(CC)(C(=O)NC(N)=O)C(=O)OCc1ccccc1,2.74,
1228,12215,O=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,0.63,
1229,10557,NC(=O)c1cc2ccccc2o1,1.54,
1230,11855,O=C(O)c1cc(=O)c2ccccc2o1,1.63,
1231,8570,Cc1ccc(C(=O)COc2c(C(=O)c3ccc(Cl)c(C)c3Cl)c(C)nn2C)cc1,4.69,
1232,5084,CCOc1ccc(Br)cc1[C@H]1C2C(=O)CC(C)(C)CC2=Nc2ncnn21,3.85,
1233,6124,CNC(=O)CSP(=S)(OC)OC,0.78,
1234,2704,CCC(C(=O)O)c1ccccc1,2.18,
1235,8811,Cc1ccc2c(c1)C1CN(C)CCC1N2C(=O)C=Cc1ccccc1,3.49,
1236,10229,N=c1[nH]c(-c2ccccn2)cc2ccccc12,2.74,
1237,822,CC(=O)NNC(=O)Nc1ccc(F)cc1,0.45,
1238,10072,N#CN=[N+]([O-])c1ccccn1,0.53,
1239,1388,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1)n1cncn1,3.67,
1240,8983,Cc1ccccc1-c1noc(CCl)n1,3.3,
1241,1988,CC(C)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,2.24,
1242,11560,O=C(Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,4.7,
1243,12268,O=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21,2.84,
1244,2769,CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)O,-1.41,
1245,8483,Cc1cc(NC(=O)N(C)C)cc(C)c1Br,2.92,
1246,1037,CC(=O)OC1CC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(c5coc(O)c5)CCC43O)C2)OC(C)C1OC1CC(O)C(OC2CC(O)C(O)C(C)O2)C(C)O1,1.71,
1247,8985,Cc1ccccc1C,3.12,-2.8
1248,6570,COC(=O)CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.05,
1249,11065,Nc1ccc(Cl)cc1N,1.28,
1250,863,CC(=O)Nc1cc(C(F)(F)F)c(Cl)cc1F,3.02,
1251,8764,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,2.49,
1252,3736,CCCCNC(=O)Oc1cc(C=C(C#N)C(=O)N(CC)CC)cc([N+](=O)[O-])c1O,1.98,
1253,3015,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.3,
1254,13294,Oc1cc(O)c(-c2ccccc2)[nH]1,0.48,
1255,5064,CCOc1cc(C#N)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)c(Cl)cc2Cl)cc1OCC,4.31,
1256,6951,COCOCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-1.52,
1257,8607,Cc1ccc(C)c(C(=O)NS(=O)(=O)c2ccc(N)cc2)c1,2.19,
1258,7994,CS(=O)(=O)CCOCn1ccnc1C=NO,-0.84,
1259,200,C1CCC(C2CO2)CC1,2.43,
1260,9457,Clc1cc(Cl)cc(Oc2ccccc2)c1,5.21,
1261,104,C#CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.68,
1262,3564,CCCCCCOc1ccc(N)cc1,3.64,
1263,3866,CCCCSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.14,
1264,1055,CC(=O)OC=C1CSC2C(NC(=O)Cc3cc4ccccc4s3)C(=O)N2C1C(=O)O,1.68,
1265,9516,Clc1ccc(-c2cccc(Cl)c2)cc1,5.15,
1266,5462,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)c(F)c21,-0.57,
1267,8282,Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.62,
1268,13205,OCCn1nnc2ccccc21,0.5,
1269,10082,N#C[C@@H](Cc1cccs1)c1ncc(C(F)(F)F)cc1Cl,4.09,
1270,13373,Oc1cccc(I)c1,2.93,
1271,183,C1=CCCC=CCCC=CCC1,5.5,
1272,2006,CC(C)c1cccc(C(C)C)c1N,3.18,
1273,9787,Cn1c([N+](=O)[O-])cnc1-c1ccc(N)cc1,1.06,
1274,5590,CN(C)C(=O)Oc1ccc(CC(NC(=O)C2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCCOc2ccccc2)cc1,3.27,
1275,8912,Cc1cccc(Cl)c1C(=O)O,2.31,
1276,9297,ClC(Cl)C(c1ccccc1)c1ccccc1,4.51,
1277,8582,Cc1ccc(C(=O)N(NC(=S)Nc2ccccc2)c2ccccc2)cc1,4.08,
1278,6220,CNC(=O)Oc1cc(C)ccc1C(C)C,2.84,
1279,11677,O=C(O)CCCCN1C(=O)C=CC1=O,0.6,
1280,13611,c1ccc(SSc2ccccc2)cc1,4.41,
1281,5742,CN(C)N=Nc1ccc(C(F)(F)F)cc1,4.0,
1282,12679,O=[N+]([O-])c1ccc2[nH]ncc2c1,2.03,
1283,6092,CN=c1cncc[nH]1,0.56,
1284,1720,CC(C)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)[O-],-1.38,
1285,11189,Nc1ccccc1CCOCCS(=O)(=O)CCCNCCc1ccc(O)c2[nH]c(=O)sc12,1.17,
1286,11262,O=C(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,1.34,
1287,10271,N=c1[nH]c(NCCO)c(Cl)nc1[N+](=O)[O-],0.12,
1288,2923,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],5.18,
1289,4113,CCCOc1cn[nH]c1,1.42,
1290,10178,N=C(N)NC(=O)Nc1ccc(Cl)c(Cl)c1,2.39,
1291,9524,Clc1ccc(-c2ccccc2Cl)cc1Cl,5.87,
1292,7029,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,1.33,
1293,11695,O=C(O)CCS,0.43,
1294,4840,CCOC(=O)c1cc2ccccc2[nH]1,3.22,
1295,10645,NC(C=O)C(O)NC(Cc1ccccc1)C(=O)O,-0.79,
1296,682,CC(=O)N=c1cc[nH]cc1,0.5,
1297,12316,O=CNc1cccc(Cl)c1,1.9,
1298,12404,O=NN1CCCCC1,0.36,
1299,4455,CCN=c1[nH]c(Cl)nc(=NC2CCCCC2)[nH]1,3.63,
1300,5267,CCc1c(C)nc2n(c1=O)C(C)CCC2,1.43,
1301,13740,c1cn(C23CC4CC(CC(C4)C2)C3)cn1,2.9,
1302,13170,OCCCOc1cccc(CN2CCCCC2)c1,2.78,
1303,9705,Clc1ccccc1NC1=NCCN1,1.36,
1304,3678,CCCCN,0.97,
1305,13650,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCOCCOCCOCCOCCOCCOCCO2,0.52,
1306,1934,CC(C)OC(=O)CSc1ccc([N+](=O)[O-])cc1Cl,3.2,
1307,9069,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=S,1.07,
1308,1420,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)cccc1Cl,2.34,
1309,11809,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CS2,2.97,
1310,11434,O=C(NC(CO)C(O)c1ccccc1)C(Cl)Cl,0.94,
1311,5252,CC[C@H](C)NC(=O)NC(C(F)(F)F)C(F)(F)F,2.84,
1312,448,C=CCSc1ccccc1,3.51,
1313,12057,O=C(c1ccncc1)c1ccc(Cl)cc1,2.61,
1314,6534,COC(=O)CCCC(=O)OC,0.62,
1315,12907,O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,-1.71,
1316,5602,CN(C)C(=O)Oc1ccccc1[N+](=O)[O-],1.35,
1317,5694,CN(C)CCC=C1c2ccccc2CSc2ccccc21,4.49,
1318,5329,CCc1ccc(OCC(=O)NCCc2ccc(OC)c(OC)c2)cc1,4.22,
1319,12348,O=Cc1ccccc1Cl,2.33,
1320,12248,O=C1NS(=O)(=O)c2ccccc21,0.91,
1321,5670,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,-0.9,
1322,11394,O=C(Cn1cnc([N+](=O)[O-])n1)NCCCO,-1.27,
1323,13068,OC1(c2ccc(Cl)cc2)CCCCCC1n1cncn1,3.54,
1324,882,CC(=O)Nc1cc(Cl)cc(Cl)c1,3.17,
1325,10221,N=C1NCC(COc2ccc([N+](=O)[O-])cc2)O1,1.17,
1326,5510,CN(C)C(=O)C1OC(C)(C)OC1C(=O)N(C)C,1.49,
1327,732,CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.4,
1328,10848,NNC(N)=O,-2.75,
1329,10472,NC(=O)COCc1ccco1,-0.11,
1330,9118,Cc1cnccn1,0.21,
1331,3896,CCCCc1ccc(NC(C)=O)c(C)c1,3.1,
1332,12555,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1.31,
1333,10588,NC(=O)c1ccccc1C(N)=O,-1.73,
1334,6641,COC(=O)c1c(Cl)cccc1Cl,2.79,
1335,4636,CCOC(=O)C(CC)n1nc2ccccc2n1,2.88,
1336,5122,CCOc1ccc(NC(=O)OCCOC)cc1OCC,2.27,
1337,7892,COc1ccccc1NC(=O)C1=C(C)N=C(SCC(=O)Nc2ccc(C)c(Cl)c2)C(C#N)[C@@H]1c1ccco1,6.27,
1338,9617,Clc1ccc(Oc2cccc(Cl)c2)cc1,5.13,
1339,7699,COc1ccc2cc(CC(=O)OCC(=O)NC(C)C)ccc2c1,2.89,
1340,4117,CCCOn1c(=O)[nH]c(C)c(Br)c1=O,0.76,
1341,5416,CCc1nc(-c2ccc(C(C)C(=O)O)cc2)sc1C,3.99,
1342,4757,CCOC(=O)COc1cccc2ccccc12,2.9,
1343,7658,COc1ccc2c(c1)=C(c1ccccc1)NCC(=O)N=2,2.24,
1344,2775,CCC(C)C(N)C(=O)O,-1.7,
1345,4163,CCCc1ccc(CC(=O)O)cc1,3.0,
1346,1217,CC(=O)c1ccc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)cc1,1.45,
1347,13395,Oc1oc(O)c(C(Cl)Cl)c1Cl,1.13,
1348,2003,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,4.8,
1349,5956,CN1C(=O)C(O)CC1c1cccnc1,-1.45,
1350,8788,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,2.08,
1351,3743,CCCCNC(=S)N(C)/N=C/c1ccc(OCc2ccc(Cl)cc2)c(OC)c1,6.8,
1352,3346,CCCCCCCC(=O)n1cc(CC(NC(O)Cc2nc(O)c3n(c2=O)C2CCC3CC2)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,7.29,
1353,3429,CCCCCCCCCCCCOC(=O)CCC,6.51,
1354,1415,CC(C)(C)N(NC(=O)c1ccc(F)cc1)C(=O)c1ccccc1Cl,2.87,
1355,13267,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,7.54,
1356,10190,N=C(N)NN=Cc1cccc([N+](=O)[O-])c1,0.01,
1357,10858,NS(=O)(=O)NCCc1ccccc1,0.81,
1358,12601,O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,2.36,
1359,2151,CC(O)CO,-0.92,
1360,9408,Clc1cc(Cl)c(Cl)c(Oc2ccccc2)c1Cl,5.82,
1361,6209,CNC(=O)Oc1cc(C)c(C)c(C)c1,2.66,
1362,4246,CCN(CC)C(=O)N(CC)N=O,1.54,
1363,1753,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,5.44,
1364,2046,CC(C)n1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.45,
1365,911,CC(=O)Nc1ccc(C)cc1,1.7,
1366,3891,CCCCc1ccc(N)cc1,3.05,
1367,3579,CCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],-1.22,
1368,6308,CNC(=S)NCC#CCC(NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1,5.46,
1369,1261,CC(=O)c1ccccc1C(=O)O,0.81,
1370,1527,CC(C)(C)c1cccc(O)c1,3.3,
1371,13204,OCCn1nc2ccccc2n1,0.92,
1372,12349,O=Cc1ccccc1O,1.81,
1373,3179,CCCCC(=O)CCCC,2.88,-2.58
1374,12530,O=[N+]([O-])C=Cc1ccccc1,2.11,
1375,9995,N#CC(C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,1.47,
1376,648,CC(=O)N(c1ccc(N2CCOCC2)nn1)n1c(C)ccc1C,1.64,
1377,11373,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)O[Na],0.7,
1378,11475,O=C(NN1CC=CCC1)c1ccco1,0.81,
1379,11948,O=C(O)c1cccs1,1.57,
1380,7744,COc1cccc(C=O)c1,1.71,
