,smiles,logP
1257,CC(=O)c1cccc([N+](=O)[O-])c1,1.42
1258,CC(=O)c1ccccc1,1.58
1259,CC(=O)c1ccccc1Br,2.28
1260,CC(=O)c1ccccc1C(=O)O,0.81
1261,CC(=O)c1ccccc1Cl,2.09
1262,CC(=O)c1ccccc1N,1.63
1263,CC(=O)c1ccccc1NC(=O)C(Cl)Cl,2.65
1264,CC(=O)c1ccccc1NCC#N,1.58
1265,CC(=O)c1ccccc1NCCO,1.59
1266,CC(=O)c1ccccc1O,1.92
1267,CC(=O)c1ccccc1OC(=O)N(C)C,0.93
1268,CC(=O)c1ccccc1OCC(=O)O,1.25
1269,CC(=O)c1ccccc1S(I)=C(N(C)C)N(C)C,-0.81
1270,CC(=O)c1ccccc1[N+](=O)[O-],1.28
1271,CC(=O)c1ccccn1,0.85
1272,CC(=O)c1cccnc1,0.43
1273,CC(=O)c1ccco1,0.52
1274,CC(=O)c1cccs1,1.25
1275,CC(=O)c1ccnc2cc(Cl)ccc12,2.62
1276,CC(=O)c1ccncc1,0.48
1277,CC(=O)c1ccsc1,1.24
1278,CC(=O)c1cn(C)c2ccccc12,1.95
1279,CC(=O)c1cnc2ccccc2c1,1.76
1280,CC(=O)c1cnccn1,0.2
1281,CC(=O)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,2.65
1282,CC(=O)c1csc2ccccc12,2.78
1283,CC(=O)c1nc([N+](=O)[O-])n(CC(C)O)c1C,0.37
1284,CC(=O)c1no[n+]([O-])c1C,0.8
1285,CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1C,3.82
1286,CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1N,3.18
1287,CC(=O)c1sc(S(C)=O)c(-c2ccccc2)c1C,3.26
1288,CC(=O)c1sc(S(C)=O)c(C#N)c1-c1ccc(Cl)cc1,3.31
1289,CC(=O)c1sc(SCCOc2ccccc2)nc1C,3.86
1290,CC(=O)n1c(=O)[nH]cc(F)c1=O,-0.34
1291,CC(=O)n1cc(CC(NC(O)Cc2nc(O)c3n(c2=O)C2CCC3CC2)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,3.69
1292,CC(=O)n1cc(O)n(CC(=O)N(Cc2ccccc2)c2nc(-c3ccccc3)cs2)c1=S,4.43
1293,CC(=O)n1ccnc1,-0.34
1294,CC(=O)n1ncc2c(=O)[nH]cnc21,-0.35
1295,CC(=S)N(c1ccccc1)c1ccccc1,2.83
1296,CC(=S)Nc1ccccc1,1.71
1297,CC(Br)C(=O)O,0.92
1298,CC(C(=O)CCN(C)C)n1c(O)c2c(c1O)CC=CC2,0.77
1299,CC(C(=O)NC1CCCC1)N(c1ccc(Cl)cc1)S(C)(=O)=O,3.48
1300,CC(C(=O)NCC(O)CO)n1ccnc1[N+](=O)[O-],-1.64
1301,CC(C(=O)NCCO)n1ccnc1[N+](=O)[O-],-1.16
1302,CC(C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1)C(F)(F)F,3.71
1303,CC(C(=O)Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1)n1nc(C(F)(F)F)c(Cl)c1C1CC1,6.63
1304,CC(C(=O)O)(c1ccccc1)c1ccccc1,2.69
1305,CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,2.9
1306,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.83
1307,CC(C(=O)O)c1ccc(-c2nc(-c3ccccc3)cs2)cc1,4.95
1308,CC(C(=O)O)c1ccc(-c2nc(C(=O)N(C)C)cs2)cc1,2.15
1309,CC(C(=O)O)c1ccc(-c2nc(C(F)(F)F)cs2)cc1,3.78
1310,CC(C(=O)O)c1ccc(-c2nc(C(N)=O)cs2)cc1,2.17
1311,CC(C(=O)O)c1ccc(-c2nc(CO)cs2)cc1,2.25
1312,CC(C(=O)O)c1ccc(-c2nc3c(s2)CCCC3)cc1,4.41
1313,CC(C(=O)O)c1ccc(-c2nccs2)c(Br)c1,3.35
1314,CC(C(=O)O)c1ccc(-c2nccs2)c(C(F)(F)F)c1,3.06
1315,CC(C(=O)O)c1ccc(-c2nccs2)c(Cl)c1,3.39
1316,CC(C(=O)O)c1ccc(-c2nccs2)c(F)c1,3.14
1317,CC(C(=O)O)c1ccc(-c2nccs2)c(N)c1,2.45
1318,CC(C(=O)O)c1ccc(-c2nccs2)c(O)c1,3.18
1319,CC(C(=O)O)c1ccc(-c2nccs2)c([N+](=O)[O-])c1,2.06
1320,CC(C(=O)O)c1ccc(-c2nccs2)cc1,2.79
1321,CC(C(=O)O)c1ccc(-n2cc3c(c2O)CCCC3)cc1,3.07
1322,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,3.4
1323,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,2.77
1324,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,3.23
1325,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.1375
1326,CC(C(N)=O)c1ccc(-n2sc3ccccc3c2=O)cc1,2.07
1327,CC(C(N)=O)n1nc2ccccc2n1,0.86
1328,CC(C(N)=O)n1nnc2ccccc21,0.35
1329,CC(C(O)c1ccccc1)N(C)C,1.7
1330,CC(C(c1ccccc1)c1ccccc1)[N+](=O)[O-],3.91
1331,CC(C)(C#N)N=NC(C)(C)C#N,1.1
1332,CC(C)(C#N)N=c1[nH]c(Cl)nc(=NC2CC2)[nH]1,1.99
1333,CC(C)(C(=O)O)C(=O)O,0.39
1334,CC(C)(C(=O)O)n1nc2ccccc2n1,0.64
1335,CC(C)(C(=O)O)n1nnc2ccccc21,-0.2
1336,CC(C)(C(N)=O)n1nc2ccccc2n1,1.16
1337,CC(C)(C(N)=O)n1nnc2ccccc21,0.76
1338,CC(C)(C)C,3.11
1339,CC(C)(C)C#N,1.08
1340,CC(C)(C)C(=O)C(C#N)=NNc1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.44
1341,CC(C)(C)C(=O)C(C#N)=NNc1cc(C(F)(F)F)ccc1Cl,5.31
1342,CC(C)(C)C(=O)C(C#N)=NNc1cc(Cl)c(Cl)cc1Cl,5.86
1343,CC(C)(C)C(=O)C(C#N)=NNc1ccc(Cl)cc1C(F)(F)F,5.67
1344,CC(C)(C)C(=O)C(C#N)=NNc1cccc(Cl)c1,4.62
1345,CC(C)(C)C(=O)C(C)(C)C,3.0
1346,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.77
1347,CC(C)(C)C(=O)C1[C@H](c2ccsc2)C(C#N)(C#N)[C@H]2C=Cc3ccccc3N12,3.37
1348,CC(C)(C)C(=O)CC(C(O)C(C)(C)C)n1cncn1,1.95
1349,CC(C)(C)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.33
1350,CC(C)(C)C(=O)NN,-0.35
1351,CC(C)(C)C(=O)NN1CC=CCC1,1.03
1352,CC(C)(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.88
1353,CC(C)(C)C(=O)Nc1ccc(NC(=O)C(C)(C)C)cc1,2.79
1354,CC(C)(C)C(=O)Nc1ccc2nn(C3CCCC3)nc2c1,3.4
1355,CC(C)(C)C(=O)Nc1ccccc1,1.99
1356,CC(C)(C)C(=O)O,1.48
1357,CC(C)(C)C(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1,0.6
1358,CC(C)(C)C(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)CC1O,1.34
1359,CC(C)(C)C(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,0.3
1360,CC(C)(C)C(=O)OCOC(=O)C1=C(CSc2nncs2)CSC2C(NC(=O)Cn3cnnn3)C(=O)N12,1.45
1361,CC(C)(C)C(=O)OCOc1ccccc1C(=O)NCN1CCOCC1,1.81
1362,CC(C)(C)C(=O)OCOc1ccccc1C(N)=O,2.0
1363,CC(C)(C)C(=O)OCn1cc(F)c(=O)n(COC(=O)C(C)(C)C)c1=O,2.54
1364,CC(C)(C)C(=O)OCn1cc2c(=O)[nH]cnc2n1,0.79
1365,CC(C)(C)C(=O)OCn1cc2c(=O)n(COC(=O)C(C)(C)C)cnc2n1,2.34
1366,CC(C)(C)C(=O)OCn1cnc2c(cnn2COC(=O)C(C)(C)C)c1=O,2.5
1367,CC(C)(C)C(=O)OCn1ncc2c(=O)[nH]cnc21,1.07
1368,CC(C)(C)C(=O)c1ccccc1,3.0
1369,CC(C)(C)C(COc1ccc(-c2ccccc2)cc1)OC(=O)n1ccnc1,4.56
1370,CC(C)(C)C(COc1ccc(-c2ccccc2)cc1)OC(=S)n1ccnc1,6.06
1371,CC(C)(C)C(COc1ccc(Br)cc1)OC(=O)n1ccnc1,4.37
1372,CC(C)(C)C(COc1ccc(Br)cc1)OC(=S)n1ccnc1,5.11
1373,CC(C)(C)C(COc1ccc(C#N)cc1)OC(=O)n1ccnc1,3.15
1374,CC(C)(C)C(COc1ccc(C(F)(F)F)cc1)OC(=O)n1ccnc1,4.15
1375,CC(C)(C)C(COc1ccc(Cl)cc1)OC(=O)n1ccnc1,4.19
1376,CC(C)(C)C(COc1ccc(Cl)cc1)OC(=S)n1ccnc1,4.96
1377,CC(C)(C)C(COc1ccc(F)cc1)OC(=O)n1ccnc1,3.68
1378,CC(C)(C)C(COc1ccc(F)cc1)OC(=S)n1ccnc1,4.37
1379,CC(C)(C)C(COc1ccc(I)cc1)OC(=O)n1ccnc1,4.3
1380,CC(C)(C)C(COc1ccc(S(C)(=O)=O)cc1)OC(=O)n1ccnc1,2.59
1381,CC(C)(C)C(COc1ccc([N+](=O)[O-])cc1)OC(=O)n1ccnc1,3.35
1382,CC(C)(C)C(COc1ccccc1)OC(=O)n1ccnc1,3.58
1383,CC(C)(C)C(COc1ccccc1)OC(=S)n1ccnc1,4.27
1384,CC(C)(C)C(N)C(=O)O,-1.77
1385,CC(C)(C)C(N)Cc1ccccc1,2.91
1386,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,3.7
1387,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1)n1cncn1,3.67
1388,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,4.3
1389,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,3.2
1390,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,3.8
1391,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,4.16
1392,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,3.0866666666666664
1393,CC(C)(C)C1(C)C(=O)NC(=O)NC1=O,0.8
1394,CC(C)(C)C1(C)OC(C(N)=O)C(C(N)=O)O1,1.6
1395,CC(C)(C)C1(Cl)C(=O)NC(=O)NC1=O,0.82
1396,CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,5.2
1397,CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,4.42
1398,CC(C)(C)C1=NS(=O)(=O)c2cc(Cl)ccc2N1,2.4
1399,CC(C)(C)C1CCC(=Cc2c(O)c(O)c3ccccc3c2O)CC1,7.02
1400,CC(C)(C)C1CCC(O)CC1,3.1133333333333333
1401,CC(C)(C)C1CCC(c2ccccc2)(N2CCCCC2)CC1,6.67
1402,CC(C)(C)C1CCCCC1,5.04
1403,CC(C)(C)C1CCN(N=O)CC1,2.54
1404,CC(C)(C)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.36
1405,CC(C)(C)CC(N)C(=O)O,-1.42
1406,CC(C)(C)CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,2.71
1407,CC(C)(C)CNC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.61
1408,CC(C)(C)CO,1.31
1409,CC(C)(C)COC(N)=O,0.94
1410,CC(C)(C)N,0.4
1411,CC(C)(C)N(CC(O)COc1ccccc1)CC(O)COc1ccccc1,3.99
1412,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,3.22
1413,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,3.51
1414,CC(C)(C)N(NC(=O)c1ccc(F)cc1)C(=O)c1ccccc1Cl,2.87
1415,CC(C)(C)N(NC(=O)c1cccc(Cl)c1)C(=O)c1ccccc1Cl,3.49
1416,CC(C)(C)N(NC(=O)c1cccc(F)c1)C(=O)c1ccccc1Cl,2.88
1417,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(Cl)cccc1Cl,2.56
1418,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)c(F)c(F)c(F)c1F,3.25
1419,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)cccc1Cl,2.34
1420,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)cccc1F,2.16
1421,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cc(Cl)ccc1Cl,3.36
1422,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cc(F)c(F)c(F)c1F,3.44
1423,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Br)cc1,3.66
1424,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(C#N)cc1,2.5
1425,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(C(F)(F)F)cc1,3.77
1426,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)c(Cl)c1,4.25
1427,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,3.42
1428,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1Cl,3.55
1429,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(F)cc1,2.85
1430,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(I)cc1,3.78
1431,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1,2.63
1432,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Br)c1,3.49
1433,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(C#N)c1,2.34
1434,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(C(F)(F)F)c1,3.61
1435,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1,3.28
1436,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1Cl,3.41
1437,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(F)c1,2.78
1438,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(I)c1,3.72
1439,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc([N+](=O)[O-])c1,2.73
1440,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1,2.45
1441,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Br,2.69
1442,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1C(F)(F)F,2.85
1443,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Cl,2.59
1444,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1F,2.38
1445,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1I,2.83
1446,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1[N+](=O)[O-],2.27
1447,CC(C)(C)N(NC(=O)c1ccccc1Cl)C(=O)c1ccccc1Cl,2.75
1448,CC(C)(C)N(NC(=O)c1ccccc1F)C(=O)c1ccccc1Cl,2.63
1449,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,3.03
1450,CC(C)(C)NC(=O)C1CN(C(=O)OCc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,4.67
1451,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,2.92
1452,CC(C)(C)NC(=O)C1CN(S(=O)(=O)c2cccc3cccnc23)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,3.7
1453,CC(C)(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.33
1454,CC(C)(C)NC(=O)COC(=O)c1ccccc1,2.26
1455,CC(C)(C)NC(=O)NN,-0.81
1456,CC(C)(C)NC(=O)NS(=O)(=O)c1ccccc1,1.95
1457,CC(C)(C)NC(=S)Nc1ccc(F)cc1,2.71
1458,CC(C)(C)NC(O)=NO,0.5
1459,CC(C)(C)NCC(O)COC1CCCc2ccccc21,3.55
1460,CC(C)(C)NCC(O)COCC=Cc1ccccc1,2.29
1461,CC(C)(C)NCC(O)COCCCc1ccccc1,2.58
1462,CC(C)(C)NCC(O)COCCOc1ccccc1,2.35
1463,CC(C)(C)NCC(O)COCCc1ccccc1,2.52
1464,CC(C)(C)NCC(O)COCc1ccccc1,1.7
1465,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.81
1466,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,2.4
1467,CC(C)(C)NCC(O)COc1ccccc1,1.5
1468,CC(C)(C)NCC(O)COc1ccccc1C#N,1.6
1469,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,4.15
1470,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,1.83
1471,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.405
1472,CC(C)(C)NCCO,0.41
1473,CC(C)(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.68
1474,CC(C)(C)NSc1nc2ccccc2s1,4.67
1475,CC(C)(C)O,0.35
1476,CC(C)(C)OC(=O)C(C(=O)OC(C)(C)C)=C1SCCS1,4.01
1477,CC(C)(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,2.68
1478,CC(C)(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,3.06
1479,CC(C)(C)OC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1,3.6
1480,CC(C)(C)OC(=O)N1CCCC1C(=O)Oc1ccc2c(=O)c(-c3ccc(F)cc3)coc2c1,5.77
1481,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,2.79
1482,CC(C)(C)OC(N)=O,0.48
1483,CC(C)(C)OCCO,0.39
1484,CC(C)(C)S(=O)(=O)C(C#N)C=Nc1ccc(OC(F)(F)F)cc1,4.28
1485,CC(C)(C)S(=O)(=O)CC(Cc1cccc2ccccc12)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1,3.15
1486,CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1,2.75
1487,CC(C)(C)Sc1nc2c(=N)[nH]cnc2n1C1OC2COP(=O)(OCc3ccccc3)OC2C1O,2.05
1488,CC(C)(C)Sc1nc2c(=N)[nH]cnc2n1C1OC2CO[PH](=O)(=O)OC2C1O,-1.05
1489,CC(C)(C)[N+](=O)[O-],1.17
1490,CC(C)(C)[N+]([O-])=Cc1ccc(F)cc1,1.42
1491,CC(C)(C)[N+]([O-])=Cc1ccccc1,1.26
1492,CC(C)(C)[N+]([O-])=NC#N,1.4
1493,CC(C)(C)c1c(O)[nH]c(=O)[nH]c1=O,0.28
1494,CC(C)(C)c1cc(-c2nc(-c3ccc(C(F)(F)F)cn3)no2)n(Cc2ccccc2)n1,6.58
1495,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,6.06
1496,CC(C)(C)c1cc(C(F)(F)F)nc(SCCNC(=O)C2CCCCC2)n1,5.77
1497,CC(C)(C)c1cc(C(O)CCC2CCNCC2)c2ccccc2n1,3.63
1498,CC(C)(C)c1cc(C2C(=O)c3ccccc3C2=O)cc(C(C)(C)C)c1,6.86
1499,CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1.36
1500,CC(C)(C)c1cc(Cc2ccccc2)[nH]n1,4.35
1501,CC(C)(C)c1cc(O)ccc1[N+](=O)[O-],3.65
1502,CC(C)(C)c1cc(OC2OC(CO)C(O)C(O)C2O)cc(C(C)(C)C)c1,2.73
1503,CC(C)(C)c1ccc(-c2nc3cccnc3[nH]2)cc1,4.82
1504,CC(C)(C)c1ccc(C(=O)NN=Cc2ccccc2O)cc1,4.73
1505,CC(C)(C)c1ccc(C(=O)O)cc1,3.85
1506,CC(C)(C)c1ccc(C(N)=O)cc1,2.51
1507,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5.72
1508,CC(C)(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,4.88
1509,CC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,4.05
1510,CC(C)(C)c1ccc(CC(=O)O)cc1,2.98
1511,CC(C)(C)c1ccc(CC2CCCC2(O)Cn2cncn2)cc1,3.97
1512,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,5.51
1513,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,6.37
1514,CC(C)(C)c1ccc(N)cc1,2.7
1515,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,5.19
1516,CC(C)(C)c1ccc(O)cc1,3.31
1517,CC(C)(C)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,1.18
1518,CC(C)(C)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.82
1519,CC(C)(C)c1ccc([N+](=O)[O-])cc1,3.89
1520,CC(C)(C)c1ccc2c(c1)OCCOCCOCCOCCO2,2.26
1521,CC(C)(C)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,1.71
1522,CC(C)(C)c1ccc2oc(N(N)CCC#N)nc2c1,2.82
1523,CC(C)(C)c1cccc(C(C)(C)C)c1O,4.92
1524,CC(C)(C)c1cccc(C(C)(C)C)n1,4.14
1525,CC(C)(C)c1cccc(C2C(=O)c3ccccc3C2=O)c1,4.88
1526,CC(C)(C)c1cccc(O)c1,3.3
1527,CC(C)(C)c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,1.01
1528,CC(C)(C)c1cccc(OCC(=O)O)c1,2.96
1529,CC(C)(C)c1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,5.12
1530,CC(C)(C)c1ccccc1,4.11
1531,CC(C)(C)c1ccccc1O,3.31
1532,CC(C)(C)c1ccccc1OCC(=O)O,3.33
1533,CC(C)(C)c1ccccn1,2.4
1534,CC(C)(C)c1n[nH]c(=N)o1,0.48
1535,CC(C)(C)c1noc(C=NO)n1,2.15
1536,CC(C)(C)n1ccnc1C=NO,0.85
1537,CC(C)(CCC(=O)O)C(=O)O,0.67
1538,CC(C)(CN1CCCCC1)C(=O)c1ccccc1,3.78
1539,CC(C)(CNCCc1ccc(O)c2[nH]c(=O)sc12)CSCCOCCc1ccccc1N,3.44
1540,CC(C)(Cc1ccccc1)NC(=O)N(CCCl)N=O,3.73
1541,CC(C)(N)Cc1ccc(Cl)cc1,2.6
1542,CC(C)(N)Cc1ccccc1,1.9
1543,CC(C)(NC(=O)C(Br)C(C)(C)C)c1ccccc1,3.47
1544,CC(C)(NC(=O)N(CCCl)N=O)C(=O)O,1.74
1545,CC(C)(O)C(=O)Nc1ccc(Cl)cc1,2.0
1546,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.7
1547,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])cc1,1.61
1548,CC(C)(O)C(=O)O,-0.36
1549,CC(C)(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,3.25
1550,CC(C)(O)C(Cl)(Cl)Cl,2.03
1551,CC(C)(O)C(F)(F)F,1.04
1552,CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-0.09
1553,CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,1.4
1554,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,5.5
1555,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,2.57
1556,CC(C)(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.76
1557,CC(C)(S)C(N)C(=O)O,-1.78
1558,CC(C)(SC(=O)N1CCCCC1)c1ccccc1,4.02
1559,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,3.32
1560,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,4.3
1561,CC(C)=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(O)C12,1.47
1562,CC(C)=C1CCC(C)CC1=O,3.08
1563,CC(C)=CC(=O)OCC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,2.26
1564,CC(C)=CC1C(C(=O)OCc2ccc(C#N)cc2)C1(C)C,4.91
1565,CC(C)=CC1C(C(=O)OCc2cccc([N+](=O)[O-])c2)C1(C)C,5.2
1566,CC(C)=CC1C(C(=O)OCc2ccccc2)C1(C)C,5.49
1567,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,6.14
1568,CC(C)=CC1C(C(=O)OCn2c(O)c3c(c2O)CCC=C3)C1(C)C,4.73
1569,CC(C)=CC=C(C)C,3.5
1570,CC(C)=CCC1(C(C)(C)C)C(=O)NC(=O)NC1=O,2.56
1571,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,2.23
1572,CC(C)=CCC1(C)C(=O)NC(=O)NC1=O,1.17
1573,CC(C)=CCCC(C)=CCO,3.515
1574,CC(C)=CCCC(C)CC=O,3.83
1575,CC(C)=CCCC(C)CCO,3.91
1576,CC(C)=CCCC1=NN(C=O)[C@@](C)(CCC=C(C)C)C1,5.02
1577,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,4.64
1578,CC(C)=NC(=O)CNC(=O)C=[NH+][NH-],-0.41
1579,CC(C)=NN(C)P(=O)(N1CC1)N1CC1,0.51
1580,CC(C)=NN(c1ccccc1)P(=O)(N1CC1)N1CC1,0.57
1581,CC(C)=NNP(=O)(N1CC1)N1CC1,0.45
1582,CC(C)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.05
1583,CC(C)=NO,0.12
1584,CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,4.6
1585,CC(C)C#N,0.46
1586,CC(C)C(=O)C(C)C,1.86
1587,CC(C)C(=O)CC(=O)C(C)C,2.22
1588,CC(C)C(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.6
1589,CC(C)C(=O)NC(=O)C1CCC1,0.26
1590,CC(C)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.79
1591,CC(C)C(=O)NC(N)=O,0.04
1592,CC(C)C(=O)NCCNCC(O)COC1CCCc2ccccc21,1.99
1593,CC(C)C(=O)NCCNCC(O)COCC=Cc1ccccc1,0.51
1594,CC(C)C(=O)NCCNCC(O)COCCCc1ccccc1,1.25
