,smiles,pH,logD
738,CC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,7.4,3.6
739,CC(NC(=O)c1cc(=O)[nH]c2ccccc12)c1ccccc1,7.4,2.2
740,CC(NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1,7.4,1.47
741,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,7.4,2.365
742,CC(NCC(O)c1ccc([N+](=O)[O-])cc1)C12CC3CC(CC(C3)C1)C2,7.4,3.53
743,CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F,7.4,3.07
744,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,7.4,3.12
745,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F,7.4,2.78
746,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,7.4,2.98
747,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2cccnc2)cc1)C(F)(F)F,7.4,2.08
748,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccncc2)cc1)C(F)(F)F,7.4,2.15
749,CC(O)(C(=O)Nc1ccc2c(c1)-c1ccccc1S2(=O)=O)C(F)(F)F,7.4,3.0
750,CC(O)(C(=O)c1ccccc1)c1ccccc1,7.4,2.92
751,CC(O)C(C)OC(=O)C1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,7.4,2.8
752,CC(O)C(NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(O)=NO,7.4,2.03
753,CC(O)c1c(O)c(=O)ccn1CCCO,7.4,-1.12
754,CC(O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,7.4,0.25
755,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,7.4,0.48
756,CC(Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,7.4,1.66
757,CC(Oc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,7.4,3.67
758,CC(Oc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,7.4,3.56
759,CC(Oc1cccc2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,7.4,2.89
760,CC(Oc1cccc2[nH]cnc(=Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1,7.4,2.82
761,CC(Oc1cccc2[nH]cnc(=Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N1CCOCC1,7.4,2.81
762,CC([NH3+])C(=O)N1CCCC1C(=O)[O-],7.0,-1.79
763,CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,7.4,2.05
764,CC(c1cc2ccccc2s1)N(O)C(N)=O,7.4,2.05
765,CC(c1ccccc1)C(Cc1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,7.4,4.48
766,CC(c1ccccc1)N1Cc2ccccc2C1=O,7.4,3.0
767,CC(c1ccccn1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,7.4,0.51
768,CC(c1ccsc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,7.4,0.9
769,CC(c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,7.4,2.9
770,CC(c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,7.4,1.9249999999999998
771,CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,7.4,4.15
772,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,7.4,3.89
773,CC1(C(=O)NC2CCCCC2)CCC(=O)N1Cc1cccs1,7.4,2.15
774,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,7.4,3.73
775,CC1(C)C(=O)Nc2ccccc21,7.4,2.3
776,CC1(C)CC(=O)c2c([nH]c3ccccc3c2=N)C1,7.4,3.0
777,CC1(C)CCC(NC(=O)C(N)CCC(=O)O)CC1,7.4,-0.27
778,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,7.4,0.64
779,CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1,7.4,1.29
780,CC1(C)COCc2sc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)CC3)nc21,7.4,2.4
781,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,7.4,3.07
782,CC1(C)N=C(N)N=C(N)N1OCCCOc1ccc(Cl)cc1Cl,7.4,3.39
783,CC1(C)N=C(N)N=C(N)N1OCCc1ccc2ccccc2c1,7.4,2.92
784,CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,7.4,0.79
785,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,7.4,1.74
786,CC1(C)Oc2[nH]cnc(=N)c2N=C1c1ccc(C2CCC(CC(=O)O)CC2)cc1,7.4,1.32
787,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,5.5,-1.7
788,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,6.5,-1.7
789,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,7.4,-2.3200000000000003
790,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,7.4,-1.85
791,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,7.4,-0.62
792,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,7.4,2.46
793,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,7.4,3.8
794,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,7.4,3.84
795,CC1(COc2cc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)ccc2NC(=O)CN2CCOCC2)COC1,7.4,2.2
796,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,7.4,1.99
797,CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,7.4,2.54
798,CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1,7.4,1.11
799,CC1(c2ccc(Cl)c(Cl)c2)CC(=O)N=C(N)N1,7.4,1.59
800,CC1(c2ccc(Cl)cc2)CCN(C(=O)COCc2ccncc2)CC1,7.4,2.79
801,CC1(c2ccccc2)C(=O)NC(=O)NC1=O,7.4,1.51
802,CC1(c2ccccc2)CC(=O)N=C(N)N1,7.4,0.62
803,CC1(c2nc(N3CCOCC3)ncc2C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)CC1,7.4,2.0
804,CC12CC3CC(C)(C1)CC(N)(C3)C2,7.4,0.06
805,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,7.4,1.53
806,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,7.4,3.3
807,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,7.4,3.9
808,CC12NC(Cc3ccccc31)c1ccccc12,7.4,1.7
809,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,7.4,-1.315
810,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,7.4,-1.0
811,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,7.4,0.12
812,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,7.4,-0.01
813,CC1=C(SC2CN(C3=NCCS3)C2)C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C([C@@H](C)O)[C@@H]12,7.4,2.1
814,CC1=C(c2c(C)c(O)c3c(C=Cc4ccc(C)cc4)c(O)c(O)cc3c2O)C(=O)c2cc(O)c(O)c(CCc3ccc(C)cc3)c2C1=O,7.4,3.36
815,CC1=C2CC(=O)C=C[C@]2(C)[C@@H]2[C@H](O)C[C@]3(C)[C@H](CC[C@]3(O)C(=O)CO)[C@H]2C1,7.4,2.1
816,CC1=C2CC(=O)C=C[C@]2(C)[C@H]2[C@@H](O)C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)CO)[C@@H]2C1,7.4,2.1950000000000003
817,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,7.4,2.63
818,CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,7.4,1.7
819,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,7.4,1.05
820,CC1=N[SH](=O)(c2cccc(-c3ccc(C)cc3)c2)NC1=O,7.4,1.6
821,CC1=N[SH](=O)(c2cccc(-c3cccc(C#N)c3)c2)NC1=O,7.4,0.4
822,CC1C(=O)NC(Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O[C@H](C)CNC(C2CC2)C(=O)N1C,7.4,3.3
823,CC1C(=O)Nc2ccccc2N1C(=O)c1ccccc1,7.4,2.11
824,CC1CC(=O)Nc2ccccc2N1,7.4,0.56
825,CC1CC(CN)CC(CO)C1,7.4,-1.4
826,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,7.4,2.31
827,CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,7.4,3.56
828,CC1CCN(C(=O)c2scc3c2OCCO3)CC1,7.4,2.26
829,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,7.4,0.74
830,CC1CN(C(=O)c2cc3ccccc3[nH]2)CCN1,7.4,0.94
831,CC1CN(C(=O)c2ccccc2)c2ccccc2NC1=O,7.4,1.73
832,CC1CN(C(=O)c2n[nH]c3c(-c4ncccn4)cccc3c2=N)C1,7.4,1.21
833,CC1CN(C)C(C)c2cc(C=O)[nH]c21,7.4,0.69
834,CC1CN(C)C(C)c2cc([N+](=O)[O-])[nH]c21,7.4,1.14
835,CC1CN(C)C(C)c2cc[nH]c21,7.4,-0.41
836,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,7.4,0.31
837,CC1CN(S(=O)(=O)c2ccccc2)CCN1Cc1cc(Cl)ccc1OCC(=O)O,7.4,0.69
838,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(Cl)cc2Cl)CC(C)N1,7.4,-0.03
839,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC(C)N1,7.4,-1.11
840,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CC(C)N1,7.4,-0.73
841,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2)CC(C)N1,7.4,-0.12
842,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2F)CC(C)N1,7.4,-0.23
843,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,7.4,-0.45
844,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,7.4,1.83
845,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,7.4,-0.8
846,CC1SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,7.4,-0.62
847,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,7.4,-1.1
848,CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@@H]21,7.4,0.23
849,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,7.4,5.07
850,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,7.4,1.3
851,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,7.4,3.34
852,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,7.4,2.39
853,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,7.4,2.6500000000000004
854,CCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,7.4,1.22
855,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,7.4,2.57
856,CCC(=O)N[C@H]1CCC(C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,7.4,3.4
857,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,7.4,3.3
858,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,7.4,2.54
859,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,7.4,1.55
860,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.4,3.7
861,CCC(C)(C)CC(c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,7.4,1.37
862,CCC(C)(CC)CC(c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,7.4,1.97
863,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,7.4,1.07
864,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,7.4,-0.76
865,CCC(C)C(N)C(=O)O,7.4,0.69
866,CCC(C)C(N=c1[nH]c2ccccc2c(=O)o1)C(=O)OC,7.4,2.6
867,CCC(C)C(NC(=O)C(C)[NH3+])C(=O)[O-],7.0,-2.6
868,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C([NH3+])C=O)C([O-])O,7.0,-1.99
869,CCC(C)C(NC(=O)C(CC(C)C)NC(C)=O)C(N)=O,7.0,0.68
870,CCC(C)C(NC(=O)C(CC(N)=O)NC(C)=O)C(N)=O,7.0,-1.43
871,CCC(C)C(NC(=O)C(CCCC[NH3+])NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,7.0,-1.46
872,CCC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(C)=O)C(=O)NCC(N)=O,7.0,0.62
873,CCC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(C)[NH3+])C(=O)[O-],7.0,-2.04
874,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(C)=O)C(=O)NCC(N)=O,7.0,0.34
875,CCC(C)C(NC(=O)C(NC(=O)C([NH3+])CC(C)C)C(C)=O)C([O-])O,7.0,-2.3
876,CCC(C)C(NC(=O)C(NC(=O)C([NH3+])CC(C)C)C(C)CC)C(=O)[O-],7.0,-1.11
877,CCC(C)C(NC(=O)C(NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C)C(N)=O,7.0,0.49
878,CCC(C)C(NC(=O)C(NC(=O)[C@H](C)NC(C)=O)C(C)C)C(N)=O,7.0,-0.2
879,CCC(C)C(NC(=O)C(NC(C)=O)C(C)=O)C(N)O,7.0,-0.86
880,CCC(C)C(NC(=O)C(NC(C)=O)C(C)C)C(=O)NCC(N)=O,7.0,-0.45
881,CCC(C)C(NC(=O)C([NH3+])CC(C)C)C(=O)NC(C(=O)[O-])C(C)O,7.0,-2.14
882,CCC(C)C(NC(=O)C([NH3+])CC(C)C)C(=O)[O-],7.0,-1.64
883,CCC(C)C(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)[O-],7.0,-1.49
884,CCC(C)C(NC(=O)C([NH3+])Cc1ccccc1)C(=O)NC(C(=O)[O-])C(C)O,7.0,-1.95
885,CCC(C)C(NC(=O)C([NH3+])[C@@H](C)CC)C(=O)NC(C(=O)[O-])[C@@H](C)O,7.0,-2.23
886,CCC(C)C(NC(=O)C([NH3+])[C@@H](C)CC)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-],7.0,-0.99
887,CCC(C)C(NC(=O)C([NH3+])[C@@H](C)CC)C(=O)[O-],7.0,-1.82
888,CCC(C)C(NC(=O)C1CCCN1C(=O)C(C)[NH3+])C(=O)[O-],7.0,-1.65
889,CCC(C)C(NC(=O)C1CCC[NH2+]1)C(=O)[O-],7.0,-2.56
890,CCC(C)C(NC(=O)CNC(=O)C([NH3+])C(C)=O)C([O-])O,7.0,-1.66
891,CCC(C)C(NC(=O)CNC(=O)C1CCCN1C(=O)C(C)[NH3+])C(=O)[O-],7.0,-1.69
892,CCC(C)C(NC(=O)CNC(=O)C1CCCN1C(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)[O-],7.0,-1.65
893,CCC(C)C(NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(C)=O)C(N)=O,7.2,2.0
894,CCC(C)C(NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H]([NH3+])Cc1ccccc1)C(=O)[O-],7.0,-1.87
895,CCC(C)C(NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(C)=O)[C@@H](C)CC)C(N)=O,7.2,1.17
896,CCC(C)C(NC(=O)[C@@H]([NH3+])CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)[O-])[C@@H](C)CC,7.0,-0.49
897,CCC(C)C(NC(=O)[C@@H]([NH3+])[C@@H](C)CC)C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])C(C)C)C(C)C,7.0,-1.41
898,CCC(C)C(NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]([NH3+])[C@@H](C)CC)C(=O)[O-],7.0,-2.82
899,CCC(C)C(NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CCC(=O)[O-])C(N)=O,7.0,-1.87
900,CCC(C)C(NC(=O)[C@H](CCC(=O)O)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,7.0,-1.57
901,CCC(C)C(NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,7.0,-0.9
902,CCC(C)C(NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]([NH3+])[C@@H](C)CC)C(=O)N[C@H](C(=O)[O-])C(C)C,7.0,-1.09
903,CCC(C)C(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCSC)NC(=O)[C@@H]([NH3+])C(C)C)C(=O)[O-],7.0,-0.63
904,CCC(C)C(NC(=O)[C@H](Cc1cnc[nH]1)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,7.0,0.36
905,CCC(C)C(NC(C)=O)C(=O)NC(C(N)=O)C(C)C,7.0,0.16
906,CCC(C)C(NC(C)=O)C(=O)NC(C)C(=O)N[C@H](C(N)=O)C(C)C,7.0,-0.21
907,CCC(C)C(NC(C)=O)C(=O)NC(CC(N)=O)C(N)=O,7.0,-1.41
908,CCC(C)C(NC(C)=O)C(=O)NC(CCSC)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,7.0,0.23
909,CCC(C)C(NC(C)=O)C(=O)NC(Cc1ccccc1)C(=O)N[C@@H](C)C(N)=O,7.0,0.52
910,CCC(C)C(NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(N)=O,7.0,-1.9
911,CCC(C)C(NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,7.0,-0.93
912,CCC(C)C(NC(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(N)=O)C(C)C,7.0,-0.33
913,CCC(C)C([NH3+])C(=O)NC(C=O)C(=O)NC(CC(C)C)C([O-])O,7.0,-2.28
914,CCC(C)C([NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)[O-])C(C)C,7.0,-1.77
915,CCC(C)CNC1=NS(=O)(=O)c2sc(Cl)cc2N1,7.4,3.14
916,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,7.4,2.78
917,CCC(C)N=c1[nH]c(C#N)nc(N2CCOCC2)c1N,7.4,2.8
918,CCC(C)NC(=O)c1c(C)[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,0.66
919,CCC(C)c1ccc(N=C(N)Nc2ccc(C(C)CC)cc2)cc1,7.4,3.94
920,CCC(C)c1ccc(N=C(N)Nc2ccc3c4c(cccc24)CC3)cc1,7.4,3.31
921,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,7.4,5.845000000000001
922,CCC(CC)CC(c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,7.4,1.68
923,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,7.4,2.7
924,CCC(CC)NC(=O)c1c(C)[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,1.35
925,CCC(CC)NC(=O)c1c(C)[nH]n(C(C)C)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,0.92
926,CCC(CC)NC(=O)c1c[nH]n(-c2ccccc2)c1=NS(=O)(=O)C1CCCC1,7.4,0.69
927,CCC(CC)NC(=O)c1c[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(-c2cnco2)cc1,7.4,0.8
928,CCC(CC)NC(=O)c1c[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,0.79
929,CCC(CC)NC(=O)c1c[nH]n(-c2ccccc2Cl)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,0.65
930,CCC(CC)NC(=O)c1c[nH]n(-c2ccccn2)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,0.27
931,CCC(CC)NC(=O)c1c[nH]n(C)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,0.36
932,CCC(CC)NC(=O)c1c[nH]n(Cc2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,1.52
933,CCC(CC)NC(=O)c1cn(-c2ccccc2)[nH]c1=NS(=O)(=O)c1ccc(C)cc1,7.4,2.51
934,CCC(CC)NC(=O)c1n[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,0.46
935,CCC(CC)n1[nH]c(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,1.88
936,CCC(CCNC)Oc1cc(Cl)ccc1C#N,7.4,0.38
937,CCC(CO)NCCNC(CC)CO,7.4,-1.42
938,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,7.4,3.77
939,CCC(N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1,7.4,2.6
940,CCC(N=c1[nH]cnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,7.4,2.72
941,CCC(NC(=O)C([NH3+])CC(C)C)C(=O)NC(CC(C)C)C(=O)[O-],7.0,-1.57
942,CCC(NC(=O)c1ccc(C)cc1)c1nc2ccsc2c(=O)n1Cc1ccccc1,7.4,4.14
943,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,7.4,2.32
944,CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccccc1,7.4,2.14
945,CCC(O)c1c(O)c(=O)cc(C)n1C,7.4,-0.13
946,CCC(Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O,7.4,0.31
947,CCC(c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,7.4,0.22
948,CCC(c1ccccn1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,7.4,0.8
949,CCC(c1cccnc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,7.4,0.7
950,CCC(c1ccncc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,7.4,0.6
951,CCC(c1nc2ccn(C)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,1.8
952,CCC(c1nc2ccoc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,1.37
953,CCC(c1nc2ccsc2c(=O)n1Cc1ccc(C)cc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,1.69
954,CCC(c1nc2ccsc2c(=O)n1Cc1ccc(Cl)cc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,2.32
955,CCC(c1nc2ccsc2c(=O)n1Cc1ccc(OC)cc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,2.15
956,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CC1CCNCC1)C(=O)c1ccc(C)cc1,7.4,1.33
957,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C(C)C)cc1,7.4,2.72
958,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,1.81
959,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)nc1,7.4,2.56
960,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(OC)cc1,7.4,1.39
961,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccccc1,7.4,1.38
962,CCC(c1nc2ccsc2c(=O)n1Cc1cccnc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,0.01
