,Unnamed: 0,smiles,logP,Energy
1432,1369,CC(C)(C)C(=O)c1ccccc1,3.0,
1433,11028,Nc1ccc(C(=O)O)c(I)c1,1.65,
1434,13327,Oc1ccc(F)c2cccnc12,2.3,
1435,12498,O=S1(=O)N=C(C2CCCC2)Nc2ccccc21,1.83,
1436,13939,CCCCCCCC(=O)OC,,-2.04
1437,9224,Cc1nnc(C)s1,0.03,
1438,6655,COC(=O)c1cc(O)c(O)c(O)c1,0.86,
1439,4647,CCOC(=O)C(Cc1ccccc1)=NC=O,2.48,
1440,12048,O=C(c1ccccc1)c1ccccn1,1.88,
1441,2457,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC1OC(CO)C(O)C(O)C1O,0.49,
1442,2660,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC21C,3.46,
1443,12618,O=[N+]([O-])c1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,2.75,
1444,3124,CCCC(C)=O,0.91,-3.52
1445,2990,CCC1(c2ccccc2)NC(=O)NC1=O,1.53,
1446,9266,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.91,
1447,3932,CCCN(C)N=O,0.56,
1448,6362,CNCCCN1c2ccccc2CCc2ccccc21,4.54,
1449,6444,COC(=O)C(C#N)=NNc1cc(Cl)cc(Cl)c1,4.5,
1450,7707,COc1ccc2cnccc2c1,2.22,
1451,12187,O=C1CCCC1,0.38,-4.7
1452,2940,CCC(O)CCC(F)(F)F,1.7,
1453,10387,N=c1nc(-c2cccc(C(F)(F)F)c2)[nH]c(=N)[nH]1,2.67,
1454,5210,CCS(=O)c1ccc(Cl)cc1S(C)(=O)=O,2.31,
1455,5964,CN1C(=O)CN=C(c2ccc(Cl)cc2)c2cc(F)ccc21,3.1,
1456,9908,FC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.19,
1457,11466,O=C(NCO)c1ccccc1,0.4,
1458,12976,O=c1ccn(C2C=CC(CO)O2)c(=O)[nH]1,-1.07,
1459,520,CC(=C(C#N)C#N)c1ccccc1,2.1,
1460,54,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,3.43,
1461,8999,Cc1ccccc1C(N)=O,0.76,
1462,3078,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1.71,
1463,8093,CSCCC(N)C(=O)NC(CC(C)C)C(=O)O,-1.84,
1464,11362,O=C(Cc1ccccc1)Nc1cccc(I)c1,3.91,
1465,2906,CCC(CC)C(=O)NS(=O)(=O)c1ccc(C)cc1N,2.18,
1466,3753,CCCCNP(=O)(OC)SC,0.94,
1467,7975,COc1ncnc2c1ncn2C1OC(CO)CC1F,0.25,
1468,13336,Oc1ccc(O)cc1,0.59,
1469,4129,CCCS(=O)c1sccc1[N+](=O)[O-],2.52,
1470,6734,COC(=O)c1ccccc1S(N)(=O)=O,0.01,
1471,1184,CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.26,
1472,13642,c1ccc2c(c1)OCCOCCOCCOCCO2,0.91,
1473,6500,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,4.26,
1474,6382,CNP(=O)(OC)Oc1ccc(SC)cc1,1.81,
1475,709,CC(=O)NC(C(C)=O)C(N)O,-1.57,
1476,13833,COC(OC)(OC)C(F)(F)F,,-0.8
1477,13899,C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-],,-4.29
1478,13378,Oc1cccc2c1CCCC2,2.95,
1479,3824,CCCCO[N+](=O)[O-],2.15,-2.09
1480,261,C=C(C)CC(C)(C)C,4.55,
1481,3850,CCCCOc1cccc(S(N)(=O)=O)c1,2.06,
1482,9043,Cc1ccccc1S(I)=C(N(C)C)N(C)C,-0.1,
1483,11886,O=C(O)c1ccc(Cl)cc1Nc1ccc(I)cc1,5.37,
1484,10962,NS(=O)(=O)c1ccccc1[N+](=O)[O-],0.34,
1485,2193,CC1(C)C(C(=O)N2CCOCC2)CC[C@]1(C)C(=O)N1CCOCC1,2.46,
1486,7368,COc1ccc(-c2ncc[nH]2)c(OC)c1,1.72,
1487,5981,CN1C(=O)SC(=CC=Cc2ccc([N+](=O)[O-])o2)C1=O,1.4,
1488,5214,CCS(=O)c1cnc2ccccc2n1,2.29,
1489,10830,NNC(=O)c1cccc(N)c1,-0.86,
1490,11588,O=C(O)C(Cc1ccccc1)NC(=O)C1CCCN1,-2.07,
1491,5032,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,2.48,
1492,4337,CCN(CC)CCSC(=NO)c1noc(-c2ccccc2)n1,2.13,
1493,3047,CCCC(=NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(COC(F)(F)C(=O)NCCN1CCOCC1)CC1CCCCC1,3.17,
1494,9725,Clc1nc(=Nc2ccccc2Cl)nc(Cl)[nH]1,3.88,
1495,1839,CC(C)N1CCOC(c2cccc(Cl)c2)C1,3.27,
1496,1242,CC(=O)c1cccc(C(C)=O)c1,1.43,
1497,4200,CCCn1c(=O)c(Br)cn(-c2ccccc2C)c1=O,2.82,
1498,10947,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(CC1CCCC1)N2,1.24,
1499,12977,O=c1ccn(C2CC(F)C(CO)O2)c(=O)[nH]1,-0.49,
1500,5039,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5.33,-6.5
1501,9198,Cc1ncc([N+](=O)[O-])n1CCOC(N)=O,-0.29,
1502,10844,NNC(=O)c1ccnc(F)c1,-0.11,
1503,3904,CCCCc1cccc(C2(C(Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,2.3,
1504,5932,CN(N=O)C(C)(C)C,0.81,
1505,8240,Cc1[nH]cnc1CSCCN=c1[nH]cc(Cc2ccc3c(c2)OCO3)c(=O)[nH]1,2.11,
1506,9454,Clc1cc(Cl)cc(Oc2ccc(Cl)c(Cl)c2)c1,6.22,
1507,8511,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,2.3,
1508,11727,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,3.31,
1509,9115,Cc1cncc(C)n1,0.54,
1510,13848,COP(=O)(OC)[C@@H](O)C(Cl)(Cl)Cl,,-12.74
1511,11504,O=C(Nc1ccc(Br)cc1)C(F)(F)F,3.34,
1512,1116,CC(=O)OCc1ccccc1,1.96,
1513,1817,CC(C)N(C(=O)c1ccccc1Cl)C(C)C,3.0,
1514,6165,CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,1.38,
1515,3145,CCCC(N)Cc1ccccc1,2.79,
1516,11847,O=C(O)c1c(F)cccc1Cl,2.11,
1517,1318,CC(C(=O)O)c1ccc(-c2nccs2)c(N)c1,2.45,
1518,9814,Cn1ccc(=O)cc1,-1.22,
1519,4523,CCNC(N)=O,-0.74,
1520,1745,CC(C)CC([NH3+])C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)[O-],-1.56,
1521,11340,O=C(CSc1nnc(-c2cccs2)o1)NCCn1c(O)csc1=O,2.31,
1522,2557,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,1.67,
1523,124,C#CCOc1c(Cl)cc(N=CNOCOCC)cc1Cl,3.5,
1524,163,C(=Cc1ccccn1)c1ccccn1,2.11,
1525,8133,CSc1cccc(CCOCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,1.63,
1526,8343,Cc1c[nH]c2ccccc12,2.6,-5.88
1527,3375,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC,9.32,
1528,2608,CC=NC(=O)CNC(=O)C=[NH+][NH-],-0.62,
1529,6252,CNC(=O)Oc1cccc(C(C)=O)c1,0.9,
1530,7776,COc1cccc(NC(C)=O)c1,1.3,
1531,11291,O=C(CN1CCCCC1)Nc1cccc(Br)c1,3.62,
1532,3912,CCCCc1cssc1=S,3.7,
1533,7577,COc1ccc(O)c(C(=O)O)c1,2.78,
1534,1170,CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1,0.3,
1535,8487,Cc1cc(O)c(C(C)C)cc1Cl,3.92,
1536,13422,S=C=Nc1ccc(-c2ccccc2)cc1,4.66,
1537,95,C#CCN(C)C(C)Cc1ccccc1,2.9,
1538,8359,Cc1cc(=O)[nH]o1,0.46,
1539,8975,Cc1cccc2ncc(-c3ccccc3)c(=O)n12,2.59,
1540,10107,N#Cc1ccc(CC(=O)Nc2ccccc2)cc1,2.82,
1541,7912,COc1ccccc1OCC(=O)NNC(C)C,1.11,
1542,770,CC(=O)NC(CS)C(N)=O,-0.29,
1543,7846,COc1ccccc1C(=O)NCCN,0.0,
1544,11386,O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)CO,-1.85,
1545,262,C=C(C)CC1(CC)C(=O)NC(=S)NC1=O,2.19,
1546,13819,O=c1cc(Cl)[nH]c(=O)[nH]1,,-15.83
1547,1852,CC(C)NC(=O)C=Cc1ncc([N+](=O)[O-])s1,1.76,
1548,13345,Oc1ccc(O)n1-c1cccc(F)c1,0.38,
1549,8495,Cc1cc(O)ccc1[N+](=O)[O-],2.48,
1550,8912,Cc1cccc(Cl)c1C(=O)O,2.31,
1551,11227,O=C(C=Cc1ccc(O)c(O)c1)NCCc1ccccc1,2.72,
1552,3798,CCCCOC(N)=O,0.85,
1553,7088,COc1c(Cl)ccc(Cl)c1C(=O)O,2.21,-9.86
1554,1794,CC(C)COC(N)=O,0.65,
1555,2932,CCC(N)C(=O)O,-2.54,
1556,7613,COc1ccc(S(=O)(=O)N2CCCCCC2)cc1C(=O)OCC(=O)c1c(N)n(C)c(=O)n(C)c1=O,4.59,
1557,6331,CNC12CCCCC1CC(=O)c1ccccc12,2.41,
1558,4450,CCN=c1[nH]c(Cl)nc(=NC(C)(C)C)[nH]1,3.21,
1559,591,CC(=O)C=Cc1cccc(Br)c1,3.02,
1560,34,Brc1cccc(Br)c1,3.75,
1561,2093,CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,4.4,
1562,4305,CCN(CC)CCN=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,7.97,
1563,1710,CC(C)CC(NC(=O)C(C)N)C(=O)NC(C(=O)O)C(C)C,-0.14,
1564,13799,CC(C)CBr,,-0.03
1565,6565,COC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.63,
1566,13822,Cc1ccncc1C,,-5.22
1567,11449,O=C(NCCCCCCNCCc1ccc(O)c2[nH]c(=O)sc12)Nc1ccccc1,1.26,
1568,10698,NC(Cc1cnccn1)C(=O)O,-2.79,
1569,4232,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,3.36,
1570,8857,Cc1cccc(C(=O)Nc2ccc(NC(=O)c3ccccc3)c(C)c2)c1,4.14,
1571,1087,CC(=O)OCCCN=c1ccc(-c2ccncc2)c[nH]1,2.42,
1572,4970,CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,3.5,
1573,3709,CCCCN1C(=O)NC(=O)C(=O)C1=O,0.81,
1574,13424,S=C=Nc1ccc(C=Cc2ccccc2)cc1,5.85,
1575,13193,OCCOCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,3.78,
1576,10652,NC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)O,-1.14,
1577,1098,CC(=O)OCCOCn1cnc2c[nH]c(=N)nc21,-0.61,
1578,5062,CCOc1cc(/C=N/n2cnc3sc(C)c(C)c3c2=O)cc(Br)c1OCC(N)=O,4.98,
1579,4738,CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1OC(C)=O,1.67,
1580,13100,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,1.02,
1581,7920,COc1ccccc1S(I)=C(N(C)C)N(C)C,-0.52,
1582,496,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccc(OC)cc2)c1=O,2.47,
1583,13907,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,,-1.96
1584,10587,NC(=O)c1ccccc1C(F)(F)F,0.68,
1585,12481,O=S(=O)(c1ccccc1)c1ccc2ncccc2c1,2.57,
1586,5281,CCc1cc(=S)ss1,2.31,
1587,277,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(O)(CCl)C1C(OC(C)=O)C=C(C)C21O,1.42,
1588,7357,COc1ccc(-c2nc3ccccc3[nH]2)c(OC)c1,2.59,
1589,8525,Cc1cc2ccccc2cn1,2.68,
1590,4366,CCN(CC)c1ccc(C=C2C(=O)c3ccccc3C2=O)c(OC)c1,5.05,
1591,7713,COc1cccc(-c2[nH]nc3c2[C@@H](c2cc(OC)c(OC)cc2Br)C(C#N)C(=N)O3)c1,4.52,
1592,515,CC#CC#CC#CC=CC(=O)OC,3.85,
1593,3663,CCCCCc1ccc(O)cc1,4.06,
1594,12872,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2s1,2.88,
1595,13388,Oc1ccccc1Cl,2.15,-4.55
1596,3944,CCCN(CCC)C(=O)SCC,3.21,
1597,8494,Cc1cc(O)ccc1O,0.91,
1598,10416,NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1,1.13,
1599,11129,Nc1ccc([N+](=O)[O-])cc1Cl,2.14,
1600,12446,O=S(=O)(N=[N+]([O-])c1ccccc1)c1ccccc1,2.87,
1601,9669,Clc1cccc(Br)c1NC1=NCCN1,1.73,
1602,11295,O=C(CN1CCCCC1)Nc1cccc([N+](=O)[O-])c1,2.59,
1603,12523,O=[N+]([O-])C=Cc1ccc(Cl)cc1Cl,3.26,
1604,9292,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,6.51,
1605,7033,COP(=O)(OC)SCn1nnc2ccccc2c1=O,0.78,
1606,12177,O=C1CC2OCCC3CN4CCC56c7ccccc7N1C5C2C3CC46,1.62,
1607,5972,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.75,
1608,7391,COc1ccc(C(=O)CC=Nc2ccc(Cl)c(C(F)(F)F)c2)cc1OC,5.31,
1609,7565,COc1ccc(NC(=O)OCCN2CCCCC2)cc1,2.55,
1610,10876,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,1.73,
1611,11945,O=C(O)c1ccccn1,0.72,
1612,1907,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,3.69,
1613,2692,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,4.79,
1614,2544,CC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2N(C)C1=O,3.4,
1615,9808,Cn1cc([N+](=O)[O-])nc1[N+](=O)[O-],-0.17,
1616,1121,CC(=O)OCn1cc(F)c(=O)[nH]c1=O,-0.67,
1617,3111,CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,3.94,
1618,9606,Clc1ccc(Oc2cc(Cl)ccc2Cl)cc1,5.66,
1619,8103,CSCCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,0.76,
1620,13553,c1ccc(/N=N/c2ccccc2)cc1,3.82,
1621,8664,Cc1ccc(COC(N)=O)cc1,1.76,
1622,2054,CC(CC(=O)O)c1ccccc1,2.18,
1623,8572,Cc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1,3.3,
1624,3117,CCCC(C(=O)OCC)n1nnc2ccccc21,2.82,
1625,6056,CN=C(NC#N)NCCSCc1ncccc1OC,0.97,
1626,6932,COCCOc1ccccc1S(=O)(=O)NC(=O)N=c1nc(OC)[nH]c(OC)n1,2.04,
1627,12831,O=c1[nH]c2c(O)ccc(CCNCCC(F)(F)CCCOCCc3ccccc3)c2s1,3.26,
1628,11269,O=C(CCl)Nc1ccccc1,1.63,
1629,8032,CS(=O)(=O)c1cccc(NC(N)=O)c1,-0.12,
1630,5482,CCn1nnc2ccccc21,1.58,
1631,8321,Cc1c(S(=O)(=O)c2ccccc2)no[n+]1[O-],2.03,
1632,10274,N=c1[nH]c2ccccc2o1,1.53,
1633,5861,CN(C1CCCCC1)C1CCCCC1,3.71,
1634,3227,CCCCC(N)Cc1ccccc1,3.36,
1635,1728,CC(C)CC(NC(=O)C(N)CO)C(=O)O,-2.49,
1636,8505,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.12,
1637,6038,CN1CCN=C1N=c1[nH]cc([N+](=O)[O-])s1,1.8,
1638,1299,CC(C(=O)CCN(C)C)n1c(O)c2c(c1O)CC=CC2,0.77,
1639,4224,CCN(C)c1nc(N(C)CC)nc(N(C)CC)n1,3.9,
1640,11912,O=C(O)c1cccc(C(=O)O)c1,1.66,
1641,8249,Cc1[nH]n(-c2ccccc2)c(=Nc2ccc([N+](=O)[O-])cc2)c1[N+](=O)[O-],2.78,
1642,4625,CCOC(=O)C(C)Oc1ccc(Oc2cnc3ccccc3n2)cc1,3.47,
1643,4995,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)C(C)(C)C,2.4,
1644,5113,CCOc1ccc(NC(=O)OC)cc1OCC,2.1,
1645,12556,O=[N+]([O-])OCC(CO)O[N+](=O)[O-],0.83,
1646,12192,O=C1CCCCCCCN1,0.67,
1647,4985,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,1.98,
1648,4921,CCOC1OC2OC3(C)CCC4C(C)C(OC5OC(C(=O)O)C(O)C(O)C5O)CC(C1C)C24OO3,0.61,
1649,6332,CNC12CCCCC1CC(O)c1ccccc12,1.84,
1650,12521,O=[N+]([O-])C=Cc1cc([N+](=O)[O-])ccc1Cl,2.23,
1651,2127,CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,-1.98,
1652,12902,O=c1[nH]cc(O)[nH]1,-1.69,
1653,5131,CCOc1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.06,
1654,5213,CCS(=O)c1ccc2ccccc2n1,2.43,
1655,8266,Cc1c(C#N)sc(S(C)=O)c1-c1ccccc1,3.36,
1656,8123,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,2.5,
1657,8402,Cc1cc(C(F)(F)F)nn1C(C)c1n[nH]c(=Nc2ccn(Cc3ccccc3)n2)s1,5.34,
1658,5428,CCc1ncc([N+](=O)[O-])n1C,0.68,
1659,628,CC(=O)N(C)CCOC(=O)c1ccccc1,1.24,
1660,6306,CNC(=S)NC,-0.24,
1661,12160,O=C1CC(Sc2nc3ccccc3s2)N1,2.3,
1662,337,C=CC=CCC,3.16,
1663,6979,CON(C)C(=O)Nc1ccc(NS(C)(=O)=O)cc1,0.14,
1664,13162,OCCCCc1cccnc1,0.92,
1665,5138,CCOc1ccc2nccnc2c1,2.22,
1666,7993,CS(=O)(=O)CCNCc1cc2cc(S(N)(=O)=O)sc2s1,-0.26,
1667,9586,Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,6.47,
1668,7926,COc1ccccn1,1.34,
1669,10671,NC(Cc1ccc(O)c(O)c1)C(=O)OC1CCCCC1,1.79,
1670,9805,Cn1cc(O)n(-c2ccccc2)c1=O,0.14,
1671,12981,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)n1Cc1ccccc1,0.33,
1672,2924,CCC(CC)c1ccc(F)c(NC(=O)N(C)C(=O)NC)c1,4.46,
1673,982,CC(=O)Nc1cccc(OCC(O)CNC(C)C)c1,0.74,
1674,4585,CCOC(=O)C(=Cc1cccc([N+](=O)[O-])c1)C(=O)OCC,2.71,
1675,4099,CCCOc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.03,
1676,84,C#CCC(O)(c1cccnc1)c1ccc(Cl)cc1Cl,2.29,
1677,12784,O=[PH](=O)(O)CN(CCCCCCN(C[PH](=O)(=O)O)C[PH](=O)(=O)O)C[PH](=O)(=O)O,-4.43,
1678,6229,CNC(=O)Oc1ccc(C(C)C)c(C)c1,3.11,
1679,9640,Clc1ccc2c(c1)oc1c(Cl)cccc12,5.44,
1680,8230,Cc1[nH]c(=O)n(O)c(=O)c1Br,-1.12,
1681,7382,COc1ccc(Br)c(Cc2c[nH]c(=N)[nH]c2=N)c1,2.0,
1682,3063,CCCC(=O)C=Cc1ccc(O)c(O)c1,2.61,
1683,6700,COC(=O)c1ccc[nH]1,1.17,
1684,7156,COc1cc(C(C)C(=O)O)ccc1-c1nccs1,2.47,
1685,1390,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,3.2,
1686,8432,Cc1cc(C)cc(OC(=O)CNC(=O)c2ccccc2)c1,3.4,
1687,866,CC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Br,3.51,
1688,11876,O=C(O)c1cc2ccccc2o1,2.41,
1689,4013,CCCNC(=O)c1cc2ccccc2o1,2.65,
1690,8200,C[C@H]1CN(C(=O)c2csc3c2CCCC3)/C(=N/c2ccc(Cl)cc2)S1,5.53,
1691,705,CC(=O)NC(C(=O)NC(C)C(N)=O)C(C)C,-1.14,
1692,11023,Nc1ccc(C(=O)NN=Cc2c(O)ccc3ccccc23)cc1,3.04,
1693,7492,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(C)=O)c(C)[nH]3)cc2)cc1OC,2.14,
1694,4334,CCN(CC)CCSC(=NO)c1nc(C(C)(C)C)no1,2.02,
1695,4685,CCOC(=O)C=COc1ccccc1Cl,3.55,
1696,4021,CCCNC(=O)c1ccoc1,1.2,
1697,10988,Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,4.04,
1698,10142,N#Cc1cccc(S(N)(=O)=O)c1,0.24,
1699,13692,c1ccc2c(c1)nnn2C1CCCC1,2.61,
1700,2658,CCC(=O)OC1(C(=O)CBr)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC21C,3.55,
1701,9981,N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,2.15,
1702,11995,O=C(O[Na])C(F)(F)C(F)F,1.32,
1703,12222,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,4.04,
1704,13710,c1ccc2cnncc2c1,0.57,
1705,695,CC(=O)N=c1nccc[nH]1,-0.75,
1706,10961,NS(=O)(=O)c1ccccc1Cl,0.74,
1707,13547,c1ccc(-c2nnco2)cc1,1.31,
1708,6443,COC(=O)C(C#N)=NNc1cc(Cl)c(Cl)cc1Cl,5.15,
1709,11779,O=C(O)CSC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1,1.62,
1710,1281,CC(=O)c1cnccn1,0.2,
1711,7143,COc1cc(C(=O)COC(=O)CCCOc2ccc(Cl)cc2Cl)cc(OC)c1OC,5.59,
1712,12189,O=C1CCCCC1=C1CCCCC1,3.17,
1713,3981,CCCN1CCN(CCC)C1=S,1.86,
1714,13044,OC(Cn1ccnc1)(c1ccc(F)cc1)c1cccc(-c2ccncc2)c1,2.91,
1715,10185,N=C(N)NN=C(c1ccccc1)c1cccs1,1.96,
1716,13287,Oc1cc(Cl)c(Cl)c(Cl)c1O,3.71,
1717,8752,Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CCC2)cc1,2.78,
1718,12580,O=[N+]([O-])c1c[nH]cn1,-0.11,
1719,0,BrC(Br)(Br)Br,3.42,
1720,2445,CC1CC(C)CN(N=O)C1,1.53,
1721,9086,Cc1cnc(-c2ccc(C(C)C(=O)O)cc2)s1,3.15,
1722,9250,Cc1nonc1-c1ccccc1,2.59,
1723,8198,C[C@H]1CN(C(=N)NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@@H](C)O1,4.43,
1724,6955,COCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,1.71,
1725,7900,COc1ccccc1NC(=S)N[C@H](NC(=O)c1ccccc1C)C(Cl)(Cl)Cl,3.95,
1726,2907,CCC(CC)C(=O)NS(=O)(=O)c1ccc(C)cc1[N+](=O)[O-],2.67,
1727,5581,CN(C)C(=O)OCc1cccc(Cl)c1,2.82,
1728,1977,CC(C)[C@H]1O[C@H]2CCCC[C@H]2C2=CCCC[C@H]21,5.87,
1729,13402,S=C1CCCCCCCN1,1.44,
1730,7213,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)c(I)c(OC)c1OC,1.79,
1731,5649,CN(C)C(N(C)C)=S(I)c1cccc(Br)c1,0.01,
1732,11861,O=C(O)c1cc(I)cc(I)c1O,4.56,
1733,230,C=C(C)C(=O)O,0.93,
1734,7894,COc1ccccc1NC(=O)Cc1ccccc1,2.68,
1735,12527,O=[N+]([O-])C=Cc1cccc(Cl)c1,2.57,
1736,2951,CCC1(C(C)C)C(=O)NC(=O)NC1=O,0.97,
1737,8914,Cc1cccc(Cl)c1Cl,3.96,
1738,9044,Cc1ccccc1S(N)(=O)=O,0.84,
1739,9656,Clc1cccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1Cl,7.25,
1740,10793,NN=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,3.62,
1741,2189,CC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,5.9,
1742,10747,NCCCCCc1cccnc1,1.41,
1743,12996,O=c1nc(-c2ccccc2)c2cc(Br)ccc2[nH]1,2.71,
1744,13676,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,6.75,
1745,1178,CC(=O)Oc1ccccc1C(C)C,2.78,
1746,8248,Cc1[nH]n(-c2ccccc2)c(=Nc2ccc(C(F)(F)F)cc2)c1[N+](=O)[O-],3.89,
1747,979,CC(=O)Nc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,1.7,
1748,6055,CN=C(NC#N)NCCSCc1csc(=NC(=N)N)[nH]1,0.68,
1749,7584,COc1ccc(OC(=O)N(C)C)cc1,1.53,
1750,6297,CNC(=O)c1cccnc1,0.0,
1751,6092,CN=c1cncc[nH]1,0.56,
1752,13705,c1ccc2cc3ccccc3cc2c1,4.45,-3.95
1753,11112,Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,2.57,
1754,6983,CON(C)C(=O)Nc1ccc(OCCc2ccccc2)cc1,4.5,
1755,12806,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-0.96,
1756,5700,CN(C)CCCN1c2cc(O)ccc2Sc2ccc(Cl)cc21,4.63,
1757,12857,O=c1[nH]c2c(O)ccc(CCNCCCSCCOCCOc3ccccc3)c2s1,2.11,
1758,4133,CCCSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-0.67,
1759,8253,Cc1[nH]nc(C(=O)N2CCCCCC2)c1[N+](=O)[O-],1.15,
1760,5870,CN(CC(F)(F)F)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.37,
1761,12853,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCc3ccccc3)c2s1,1.11,
1762,12986,O=c1ccoc2ccccc12,1.38,
