,smiles,logP
2836,CCCOCCC,2.03
2837,CN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,3.12
2838,CC1(C)CCCC(C)(C)N1N=O,2.49
2839,CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-2.1
2840,CSc1ccc(C=NNC(N)=NO)cc1,0.32
2841,CN(C)C(N(C)C)=S(I)c1ccc(Br)cc1,0.06
2842,CCN(CC)CC(=O)NC1COc2ccccc21,2.2
2843,COc1ccc(-n2c(O)cc(Sc3nc(C)cc(C)n3)c2O)cc1OC,2.95
2844,Nc1ccc(S(=O)(=O)c2ccc(NO)cc2)cc1,0.88
2845,N#CN=[N+]([O-])c1cccc(C#N)c1,1.15
2846,CCCCc1ccc(NC(C)=O)cc1,3.3
2847,CCc1ccccc1-c1nc(=N)[nH]c(=N)[nH]1,1.65
2848,CN(C)C(=O)c1ccccc1,0.62
2849,Clc1cc2ccccc2cc1Cl,4.42
2850,CN(C)N=Nc1ccc(C(F)(F)F)cc1,4.0
2851,N=c1[nH]cnc2c1ncn2C1CCC(CO)O1,-0.25
2852,N=c1[nH]c(NCCO)c(Cl)nc1[N+](=O)[O-],0.12
2853,CCC(C)NC(=O)C(Cl)=Cc1ccccc1,2.75
2854,C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,2.79
2855,Oc1ccc(Cc2ccccc2)cc1,3.47
2856,CCOC(=O)CC(=O)C=Cc1ccccc1C,2.66
2857,CCCCCCCCCCCc1ccccc1O,7.17
2858,CC(C)N(C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1)C(C)C,1.14
2859,CC1OC(OC2CCC3(CO)C4CCC5(C)C(c6coc(O)c6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,-0.62
2860,Cn1c([N+](=O)[O-])cnc1-c1ccc(N)cc1,1.06
2861,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,2.23
2862,BrCCCc1ccccc1,3.72
2863,CC(=O)Nc1cncnc1,-0.22
2864,CCOP(=S)(OCC)SCCSCC,4.02
2865,CC(=O)Oc1ccccc1Cl,2.18
2866,COCC1=NS(=O)(=O)c2ccc(Cl)cc2N1,1.12
2867,Brc1cc(Br)cc(Br)c1,4.51
2868,O=c1[nH]c(=O)n(C2CC(F)C(CO)O2)cc1I,0.21
2869,CCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,1.69
2870,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.63
2871,COc1ccc(C(OC(C)=O)C(Cl)(Cl)Cl)cc1,3.72
2872,COc1ccc(-c2ssc(=S)c2C)cc1,4.1
2873,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,3.82
2874,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,6.97
2875,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,3.61
2876,O=C1C=NC(c2ccc[nH]2)c2cc(Cl)ccc2N1,2.59
2877,O=C(Oc1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1)c1ccccc1,5.7
2878,CCCS(=O)c1sccc1[N+](=O)[O-],2.52
2879,CCN1CCC(CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1,0.64
2880,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,3.0
2881,CN(C(=O)c1ccccc1)c1ccccc1,2.36
2882,CC(C)(C)N(NC(=O)c1ccc(F)cc1)C(=O)c1ccccc1Cl,2.87
2883,CCCCN(CCCC)CC(=O)NC1COc2ccc(C)cc21,4.43
2884,CCN(CC)CC(=O)NC1CCc2ccccc21,2.74
2885,COc1ccc(C(C)C)cc2c(S(=O)(=O)O[Na])cc(C)c1-2,-0.78
2886,CC(C)(C)[N+](=O)[O-],1.17
2887,CCOC(=O)C(=Cc1cccc(Cl)c1)C(C)=O,2.97
2888,CCCCCCCCCC(=O)Oc1cccc(C(=O)O[Na])c1,2.01
2889,Oc1ccc(C(c2ccc(O)cc2)c2cccnc2)cc1,3.13
2890,O=[N+]([O-])NC1=NCCN1Cc1cccnc1,-0.19
2891,COc1ccccc1NCCO,1.5
2892,CCOC(=O)CN1C(=O)CC1Oc1ccc(C(=O)c2ccccc2)cc1,3.0
2893,CN(C)C(=N)N(C)C,0.41
2894,NC(=O)N=[N+]([O-])c1ccccc1,0.58
2895,O=C(O)Cc1ccc(S(=O)(=O)F)cc1,1.86
2896,CNCCN(C)S(=O)(=O)c1ccc(CONC(N)=O)c([N+](=O)[O-])c1,0.45
2897,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,5.81
2898,Oc1ccccc1I,2.65
2899,CCCCCCCCCCN=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,4.07
2900,CC(=O)N=c1cc(C(=O)NN)cc[nH]1,-1.25
2901,N=c1[nH]c(NCC(O)CO)c(Cl)nc1[N+](=O)[O-],-0.22
2902,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1S(=O)C(C)(C)C2C(=O)O,2.57
2903,OC1CCN(CCCc2ccccc2COc2ccccc2)CC1,3.21
2904,CC(=O)Nc1c(F)c(F)c(F)c(F)c1F,1.7
2905,OC1CCCCC1,1.23
2906,CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.08
2907,Cn1c(=N)[nH]c2cc(Cl)c(Cl)cc21,2.98
2908,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)cccc1F,2.16
2909,CNC(=O)ON=C(C)SC,0.6
2910,CC(=O)/N=c1/sc2nc3ccccc3nc2n1N(C(C)=O)C(C)=O,1.1
2911,c1cc(CN2CCCCC2)cc(OCCCN=c2[nH]c3ccccc3s2)c1,5.41
2912,OCc1ccccn1,0.06
2913,O=NN(CCCl)C(=O)NC1CSCSC1,2.08
2914,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nc2)cc1,2.24
2915,CCOc1cccc(NC(C)=O)c1,1.82
2916,Cn1cnc2[nH]cnc(=N)c21,-0.03
2917,c1nn[nH]n1,-0.6
2918,CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.53
2919,CN(C)C(=O)OCc1ccc(C(F)(F)F)cc1,3.08
2920,CC(=O)Nc1cc(C(F)(F)F)ccc1Cl,2.24
2921,COC(=O)C(C)c1ccc(-n2sc3ccccc3c2=O)cc1,3.46
2922,Cn1ncc2c([N+](=O)[O-])cc([N+](=O)[O-])cc21,1.63
2923,c1ccc2scnc2c1,2.01
2924,N=c1[nH][n+]([O-])c2ccc(Cl)cc2[n+]1[O-],0.41
2925,O=c1ccoc2cc(O)ccc12,1.44
2926,CCCCC(=O)Nc1ccccc1,2.61
2927,NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,-1.51
2928,O=C1CC(Sc2ccccn2)N1,0.61
2929,OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(-c2ccncc2)cc1,2.47
2930,CC(C)(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.76
2931,CCOC(=O)C=COc1ccccc1Cl,3.55
2932,FC(F)(F)Br,1.86
2933,CC(=O)NN=Cc1ccccc1O,1.71
2934,CC#CC#Cc1ccc(C#CC(Cl)COC(C)=O)s1,4.6
2935,CCCCSC1OC(CO)C(O)C(O)C1O,-0.54
2936,OCCSCCO,-0.63
2937,CN(C)C(=O)OCc1ccc(C#N)cc1,1.67
2938,CCCC1CC(C(=O)NC(C(C)O)C2OC(SCC)C(O)C(O)C2O)N(CC)C1,1.91
2939,NC(=O)c1cc(-n2c(O)c3c(c2O)CC=CC3)ccc1N1CCCCC1,3.68
2940,CCOC(=O)c1cncc(C)n1,0.51
2941,CSc1ccc(O)cc1,1.78
2942,CCCCS,2.28
2943,N=c1nc(-c2cccc(Cl)c2)[nH]c(=N)[nH]1,2.33
2944,BrCCc1ccccc1,3.09
2945,O=C1CC(Oc2ccccc2C(=O)c2ccccc2)N1,1.83
2946,Clc1cccc(-c2ccccc2)c1,4.58
2947,COC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.63
2948,O=C1NC(=O)N(c2ccccc2)C1=O,0.6
2949,CC(C)(C)C(COc1ccc(-c2ccccc2)cc1)OC(=S)n1ccnc1,6.06
2950,CCCCCCCCCC(CCC)c1ccccc1,8.62
2951,Cc1c(N(C)C)c(=O)n(C)c(=O)n1C,0.99
2952,Cc1ccc(S(=O)(=O)N(CCO)Cc2ccccc2)cc1,3.69
2953,O=NN(CCCl)C(=O)NC1CCC(C(=O)O)CC1,1.53
2954,CCCOC1(c2ccccc2)CN(C)CCO1,2.13
2955,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.87
2956,Cc1ccc([N+](=O)[O-])cc1O,2.47
2957,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccc(O)cc2)c1=O,1.89
2958,COC(=O)C=C(C)OP(=O)(OC)OC,0.13
2959,CC1(C)C(=O)NC(=O)NC1=O,-0.44
2960,CCCCOC(N)=O,0.85
2961,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,2.63
2962,CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,2.23
2963,Cc1cncc(C(N)=O)n1,-0.13
2964,C=CCON=C(CCC)C1=C(O[Na])CC(C)(C)C(C(=O)OC)C1=O,-0.2
2965,NS(=O)(=O)Nc1ccccc1,0.4
2966,C=CCC1(C(=O)NC(N)=O)CC(C)OC1=O,0.22
2967,CC(C)c1cnc([N+](=O)[O-])n1C,1.09
2968,CCN1CCCC1=O,-0.04
2969,O=C(O)C=Cc1ccc(O)cc1,1.79
2970,Cc1cc(OCCN(C)C)c(C(C)C)cc1OS(=O)(=O)C12CCC(CC1=O)C2(C)C,4.37
2971,C=C(C)C(=O)OCCCC,2.88
2972,c1ccc2c(c1)CCCC2,3.49
2973,CCOC(=O)C(=Cc1ccccc1OC)C(=O)OCC,3.29
2974,CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1,0.66
2975,Nc1ccc(C(=O)Oc2cccc(C(F)(F)F)c2)c(O)c1,3.61
2976,Cc1no[n+]([O-])c1S(=O)c1ccccc1,1.75
2977,Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,7.78
2978,CON(C)C(=O)Nc1ccc(C(C)=O)cc1,1.22
2979,CC(=O)C=CC1=C(C)CCCC1(C)C,3.85
2980,O=C(CCn1cnc([N+](=O)[O-])n1)N1CCOCC1,-0.74
2981,CCCC(=O)OCOc1ccccc1C(=O)NCN1CCOCC1,1.34
2982,C=CCN1CCc2[nH]c(=N)sc2CC1,1.48
2983,N#Cc1cccc(C#N)c1,0.8
2984,COc1cc(Cl)cc(Cl)c1Cl,3.93
2985,CCCCN=c1[nH]nc(C(C)C)c(=O)n1N,1.78
2986,CN(Cc1ccc(Br)cc1)N=O,1.57
2987,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCOCCc3cccc(C(F)(F)F)c3)c2s1,2.62
2988,CC(C)C(=O)NCCNCC(O)COCCCc1ccccc1,1.25
2989,CCN1C(=O)C(=O)c2ccc(Cl)cc2C1=O,1.79
2990,COc1cccc(Br)c1,3.03
2991,CCC(C)C(N)C(=O)NC(C(=O)O)C(C)CC,-1.82
2992,CCCC(=NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCN(C)CC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,2.73
2993,O=C(O[Na])C(F)(F)C(F)F,1.32
2994,CN(C)c1cncc(C(N)=O)n1,0.38
2995,CN=c1[nH]c(C)c(C(=O)CCN2CCCC2)s1,1.86
2996,CC(=O)NC(C)C(N)=O,-1.52
2997,COc1cccnc1,0.99
2998,CCCCC(NC(C)=O)C(=O)OC,0.79
2999,CCC(C)C(NC(=O)C(CC(C)C)NC(C)=O)C(N)=O,0.68
3000,COC(=O)C(C#N)=Cc1ccc(C)o1,2.22
3001,Cc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.34
3002,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,4.45
3003,CSc1nc(=N)nc(C(Cl)(Cl)Cl)[nH]1,3.12
3004,CCOC(=O)CSc1nnnn1-c1cccc2ccccc12,3.8
3005,Fc1cccc(F)c1,2.21
3006,Cc1c(Cl)cccc1[N+](=O)[O-],3.09
3007,CC(C)(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.33
3008,O=C(CN1CCCCC1)NC1COc2ccc(Cl)cc21,3.01
3009,OCC1CC(F)C(n2cnc3c(I)ncnc32)O1,0.63
3010,c1ccc2c(c1)nnn2C1CCCCC1,3.11
3011,CCOC(=O)c1c(CC(C)C)csc1N=Cc1c(C)[nH]n(-c2ccccc2)c1=O,5.16
3012,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.56
3013,O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc(Cl)cc1,4.11
3014,N=C1NCC(COc2ccccc2Cl)O1,1.77
3015,C(#Cc1nccs1)c1ccccc1,3.2
3016,COc1ccc(N)c(S(=O)(=O)O)c1,-3.49
3017,CN(CCO)C(=O)COC(=O)c1ccccc1O,0.86
3018,O=C(Cc1ccccc1)c1ccc2n1CCC2C(=O)O,2.52
3019,NCCCCNC(=O)c1ccccc1,0.58
3020,CC(=O)NCC(=O)NC(C)C(=O)NC(C(N)=O)C(C)C,-1.56
3021,CC(CCC(=O)O)n1nnc2ccccc21,0.15
3022,Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,6.11
3023,COC(=O)Nc1c(C)cccc1C,1.69
3024,CCOC(=O)C(C#N)=NNc1cc(Cl)cc(Cl)c1,3.82
3025,FC(F)(F)c1nc(-c2ccc(-c3noc(C(F)(F)F)n3)cc2)no1,6.06
3026,CCCOn1c(=O)cc(C)[nH]c1=O,0.3
3027,COc1cccc(NC(=O)N(CCCl)N=O)c1,2.66
3028,C[N+](C)(CCCCS(=O)(=O)[O-])CCc1ccccc1,-2.06
3029,O=C(Cn1ccnc1[N+](=O)[O-])N(CO)CO,-1.59
3030,CN=C(NC#N)Nc1cccc(-c2csc(=NC(=N)N)[nH]2)c1,1.6
3031,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,4.58
3032,c1ccnnc1,-0.72
3033,NC(=O)C1CN(CC(=O)Nc2c(Cl)cccc2Cl)CCN1CCCC(c1ccc(F)cc1)c1ccc(F)cc1,5.26
3034,O=C(O)C=Cc1ccccc1,2.13
3035,CC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C,2.45
3036,O=C(N=Cc1ccccc1)C1CCCC1C(=O)N1CCCC1C(=O)CO,0.6
3037,CNC(=O)Oc1ccc(F)cc1,1.28
3038,Cc1ccc(Cl)c(Cl)c1Cl,4.56
3039,CCOC(=O)c1ccc(N=NN(C)C)cc1,3.66
3040,CCN(Cc1ccc(Cl)nc1)C(C[N+](=O)[O-])=NC,-0.66
3041,Oc1ccccc1C=NN=c1cccc[nH]1,3.24
3042,O=S(=O)(Nc1cccc(O)c1)C(F)(F)F,2.51
3043,c1cc2n(n1)CCN2,-0.25
3044,CC(C)C#N,0.46
3045,O=C(OCC(=O)N1CCC(O)CC1)c1ccccc1,0.63
3046,CCCN(CCC)C1CCOc2ccc(O)cc21,3.17
3047,Cc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(C)cc3C)CC2)c(C)c1,5.01
3048,CNc1c(Cl)cccc1Cl,2.91
3049,Cc1ccc(-c2nc(=N)[nH]c(=N)[nH]2)cc1,1.92
3050,COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,4.28
3051,CCOC(=O)CC(C)n1nc2ccccc2n1,2.7
3052,O=S1C=Cc2ccccc21,1.01
3053,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(c5coc(O)c5)C(OC(C)=O)CC43OC(C)=O)C2)OC(C)C1O,2.95
3054,Nc1ccccc1S,1.43
3055,O=NN(CCCl)C(=O)NC1CCC(O)CC1,1.0
3056,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,4.26
3057,Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,4.37
3058,CCCCCCCCCCCc1cccc(O)c1,6.98
3059,OCCCCCCn1nnc2ccccc21,1.71
3060,OCC(CO)(CO)CBr,-0.7
3061,CNC(=O)Oc1cc(C)cc(C)c1,2.23
3062,NC(CCCc1ccccc1)C(=O)O,-0.36
3063,O=C(O)c1cc(=O)c2cc3c(cc2o1)CCCC3,3.4
3064,CCOC(=O)C(C(=O)OCC)=C1SCCS1,2.45
3065,Cn1c(=O)ccc2ccccc21,1.45
3066,OCc1cc(Br)ccc1O,1.72
3067,COc1ccc(NC(C)=O)cc1,1.03
3068,O=NN1CCC(=O)CC1,-0.47
3069,NS(=O)(=O)c1ccc(I)cc1,1.59
3070,[Na]Oc1ccc(-c2ccccc2)cc1,0.41
3071,CCc1ssc(=S)c1CC,3.51
3072,CN(C)c1nc(=N)nc(N(C)C)[nH]1,1.2
3073,NC(C=O)C(O)O,-3.07
3074,O=C(O)COc1cccc(NC(=O)c2ccccc2)c1,1.99
3075,Oc1ccc(C2(O)CCN(CCCSc3ccc(F)cc3)CC2)cc1,4.17
3076,NC(=O)CCCc1ccccn1,-0.01
3077,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1.71
3078,CC(C)c1ccccc1,3.66
3079,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,3.37
3080,O=C(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,1.34
3081,CN(C)C(=S)Nc1ccccc1,1.04
3082,Cc1ccc(Cl)cc1NC1=NCCN1,1.83
3083,CC(C(=O)O)c1ccc(-c2nc(C(N)=O)cs2)cc1,2.17
3084,CC(C)C(=O)N[C@H](Oc1ccc(C=O)cc1)C(Cl)(Cl)Cl,3.68
3085,CCc1cccs1,2.87
3086,CCOC(=O)C(Cc1ccc(OC)cc1)=NC=O,2.22
3087,c1ccc(NC2=NCCN2)cc1,1.01
3088,NC(=O)COCc1ccco1,-0.11
3089,c1ccc(SCc2ccc(CCCN3CCOCC3)cc2)cc1,3.62
3090,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Br)cc1,1.63
3091,CCN(CC)CCCCCCC(=O)Nc1c(C)cccc1C,3.48
3092,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,7.57
3093,CSc1ccc(C(N)=S)cc1,2.01
3094,CC1CC2OC(=O)C(C)C2C(O)C2(C)C(=O)C=CC12,0.53
3095,Cc1ncc([N+](=O)[O-])n1CCNC(=O)OC1CCCCC1,2.01
3096,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.09
3097,CCCN(CCCCC(NC(C)=O)C(=O)NCc1ccccc1)C(=O)N(C)N=O,1.73
3098,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,0.14
3099,CCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.1
3100,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,6.25
3101,CCCOc1ccc(C(=O)O)cc1,3.09
3102,NC(=O)Nc1ccc(Cl)c(Cl)c1,2.65
3103,O=C1c2ccccc2C(=O)N1CCCCBr,2.96
3104,C=C(C)C1CCC(C)(O)C1C,2.87
3105,CCCCCCOc1ccc(N)cc1,3.64
3106,NCCCCc1ccncc1,0.86
3107,COc1ccc([C@H]2C[C@@H](c3ccc(-c4ccccc4)cc3)Nc3ncnn32)cc1,5.42
3108,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.92
3109,Cc1ccc(C=[N+]([O-])C(C)(C)C)cc1,1.74
3110,CC(=O)NC(CSSCC(NC(C)=O)C(N)=O)C(N)=O,-1.7
3111,Brc1ccccn1,1.42
3112,CON(C)C(=O)Nc1cccc(CO)c1,0.62
3113,COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1,2.56
3114,Cc1ccc(N)cc1C,1.84
3115,O=S(=O)(Oc1ccccc1)c1ccccc1,3.06
3116,CC(=O)OCN1C(=O)C(C)=C(C)C1=O,0.65
3117,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,2.85
3118,ClCC1(C(Cl)Cl)C2CC(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,5.75
3119,COCc1ccc(C#N)cc1,1.23
3120,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCO,2.79
3121,CC(=O)OC1CC(C)CCC1C(C)C,4.0
3122,CCCSC(=O)N(CCC)CCC,3.84
3123,NC(=O)C1CCCN1C(=O)C(Cc1cn(C(=O)OCc2ccccc2)cn1)NC(O)c1ccc(O)[nH]1,-0.11
3124,CCC1(c2ccccc2)C(=O)NC(=O)N(C(C)C)C1=O,2.58
3125,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1SC,1.54
3126,Cc1cccc(N=NN(C)C)c1,2.85
3127,N=c1[nH]nc(S(N)(=O)=O)s1,-0.9
3128,[N-]=[N+]=NC1CC(n2ccc(=O)[nH]c2=O)OC1CO,-0.32
3129,CCOP(=S)(OCC)Oc1ccc(N)cc1,2.6
3130,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,5.68
3131,COc1cccc(OC(C)=O)c1,1.61
3132,CC(C)=NNP(=O)(N1CC1)N1CC1,0.45
3133,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,-0.72
3134,CCC(C)NC(=O)C(=Cc1ccccc1)Sc1ccccc1,4.36
3135,CS(=O)(=O)c1cccc(NC(N)=O)c1,-0.12
3136,CON=CCCc1ccccc1,2.14
3137,OC(c1ccccc1)c1ccc(Cl)cc1,3.61
3138,Cc1cccc(C)n1,1.68
3139,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,4.83
3140,CNc1ccc(-c2nc3ccc(OC)cc3s2)cc1,2.6
3141,CC1(C)C[C@](C)(O)[P@](C)(=O)O1,0.71
3142,Oc1ccccc1C=Nc1ccccc1,3.09
3143,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,3.77
3144,COP(=S)(OC)Oc1ccc(SC)cc1,3.74
3145,CCCNC(=O)c1ccc(S(N)(=O)=O)cc1,0.51
3146,CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,0.26
3147,O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,0.95
3148,CCCN(C)CC(F)(F)F,2.18
3149,Clc1ccc(Oc2cc(Cl)cc(Cl)c2Cl)cc1,6.01
3150,CNC(=O)N(C)C(=O)Nc1cc([N+](=O)[O-])ccc1F,2.3
3151,CCc1cccc(C2C(=O)c3ccccc3C2=O)c1,3.92
3152,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.93
3153,NC(=O)Nc1ccc(C(=O)O)cc1,0.73
3154,CC(C)COC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,4.28
3155,C=CCN1C(=S)N(c2ccc(CC)cc2)[C@H]2CS(=O)(=O)C[C@@H]21,2.86
3156,NC(=O)CCCCCn1nnc2ccccc21,0.79
3157,O=C(O)C(Cc1ccccc1)NC(=O)C1CCCN1,-2.07
3158,CC(=O)c1cccc(C#N)c1,1.16
3159,CNc1ccc(C(=O)OCCN(C)C)cc1,1.95
3160,COc1ccc(C(=O)C(O)O)cc1,0.63
3161,COc1ccc(C(C#N)C(C)C)cc1,2.68
3162,COc1ccccc1C(=O)N1CCN(C)CC1,0.29
3163,C#CC(CC)OC(=O)Nc1ccc(OCC)c(OCC)c1,3.07
3164,Nc1cnn(-c2ccccc2)c(=O)c1Cl,1.14
3165,O=c1ccc2ccc(O)cc2o1,1.58
3166,CCOCCOCCOP(=O)(N1CC1)N1CC1,0.1
3167,CN(C)N=Nc1ccccc1,2.59
3168,CC(=O)c1ccccc1NCC#N,1.58
3169,COC(=O)C(c1ccccc1)C(C)C,3.33
3170,CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C,2.1
3171,COc1ccc(-c2nnc(SCc3cc(=O)oc4ccc5ccccc5c34)n2N)cc1,4.24
3172,CCOC(=O)CCCCn1nc2ccccc2n1,2.85
3173,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc1ccccc1,3.28
3174,CCOc1ccccc1OCC1CN=C(N)O1,1.24
3175,COC(=O)C(=Cc1ccc(I)o1)[N+](=O)[O-],3.0
3176,CC(C)OC(=O)n1cc(F)c(=O)[nH]c1=O,0.2
3177,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1CO,0.42
3178,O=C1CCC(c2ccccc2)CC1,2.3
3179,C=CCSc1ccccc1,3.51
3180,CCSCCOC(=O)c1c(C)nc2c(c1=c1ccc(=C(O)OC)cc1)=C(O)C[C@@H](c1cccs1)C2,5.24
3181,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCCOCCc3ccccc3)c2s1,1.65
3182,O=c1nc(N=CN2CCOCC2)ccn1C1OC(CO)C(O)C1O,-1.66
3183,CC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,1.02
3184,C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,2.65
3185,O=C(C(=O)c1ccco1)c1ccco1,1.24
3186,Cc1ccccc1OC(=O)c1ccc(N)cc1O,3.14
3187,Cc1cccc(C(=O)N2CCCCC2)c1,2.6
3188,N=c1[nH]onc1-c1ccccc1,1.81
3189,Cc1ccc(C)n1N=c1ccc(N(C)CC(C)O)n[nH]1,1.73
3190,CN(Cc1ccccc1)N=Nc1ccc(C#N)cc1,3.82
3191,N=c1cn[nH]c2ccccc12,1.04
3192,O=C(O)c1ccc(Cl)cc1[N+](=O)[O-],2.08
3193,COc1cccc(NC(=O)NNC(C)=O)c1,0.33
3194,CCCCCCNC(=O)NN,0.46
3195,COc1ccc(-c2cc3ccccn3c2)cc1,4.2
3196,Cc1ccc(N(C)C)cc1,2.81
3197,O=C(NCC(O)CO)Nc1ccccc1,0.28
3198,CCCCOP(=O)(OCCCC)OCCCC,4.0
3199,CNC(=O)Oc1cccc(C)c1C,1.95
3200,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,7.46
3201,CC(=O)Nc1ccc(OC(C)=O)cc1,1.05
3202,CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1OC(C)=O,1.67
3203,COc1cc(S(=O)(=O)CCC(C)C)cc(OC)c1OC,2.12
3204,CCCCCCCCCCNc1cc(N)[n+]([O-])c(=N)[nH]1,4.08
3205,C#CCN(C)C(C)Cc1ccccc1,2.9
3206,CCCCc1cc(OC)c(CC(C)N)cc1OC,4.0
