,smiles,logD
791,COc1cc(F)ccc1-c1cccc(CNC2CCCC2)c1,2.29
792,Cc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,0.8
793,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,3.15
794,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.44
795,NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.19
796,O=S(=O)(N=c1[nH]nc(-c2ccccc2)s1)c1ccc(Cl)cc1,1.14
797,O=c1[nH]cnc2scc(-c3ccccc3)c12,2.07
798,CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(N)c1=O)C(=O)C(F)(F)F,0.68
799,COc1ccnc(N(C)c2cc[nH]c(=Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,2.23
800,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccccn2)c1=O)C(=O)C(F)(F)F,1.91
801,Cc1nc(C)c(-c2ccc(C3CCC(Cc4nn[nH]n4)CC3)cc2)nc1C(N)=O,1.4
802,CC(C)(C)c1ccc(-c2[nH][nH]c(=NC(=O)c3ccccc3Cl)c2Br)cc1,4.3
803,C[C@@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@@H]2CCN(CCN3CCOCC3)C[C@H]21,2.87
804,Cc1ccc2[nH]c(C(=O)N3CCN(C)CC3)cc2c1,2.22
805,N#Cc1cccc(-c2ccc(C3(CNC(=O)Nc4cc(Cl)cc(Cl)c4)CCN(CC4CC4)CC3)cc2)c1,3.37
806,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,-0.27
807,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1C(=O)Nc1cccnc1,3.01
808,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1OC1CCN(C)CC1,2.72
809,COc1cc2c(=Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)[nH]cnc2cc1OCCCN1CCC[C@@H]1CO,1.96
810,C[C@@H]1CN(c2ncc(F)cn2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.4
811,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,3.8
812,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,-0.42
813,CO[C@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1cc2c(cn1)OCCO2,0.63
814,CCN1C(=O)N(C)c2c[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,2.75
815,O=C(Nc1ccccc1)N1CCOCC1,1.0
816,COc1ccc2ncc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(O)C3)c2c1,0.39
817,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3c(F)cncc3F)cn2)CC1,3.7
818,CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3ccccc3)[nH]2)cc1,1.58
819,Cn1cnc2c(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)ccc21,2.5
820,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1,3.8
821,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.72
822,CCCCCC(c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.69
823,CCN(CC)C(=O)c1ccc(C(c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1,3.99
824,N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,-0.25
825,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.17
826,Fc1ncccc1OC[C@@H]1CCN1,-1.2
827,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,2.9
828,NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.76
829,COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cl,2.7
830,Cc1[nH]c2c(C#N)cnn2c(=O)c1Cc1ccccc1,0.68
831,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,3.4
832,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1,3.64
833,CSc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,2.97
834,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,2.5
835,CN(C)C=CCC(=O)Nc1cc2c(=Nc3ccc(F)c(Cl)c3)[nH]cnc2cc1O[C@H]1CCOC1,3.7
836,Cc1cc(=Nc2[nH]c(=N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)[nH][nH]1,3.11
837,Cn1cc(-c2cccc(CC(NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,2.6
838,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4ccc(C#N)cn4)CC3)c(F)c2)C(=O)O1,1.98
839,O=C1CCOc2nc(C#CC3CCCC3)ccc21,3.0
840,O=C(O)CCc1ccc(OCc2cccc(Br)c2)cc1,1.67
841,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0.6
842,C=c1c(-c2c(C)c(O)c3c(c2O)=CC(=O)C(=O)C=3Cc2ccccc2)c(O)c2cc(O)c(O)c(=Cc3ccccc3)c2c1O,2.73
843,Cc1ccccc1C(OCCN(C)C)c1ccccc1,1.47
844,CC(C(=O)N1CCc2ccccc2C1)N1C(=O)c2ccccc2C1=O,2.47
845,c1cn(-c2ccc(Oc3cc(Oc4ccc5c(c4)OCO5)ncn3)cc2)cn1,3.17
846,CC(C)NCC(O)COc1nccs1,-0.97
847,CC(N=c1[nH]c(N=c2cc(C3CC3)[nH][nH]2)cnc1C#N)c1ccc(F)cn1,3.18
848,CCN(CC)CC(=O)N=c1c(C#N)c[nH]n1-c1ccccc1,0.4
849,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,1.79
850,CCN(CC)C(C)C(=O)c1ccccc1,1.18
851,CCN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,2.4
852,CC(C)C1C(=O)N[C@H](CO)Cc2ccccc2N1C,2.03
853,N=S(=O)(O)Cc1noc2ccccc12,0.55
854,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCC2CCN(S(C)(=O)=O)CC2)cn1,3.5
855,CN(CCO)Cc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,0.97
856,Oc1cc(Cl)cc(Cl)c1,3.58
857,CC(=O)Nc1ccc2c(c1)N(c1cc(=NC3CC3)n3[nH]cc(C#N)c3n1)CC2,3.3
858,COc1ccc(-c2cccc3c(=N)c4c(O)n(C5CCC5)cc4[nH]c23)c(C)n1,3.92
859,COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,-0.54
860,CCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.45
861,CC(=O)NC[C@H]1CN(c2ccc(-n3cnc(C#N)c3)c(F)c2)C(=O)O1,1.51
862,CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1,-0.2
863,CCCCCOC(=O)N=c1[nH]c(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0.67
864,NC(CNC(=O)c1cc2c(-c3ccccc3Cc3ccccc3)cccc2[nH]1)C(=O)O,3.25
865,N#Cc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,2.9
866,NC1CCc2cc(OC(=O)c3ccccc3)c(OC(=O)c3ccccc3)cc2C1,2.6
867,Cc1c(-c2ccccc2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,2.76
868,N=c1cc[nH]c(-c2cccnc2)n1,0.44
869,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Br,4.15
870,CN1CCN(C2CC(c3nc(-c4ccc5ccc(-c6ccccc6)nc5c4)c4c(=N)[nH]ccn34)C2)CC1,3.2
871,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,2.03
872,CCCc1c(OCc2ccc(C=Cc3nn[nH]n3)cc2)ccc(C(C)=O)c1O,3.3
873,CC(c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1.7
874,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,2.11
875,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccccc2)n1,1.94
876,COc1cccc(C(=O)Nc2ccc(C)c(-n3cnc4ccc(N5CCN(C)CC5)cc4c3=O)c2)c1,3.08
877,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,1.58
878,O=CN(O)C1(CS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)CCC1,1.34
879,O=C(c1cc2cc(Cl)ccc2[nH]1)N1CCNCC1,1.65
880,COc1cc(N2CCN(C)CC2)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,2.7
881,NC(=O)Nc1sc(-c2ccc(OCCN3CCCCC3)cc2)cc1C(N)=O,1.2
882,O=c1c(-c2ccc(F)cc2)coc2cc(O)cc(O)c12,3.6
883,CN=c1c(Br)c[nH]c2[nH]c(-c3cc[nH]c(=N)c3)nc12,2.83
884,C[C@H](CO)N=c1[nH]c(SCc2ccco2)nc2[nH]c(=O)sc12,2.21
885,CC(N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,1.66
886,CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,3.2
887,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4cccc(F)c4c3C2)CC1,3.2
888,COc1cc2[nH]cnc(=NCc3cccc(C)c3)c2cc1OC,3.5
889,O=C(O)c1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,2.31
890,CCOC(=O)c1ccc(CCN2CCN(c3ccc(C)nn3)CC2)cc1,2.58
891,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)nc2)CC1,1.8
892,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1,2.84
893,OC1(c2ccccc2)CNCCc2ccccc21,1.38
894,N=c1[nH]c(-c2ccccc2)cs1,2.43
895,CNC(C)C(=O)NC(C(=O)N[C@H]1CCN(C(=O)c2ccccc2)C1)C1CCCCC1,0.82
896,COc1cc(-c2ccncc2)cc2c[nH]c(=Nc3ccc([C@@H](C)NC(C)=O)cc3)nc12,2.73
897,CC(=O)NC1CN(c2ccc(N=c3nc(-c4cnc(C)n4C(C)C)c(F)c[nH]3)cc2)C1,2.76
898,Nc1cccc2c1-c1ccccc1C(=O)C2=O,2.31
899,N#C[C@]1(NC(=O)C(N)Cc2cccs2)C[C@H]1c1ccccc1,1.5
900,NC1(c2ccc(-c3c(-c4ccccc4)ncc4nccn34)cc2)CCC1,1.7
901,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.03
902,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1.2
903,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(=N)[nH]cnc21,2.39
904,CN=c1c(Cl)c[nH]c2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,2.63
905,CC(=O)c1cc2ccc(O)cc2oc1=O,0.87
906,CC(=O)Nc1ccc(CN=c2[nH][nH]c3cccc(Oc4ccc(F)cc4)c23)cc1,4.28
907,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,-0.22
908,COc1cc(CN=c2[nH]c3ccccc3[nH]2)cc(OC)c1OC,2.36
909,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,3.97
910,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,1.11
911,NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.7
912,CCC(C)(C)CC(c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.37
913,COC(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.83
914,O=c1[nH]nc2cc(CO)c3ccc(-c4ccc[nH]4)cc3n12,2.19
915,Cc1nc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)c[nH]1,2.97
916,CC(C(=O)Nc1ccc(Cl)cc1)c1ncc(C(F)(F)F)cc1Cl,4.19
917,Cc1cccc(N=c2[nH]cnc3ccccc23)c1,3.21
918,CCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,2.81
919,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,-0.25
920,CCC(CCNC)Oc1cc(Cl)ccc1C#N,0.38
921,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.36
922,COc1ccc(/C=C2/CCc3ccccc3C2=O)cc1CN1CCOCC1,3.8
923,COc1cccc(N=c2[nH]cnc3cc(OC)c(OC)cc23)c1,3.1
924,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.94
925,OCCO[C@H]1C[C@@H](n2nnc3c(=N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)[nH]c(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,4.17
926,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C)CC1,2.16
927,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,1.93
928,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1.88
929,O=C(COCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1,3.38
930,Cc1ccc2c(c1)c(Sc1ccccc1Cl)c(C)n2CC(=O)O,1.71
931,CC(C)C(NC(=O)Cn1c(-c2ccc(F)cc2)ncc(NC(=O)OCc2ccncc2)c1=O)C(=O)C(F)(F)F,2.22
932,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1.06
933,NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc3ccccc13)N2,1.9
934,O=S(=O)(Cc1cc(Cl)cc(Cl)c1)NCC(c1ccccc1)N1CCCCCC1,3.23
935,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,3.99
936,CN=c1cccc(CCOc2ccc(CC(NC(=O)c3ccc(F)cc3Cl)C(=O)O)cc2)[nH]1,-0.04
937,COc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)ncc2Br)[nH][nH]1,2.6
938,C#CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.96
939,Fc1ccc(C2CC=CCNC2)cc1Cl,1.33
940,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSc1ccncc1,2.82
941,ON=C(O)Cc1ccc(OCc2ccccc2)cc1,1.92
942,N=c1[nH]c(Cl)nc(=NCc2ccccc2)[nH]1,2.26
943,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,3.73
944,CCCSc1[nH]c(=NC2CCC(C(=O)O)CC2)ccc1C(=O)NC1CCCCC1,2.02
945,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,-0.51
946,O=C(O)COc1ccc(Cl)cc1C1CCCCC1,0.93
947,COc1ccc(-c2cc3c(C)[nH]c(=N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,2.2
948,CC1(c2ccccc2)CC(=O)N=C(N)N1,0.62
949,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C#N)cc2)CC1,2.76
950,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2)n1C(C)C,1.96
951,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,2.83
952,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCCC2)cc1,2.0
953,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,3.38
954,COc1cc2c(=Nc3c(Cl)ccc4c3OCO4)[nH]cnc2cc1OCC1CCN(C)CC1,1.83
955,CCCCC(CC)CNC(=O)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,2.41
956,Cc1ccccc1-n1c(Cn2cnc3c(=N)[nH]cnc32)nc2cccc(C)c2c1=O,2.6
957,C[S+]([O-])CCN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,3.17
958,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NS(C)(=O)=O)cc2)n1,0.85
959,COc1ccc(-c2cc(=O)c3ccccc3[nH]2)cc1,2.71
960,O=C1O[C@@H](Cn2nncc2F)CN1c1ccc(C2=CCS(=O)(=O)CC2)c(F)c1,3.54
961,COc1cc2[nH]cnc(=Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCCC1,3.35
962,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1OC,2.8
963,COC(=O)c1cccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)c1,1.1
964,Clc1ccc([C@H]2CC=CCNC2)cc1Cl,1.95
965,CNC(C)C(=O)NC1CN(C(=O)CC(C)C)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,1.82
966,Cc1ccc(Cl)c(N=c2cc[nH]c(=Nc3ccc(OCC(O)CN(C)C)cc3)[nH]2)c1,2.6
967,COc1cc(OC2CCNCC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,1.8
968,CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.0
969,CC1(C)COCc2sc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)CC3)nc21,2.4
970,CN(C)CCCNC(=O)c1nc(Cl)c(=N)[nH]c1N,-1.0
971,CCc1nc2c(=N)[nH]c3ccccc3c2n1CC(C)(C)O,1.38
972,COc1ccc(-c2nc3n(c2Br)CCC3)cc1,3.3
973,C[C@@H]1C2CCCC1(c1cccc(O)c1)CCN2C,0.52
974,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCCN(Cc2ccccc2)C1)C1CCCCC1,2.12
975,Cc1cc(CN2CCc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,2.63
976,COC(=O)CCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1cc(NC(=O)CCC(=O)OC)ccc1-2,2.67
977,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,2.74
978,Cc1[nH]c2ncnn2c(=O)c1CCOC(=O)c1c(F)cccc1F,0.16
979,O=c1[nH]cnc2cc(F)c(F)cc12,1.5
980,[O-]c1c2c(nn1-c1ccc(Cl)cc1)c1ccccc1c[n+]2Cc1ccccc1,4.5
981,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,-0.54
982,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.35
983,COc1cc(OC)c(S(=O)(=O)N(c2ccc(C)cc2)c2ccc(C)cc2)cc1NC(=O)CCC(=O)O,0.06
984,O=[N+]([O-])c1cccc2ccc(C(Cl)(Cl)Cl)nc12,3.7
985,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,3.7
986,CC(=O)NC[C@H]1CN(c2ccc(-n3cc(C#N)nn3)c(F)c2)C(=O)O1,0.8
987,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)Cc3ccccc3)cc2)CC1,3.61
988,Cc1ccc(S(=O)(=O)N=c2c(C(=O)NC3CCCCC3)c(C)[nH]n2-c2ccccc2)cc1,1.68
989,Cc1cc(C)c2c(N)c(C(=O)NC3CC3)sc2n1,2.53
990,COCCNC(=O)c1ccc(N=c2nc3ccc(-c4cccnc4)cc3c[nH]2)cc1,3.11
991,CCCSc1ncccc1C(=O)N[C@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2,2.27
992,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)NCCSCCc3ccccc3)c2s1,1.77
993,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,1.6
994,COc1cc(OC2CCN(C)CC2)c2c(=Nc3cccc4c3OCO4)[nH]cnc2c1,3.02
995,O=C(O)CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,-1.27
996,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@@H](C)O1,3.75
997,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,0.31
998,COc1cc(F)ccc1-c1cncc(CNC2CCCCC2)c1,2.6
999,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,1.2
1000,N=c1c(-c2ccccc2)c(CN2CCOCC2)[nH]n1-c1ccc(F)cc1,2.33
1001,NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(Cl)cc3)sc12,2.78
1002,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(F)cccc4c3C2)CC1,3.03
1003,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,1.07
1004,Cn1cnc(-c2ccccc2)c1-c1nc2c(=N)[nH]cnc2s1,2.69
1005,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCN(C)CC3)c2)n1,2.61
1006,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@H](CN2CCCC2)C1,2.05
1007,Cc1ccc(C(=O)N=c2[nH]ccs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.56
1008,Cc1cc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)on1,1.99
1009,COc1cccc2c(=O)cc(-c3ccccc3)[nH]c12,2.3
1010,COc1c2occc2cc2ccc(=O)oc12,1.97
1011,O=C(COc1ccccc1)c1ccccc1,2.87
1012,CC(=O)NC[C@H]1CN(c2ccc(N3Cc4ccncc4C3)c(F)c2)C(=O)O1,3.02
1013,CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1,1.29
1014,O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl,-0.34
1015,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,1.01
1016,Cc1n[nH]c(C)c1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,1.07
1017,O=C(Cc1cc(=Nc2ncnc3cc(OCCCN4CCC[C@@H]4CO)ccc23)[nH][nH]1)Nc1cccc(F)c1F,2.06
1018,COc1ccc(Oc2ncccc2C(=O)NCc2ccccc2Cl)cc1,3.59
1019,O=C(N=c1[nH]ccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,2.55
1020,CN(C)CC(O)COc1ccc(N=c2[nH]cc(Cl)c(=Nc3ccccc3)[nH]2)cc1,2.25
1021,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,2.8
1022,CCn1c(C)c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c1-c1ccc(Cl)cc1,4.2
1023,Nc1ccccc1NC(=O)c1ccc(-c2nccs2)cc1,2.3
1024,CN1CCN(CC(=O)N=c2c(C#N)c[nH]n2-c2ccccc2)CC1,0.0
1025,COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,2.93
1026,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,0.1
1027,Cc1c[nH]c(=Nc2ccc(OCC(O)CN(C)C)cc2)[nH]c1=Nc1ccccc1,2.0
1028,Cc1ccc(F)c(N=c2cc[nH]c(=Nc3ccc(OCC(O)CN(C)C)cc3)[nH]2)c1,2.1
1029,COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,0.76
1030,O=C(Nc1ccc(O)cc1)c1ccc(O)cc1,1.5
1031,CC(=O)N=c1cccc[nH]1,0.5
1032,Fc1cc2[nH]cnc2cc1Cl,2.35
1033,O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cccc2[nH]cnc12,-0.05
1034,NCC(O)(c1ccccc1)c1ccccc1,0.9
1035,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3cc(N4CCCC4)ccn23)c(Cl)c[nH]1,3.5
1036,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,4.5
1037,C[C@@H](O)[C@@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=N)sc12,2.83
1038,Cc1ccc(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,3.9
1039,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cnc3[nH]ccc3c2)n1,1.92
1040,CCn1c2ccccc2c2cc(NC(=O)CN(C)C)ccc21,3.2
1041,CS(=O)(=O)c1ccc(-c2cc(C(=O)N[C@H]3CCCNC3)c(NC(N)=O)s2)cc1,0.68
1042,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12,3.83
1043,COc1ccc(-c2nc3[nH]cc(Br)c(=NCC4CCNCC4)c3[nH]2)cc1,1.36
1044,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)c(Cl)c3)CC2)CC1,3.15
1045,COc1cccc(CN=c2[nH]c(=NC(C)C)[nH]c3ccsc23)c1OC,3.7
1046,COCCOc1cc2[nH]ccc(=Nc3cc(O)c(Cl)cc3F)c2cc1OC,2.64
1047,N=C(N)Nc1ccc(C(=O)Oc2ccc(Cl)cc2)cc1,0.7
