,smiles,logD
257,CCCC(=O)Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1,3.37
258,CC(=O)NC(C)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,3.1
259,COc1ccnc(CSc2nc3ccccc3[nH]2)c1,2.89
260,O=S(=O)(N=c1[nH]ccs1)c1ccc(O)cc1,0.36
261,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0.2
262,O=c1c2ccc(O)cc2ncn1-c1ccc(O)cc1,1.6
263,CN(c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12,3.23
264,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,2.19
265,O=c1c2ccccc2oc2cc(O)cc(O)c12,3.39
266,COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,0.8
267,O=C1C(=O)c2ccc([N+](=O)[O-])cc2-c2ccccc21,2.56
268,CC(=O)Nc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1,2.41
269,Cc1ccc2[nH]c(=NCCN)c3ncc(C)n3c2c1,0.88
270,Cc1ccc(NC(=O)c2cncs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.11
271,CCOC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1,1.67
272,O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)N=c1[nH]cc(-c2ccccc2)s1,3.95
273,COc1ccccc1Oc1c(OCCO)[nH]c(-c2ncccn2)nc1=NS(=O)(=O)c1ccc(C(C)(C)C)cc1,1.03
274,ON=C(O)C1COC(c2ccc(F)c(C(F)(F)F)c2)=N1,1.53
275,Cc1ccc(C(=O)N2CCC(C(=O)c3ccc(Cl)cc3)CC2)cc1,3.79
276,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)C2CC2)CC1,2.72
277,Cc1ccc(F)c(N=c2cc[nH]c(=Nc3ccc(S(N)(=O)=O)cc3)[nH]2)c1,3.1
278,CCOc1ccc2[nH]c(=N)sc2c1,2.4
279,COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,2.55
280,CC(=N)NCc1ccccc1,-0.28
281,Nc1cccc2c1C(=O)C(=O)c1ccccc1-2,2.95
282,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,1.9
283,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.12
284,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(OCC(C)(C)CN(C)C)n1,2.2
285,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,3.65
286,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)Cc1ccnc(F)c1,3.37
287,COc1ccc2c(C)cc(=N[C@H]3CCC[C@H](NCc4ccsc4)C3)[nH]c2c1,2.46
288,Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,3.8
289,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2F)cn1,3.7
290,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,3.65
291,COc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)ncc2Cl)[nH][nH]1,2.53
292,COc1ccc(-c2nc3n(c2Br)CCC3)cc1,3.3
293,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,1.69
294,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.84
295,Cc1ccc2c(c1)C1(CCN(CCc3nc(-c4ccccc4)oc3C)CC1)OC(=O)N2,4.2
296,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,3.98
297,CNC1(C)C2CCC(C2)C1(C)C,-0.84
298,C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,2.75
299,CCN=C1N=c2ccccc2=C(c2ccccc2)NC1c1cccs1,3.98
300,O=C(c1cc2cc(Cl)ccc2[nH]1)N1CCNCC1,1.65
301,Fc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,3.46
302,NC(=O)c1ccc(=O)n(Cc2ccc(Cl)cc2Cl)c1,2.36
303,CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.03
304,NC(=O)c1c(N)sc2c1CCCC2,1.84
305,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,2.7
306,CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,2.8
307,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(C)=O)cc2)CC1,2.09
308,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(F)cc3)c2cc1OC,2.82
309,CCC1(C)CC(=O)NC1=O,0.23
310,Cc1ccc(N=C(N)N)cc1C,-1.34
311,Cc1ccc2c(-c3ccnc4cc(Cl)ccc34)c(C)n(CC(=O)O)c2c1,2.41
312,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)C4(CN)CC4)c3[nH]2)cc1,1.9
313,Cc1nc2ccc(NC(=O)CCNC(N)=O)cc2s1,0.9
314,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1,0.49
315,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.73
316,c1ccc(N=c2[nH][nH]nc2-c2ccccc2)cc1,3.37
317,O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,1.83
318,CN=C1N=c2ncccc2=C(c2ccccc2)NC1c1cccs1,2.68
319,FC(F)(F)c1nnc2ccc(N3CCCCC3)nn12,3.0
320,c1ccc(-c2nnc3ccc(=NC4CC4)[nH]n23)cc1,3.15
321,C[C@H]1CN(C(=O)c2ccc(C#N)cc2)[C@H](C)CN1C(=O)[C@@](C)(O)C(F)(F)F,1.5
322,O=c1cc(OCc2ccccc2)cc[nH]1,1.69
323,C[C@@H](O)[C@@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=N)sc12,2.83
324,COc1ccc(C(CNC(=O)Nc2ccccc2)N2CCN(C)CC2)cc1,1.5
325,Cc1cccc(C#Cc2ccccc2)n1,3.6
326,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.83
327,O=C(NC1Cc2ccccc2N(CCO)C1=O)c1cc2cc(Cl)sc2[nH]1,3.05
328,Cn1cc(-c2cccc(CC(NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,2.6
329,O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,1.26
330,CSc1ccc(OCc2ccccc2)c(/C=C/c2ccc(C(=O)O)cn2)c1,2.45
331,c1ccc(CN=c2[nH]cnc3ccccc23)cc1,3.21
332,Cc1cnccc1COc1cnc(N2CCN(C(=O)OC(C)(C)C)CC2)nc1,3.8
333,O=C(O)c1cn(Cc2ccccc2)c2ccccc12,1.19
334,Cc1nc(C(=O)N2CCCC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,0.64
335,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccc(Br)cc2)C1)C(C)(C)C,2.92
336,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1,2.9
337,c1cc(-c2ccc3[nH]c(=Nc4ccc(OCCN5CCCC5)cc4)ncc3c2)ccn1,2.66
338,Cc1cccc(N=c2[nH]nc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,3.42
339,Cc1ccc(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,3.9
340,COc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)[nH][nH]1,2.85
341,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(Cl)c1,3.98
342,COc1cccc(CN=c2[nH]c(=NC(C)C)[nH]c3ccsc23)c1OC,3.7
343,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(C)cc3F)c2cc1OC,3.34
344,NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O,2.3
345,O=C(N=c1[nH]c(-c2ccccc2)cs1)c1cccnc1,3.62
346,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(C(F)(F)F)c2)cc1,1.9
347,CC(=O)Nc1cnc2ccn(-c3cc(=NC4CC4)n4[nH]cc(C#N)c4n3)c2c1,2.69
348,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.35
349,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,2.8
350,N=c1[nH]c(=N)c2cc(Br)ccc2[nH]1,1.78
351,COc1ccc(-c2cncc(CNC3CCCC3)n2)c(OC)c1,2.14
352,CN=c1[nH]c2ccccc2n1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,1.77
353,CN1CCN(c2ccc(NC(=O)c3n[nH]c(=Nc4ccccc4F)o3)cn2)CC1,2.36
354,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,-0.44
355,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F,1.74
356,COCCCNS(=O)(=O)c1ccc(N=c2nc(-c3cnc4ccccn34)cc[nH]2)cc1,3.41
357,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCCc3ccccc3)cc12,2.51
358,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3cccc4ncoc34)[nH]2)c1,2.5
359,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC,1.42
360,CCOC(=O)c1c[nH]c2c(N)cccc2c1=O,0.9
361,COc1cc(N2CCN(C)CC2)c2nc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(N(C)C)c2c1,3.3
362,CCCCC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccc(=O)[nH]c1,2.89
363,COc1cc(F)ccc1-c1cncc(CNC2CCCCC2)c1,2.6
364,COc1cc2c(=Nc3ccc(Cl)cc3F)[nH]cnc2cc1OCC1CCNCC1,1.1
365,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O,-1.03
366,Cc1c(-c2ccc(O)cc2)n(C)c2ccc(O)cc12,3.8
367,COc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)[nH][nH]1,2.64
368,COCCOc1cc(N=c2nc(N(C)c3cc(CO)ccc3C)cc[nH]2)cc(N2CCOCC2)c1,3.3
369,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.92
370,COC(=O)c1cccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)c1,1.1
371,Cc1[nH]c2ncnn2c(=O)c1CCOC(=O)c1c(F)cccc1F,0.16
372,CCC(CC)NC(=O)c1c(C)[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,1.35
373,Cc1ccc(F)c(N=c2cc[nH]c(=Nc3ccc(OCC(O)CN(C)C)cc3)[nH]2)c1,2.1
374,CNCCC=C1c2ccccc2CCc2ccccc21,1.58
375,Cc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)ncc2F)[nH][nH]1,1.79
376,NC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,2.43
377,O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,2.68
378,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1,3.4
379,NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)n1,1.71
380,COc1ccc(CN2C(=O)CCC2(C)C(=O)NC2CCCCC2)c(OC)c1,2.38
381,O=C(Nc1ccc(N2CCOCC2)cc1)c1n[nH]c(=Nc2ccccc2)o1,3.15
382,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccc(F)cc2)nc2ccccc12)c1ccccc1,3.72
383,CN(C)CCOc1ccccc1Cc1ccccc1,2.53
384,CC(C)N(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,2.33
385,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,-0.8
386,CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(O)cc3)nc12,2.47
387,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2cccc(F)c2)C1)C1CCCCC1,2.64
388,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(N3CCOCC3)nc(N3CCOCC3)c2)n1,3.44
389,O=S1(=O)CC(O)C(N2CCC(c3ccccc3)CC2)C1,1.4
390,C[C@@H]1C2CCCC1(c1cccc(O)c1)CCN2C,0.52
391,COc1cc2c(=Nc3ccc(F)cc3F)c(C(N)=O)c[nH]c2cc1NCCN(C)C,1.71
392,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccccc3CO)ccc12,3.18
393,CCc1nc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cn2c1N(C)Cc1cccs1,4.1
394,CCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.22
395,O=c1[nH]c(=NCc2ccccc2)sn1Cc1ccccc1,3.01
396,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CO,3.25
397,O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1,2.49
398,Cc1onc(C(N)=O)c1C(=O)N=c1[nH]ccs1,1.63
399,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,3.02
400,CC(c1ccccn1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,0.51
401,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2cccnc2)c1=O)C(=O)C(F)(F)F,2.84
402,N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1,0.45
403,NC(CNC(=O)c1cc2c(-c3ccccc3Cc3ccccc3)cccc2[nH]1)C(=O)O,3.25
404,COc1ccc(C)c(N(C)c2cc[nH]c(=Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,3.18
405,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,3.02
406,CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,2.9
407,Cn1c(=O)c2c(-c3oc(S(C)(=O)=O)cc3Cl)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.97
408,N#CCNC(=O)C1CCCCC1C(=O)N1CC=CCC1,0.9
409,COc1cc(OC)nc(-n2ncc(Cl)c(Cl)c2=O)n1,1.4
410,Cc1cc(=Nc2ccc(F)cc2)[nH]c(=N)[nH]1,2.08
411,CC(C)C[C@H](CO)N=c1[nH]c(SCc2ccccc2F)nc2[nH]c(=N)sc12,4.5
412,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.46
413,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,-0.1
414,COc1cc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,3.6
415,Fc1ccc(C2CC=CCNC2)cc1Cl,1.33
416,O=C(O)CSCC(=O)N=c1[nH]c(-c2ccc(F)cc2)cs1,-0.2
417,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,0.18
418,CC(=O)N[C@H](C)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,3.18
419,CC(Oc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,3.56
420,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,-0.01
421,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,0.9
422,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCCC2)cc1,2.0
423,CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3cc(Cl)ccc3Cl)[nH]2)cc1,2.9
424,N=c1[nH]c(-c2ccccc2)nc2c1[nH]c(=O)n2Cc1ccccc1,4.16
425,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)NC4CC4)cc3)n2)n1C(C)C,3.06
426,Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O,2.76
427,COCCN=c1[nH]c(=NCc2ccccc2F)c2sccc2[nH]1,3.4
428,CC(=O)Nc1ccc2ccn(-c3cc(=NC4CC4)n4[nH]cc(C#N)c4n3)c2c1,3.29
429,Cc1cc(Cl)ccc1N1CCN(C(=O)COCc2ccncc2)CC1,3.22
430,OC1(c2ccccc2)CNCCc2ccccc21,1.38
431,FC(F)(F)c1nnc2ccc(=NCn3nnc4ccccc43)[nH]n12,2.34
432,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,1.34
433,COc1ccc2ncc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)C(F)C3)c2c1,0.83
434,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,3.6
435,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2cccs2)nc2ccccc12)c1ccccc1,3.56
436,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1C(=O)Nc1cccnc1,3.01
437,N#Cc1cccc(-c2nc(-c3ccccn3)no2)c1,2.2
438,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N(C)C3CCCCC3)c(C)[nH]n2-c2ccccc2)cc1,1.69
439,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3c(OC)cccn23)c(Cl)c[nH]1,3.5
440,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,2.65
441,Cc1c(CCC(=O)O)c(=O)oc2c(C)c(O)ccc12,-0.3
442,CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,2.1
443,N#CCNC(=O)c1ccc(-c2cc[nH]c(=Nc3ccc(N4CCOCC4)cc3)n2)cc1,2.37
444,COc1cccc(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1,2.65
445,Cn1[nH]c(C(C)(C)C)cc1=NC(=O)Nc1ccc(Cl)cc1,3.97
446,Cc1ccc2c(c1)c([S+]([O-])c1ccc(Cl)cc1)c(C)n2CC(=O)O,0.05
447,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.92
448,CCOC(=O)c1ccc(OCC2CCN(c3ccc(C)nn3)C2)cc1,3.44
449,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccncc2)cc1,3.2
450,CN1CCN(S(=O)(=O)c2ccc(-c3c[nH]c(=N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1,3.25
451,COc1ccccc1CC(C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.77
452,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,3.3
453,COc1cccc2c(=O)cc(-c3ccccc3)[nH]c12,2.3
454,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,4.09
455,Cc1[nH]c2nc(-c3cccnc3)nn2c(=O)c1Cc1ccccc1,1.52
456,COc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,4.39
457,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccco3)ccc12,2.07
458,Cc1ncc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O,1.0
459,CN1Cc2c(N)cccc2C(c2ccccc2)C1,2.08
460,Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.06
461,O=C1Nc2ccccc2C1(O)c1ccccc1,1.71
462,CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3ccc(Cl)cc3)[nH]2)cc1,2.6
463,Cc1ccc(CC(C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.01
464,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O,2.87
465,COc1ccc(COc2ccc(Cc3c[nH]c(=N)[nH]c3=N)cc2OC)cc1,2.27
466,N#Cc1c(-c2ccc(-c3ccccc3OC(F)(F)F)cc2)[nH]c2ccncc2c1=O,3.45
467,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.87
468,N=c1[nH][nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,2.6
469,COc1cc(CCc2cc(=Nc3cc[nH]c(=NCc4cc(C)no4)n3)[nH][nH]2)cc(OC)c1,3.1
470,N=c1[nH]c2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3,3.3
471,Nc1scc2c(C(=O)NC3CC3)nn(-c3ccc(F)cc3)c(=O)c12,2.8
472,N=S(=O)(O)Cc1noc2ccccc12,0.55
473,CN(C)CCCN1c2ccccc2Sc2ccccc21,2.56
474,CN=c1cccc(CCOc2ccc(CC(NC(=O)c3c(F)cccc3Cl)C(=O)O)cc2)[nH]1,-0.42
475,CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(OCCN4CCN(C)CC4)cc3)nc12,2.91
476,COc1cc2c(=Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)[nH]cnc2cc1OCCCN1CCC(CO)CC1,2.89
477,COc1cc(CN=c2[nH]c3ccccc3[nH]2)cc(OC)c1OC,2.36
478,CCc1c(C)cn(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)c1O,1.73
479,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3cccc4[nH]ncc34)[nH]2)c1,2.91
480,CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.94
481,COc1cnc(-c2ccccn2)nc1N(C)C,1.9
482,O=c1oc2cc(O)ccc2cc1-c1ccc(O)cc1,2.9
483,CN(C(=O)Cc1ccc(O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.3
484,C=c1cc(C)c(=Cc2[nH]c(-c3cc4ccccc4[nH]3)cc2OC)[nH]1,2.55
485,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,-0.65
486,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,3.51
487,CCN=c1[nH]c(N)c(C(=O)c2ccc(Cl)s2)s1,3.63
488,Cc1cccc(Oc2cc(CN3CCC[C@H](n4cc(C)c(=O)[nH]c4=O)C3)ccc2C(=O)O)c1,-0.82
489,COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,2.9
490,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,3.73
491,OCC[C@@]1(c2cc3ccccc3o2)CCCNC1,0.06
492,COc1cc(C(=O)Nc2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)cc(OC)c1OC,3.83
493,COc1cc2[nH]cnc(=Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCCC1,3.35
494,Cc1ccc(Oc2ccc(N=c3[nH]cnc4cccc(OC(C)C(=O)N5CCOCC5)c34)cc2C)cn1,4.14
495,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1.72
496,C=CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.0
497,CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc2c(=N)[nH]cnc21,3.16
498,O=C(O)c1ccccc1CN1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.48
499,Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c2ccccc21,2.99
500,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,3.57
501,c1ccc(N2CC3COc4ccccc4C3=N2)cc1,4.28
502,CSCCC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccc(C#N)cc1,4.24
503,Cc1occc(=O)c1OCc1ccccc1,1.87
504,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,3.13
505,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,2.44
506,O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,1.95
507,FC(F)c1nc2ccccc2[nH]1,2.02
508,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,3.15
509,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,1.17
510,c1ccc(-c2ccc(C3CN4CCC3CC4)cc2)cc1,1.76
511,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3c(N)cccn23)c(Cl)c[nH]1,3.4
512,CN=c1ccc2ncc(-c3cccc(O)c3)n2[nH]1,2.99
513,O=C(Nc1ccccc1)N1CCOCC1,1.0
514,C[C@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=O)c(=O)[nH]c12,2.48
515,N=c1nc2[nH]c(=N)c(-c3c(Br)cccc3Br)cc2c[nH]1,2.06
516,N#Cc1ccc2[nH]c(-c3ccc(F)cc3)c(CCCC(=O)NS(N)(=O)=O)c2c1,1.95
517,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2ccccn2)c1=O)C(=O)C(F)(F)F,2.15
