,smiles,logP,logD
1887,Cc1cccc(N)c1,1.4,
1888,COc1cc(C(O)CN)ccc1O,-1.05,
1889,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCN=c1[nH]oc(=N)[nH]1)C(C)C,4.5,
1890,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.46,
1891,NC(=O)Cc1ccccn1,-0.65,
1892,NC12CC3CC(CC(C3)C1)C2,2.44,-0.98
1893,CCCSc1nc2c(c(=O)n1-c1ccc(Br)cc1)SCC2,4.61,
1894,CNP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,1.27,
1895,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,-1.51,
1896,Clc1cccnn1,0.1,
1897,CC(C)(C)OC(=O)N1CCCC1C(=O)Oc1ccc2c(=O)c(-c3ccc(F)cc3)coc2c1,5.77,
1898,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,6.75,
1899,Cn1cnc(I)c1[N+](=O)[O-],1.29,
1900,CCCN1CCN(CCC)C1=S,1.86,
1901,CS(=O)(=O)CCn1ccnc1[N+](=O)[O-],-1.3,
1902,ClCC1(C(Cl)Cl)C2C(Cl)CC1(C(Cl)Cl)C(Cl)C2Cl,5.19,
1903,c1ccc2cc3c(cc2c1)sc1ccccc13,5.34,
1904,CC(C)CC(NC(=O)C(C)N)C(=O)NC(C(=O)O)C(C)C,-0.14,
1905,Cc1cc(C)n(CCOC(=O)C2[C@H](C=C(Cl)Cl)C2(C)C)n1,4.76,
1906,NCCCCN,-0.7,
1907,NCCn1ccc(=O)c(O)c1,-0.66,
1908,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,4.38,
1909,Cn1cc([N+](=O)[O-])nc1[N+](=O)[O-],-0.17,
1910,CCCOC1(c2ccccc2)CN(C)CCO1,2.13,
1911,CCN(CC)C(=O)c1sc(NC(=O)c2cc(OC)cc(OC)c2)c(C(=O)OC)c1C,5.47,
1912,Nc1cc(Cl)cc(Cl)c1,2.9,
1913,FC(F)(F)c1cccc(C2CNCCO2)c1,2.18,
1914,O=c1nc(-c2ccccc2)c2ccccc2[nH]1,1.91,
1915,O=C(O)COc1cccc2ccccc12,2.6,
1916,CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,0.12,
1917,CC(=O)Nc1ccc2c(=O)c(C)c(C)oc2c1[N+](=O)[O-],1.61,
1918,N=c1[nH]c(=O)c2ncn(C3OC(CO)CC3F)c2[nH]1,-1.18,
1919,N#Cc1cncnc1,-0.5,
1920,CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21,3.73,
1921,N=c1cn[nH]c2ccccc12,1.04,
1922,COc1cc(S(C)=O)ccc1-c1nc2cc(N)cnc2[nH]1,0.33,
1923,CCCN1C(=O)NC(=O)C(=O)C1=O,0.28,
1924,O=NN1CCCC(O)C1,-0.47,
1925,CC(C)NCc1ccccc1,1.83,
1926,O=C(O)Cc1ccc(S(=O)(=O)F)cc1,1.86,
1927,CN(C)C(=O)c1cnccn1,-0.8,
1928,O=C(O)c1cccc(Oc2ccccc2)c1,3.91,
1929,Cc1nc(C)c(C)nc1C,1.28,
1930,CCCCNCc1cccnc1,1.34,
1931,OCC1OC(n2cnc3c2N=CNCC3O)CC1O,-2.09,
1932,COC(=O)N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,3.14,2.9
1933,c1csc(N2CCNCC2)n1,0.61,
1934,COc1ccc(OCC2CN=C(N)O2)cc1,1.26,
1935,CCC(CNC)c1ccccc1,2.82,
1936,NC(=O)COC(=O)c1ccccc1,0.69,
1937,CN(C)N=Nc1ccccc1Cl,3.03,
1938,C#CC(CC)OC(=O)Nc1ccc(OCC)c(OCC)c1,3.07,
1939,CCOc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,1.21,
1940,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N)C(O)C(C)O1)CC(O)(C(=O)CO)C=4,1.27,
1941,C=CCn1cnc2c(=O)[nH]c(=Nc3ccccc3)[nH]c21,1.75,
1942,CNC(=O)Oc1cccc(C#N)c1,0.97,
1943,CC(C)C(=O)Nc1cc(C(F)(F)F)ccc1S(N)(=O)=O,2.45,
1944,CN(C)C(=O)Nc1ccc(C2CCCCC2)cc1,3.83,
1945,c1ccc2cc3c(cc2c1)oc1ccccc13,5.05,
1946,NC(=O)c1ccc(Cl)nn1,0.0,
1947,CC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C,-0.67,
1948,CCOP(=O)(OCC)SCc1ccccc1,3.21,
1949,COC(=O)C(=O)OC,-0.17,
1950,Nc1ccc(F)cc1F,1.54,
1951,CC(C(=O)O)c1ccc(-c2nc(C(N)=O)cs2)cc1,2.17,
1952,NCCN1CCCC1,0.08,
1953,CC1=CC=C(C(C)C)CC1,4.25,
1954,CCOC(=O)C(=Cc1ccccc1C)C(=O)OCC,3.22,
1955,Cc1cccc(OC(=O)N(C)C)c1,2.05,
1956,OCc1ccccn1,0.06,
1957,O=[N+]([O-])NC1=NCCN1Cc1cccnc1,-0.19,
1958,COC(=O)c1ccc(-n2c(C)cc(C(=O)COc3cccc(-n4cnnn4)c3)c2C)cc1,4.77,
1959,O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2)cc1F,1.64,
1960,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,4.04,
1961,O=C(O)CCn1nnc2ccccc21,-0.63,
1962,CC(=O)Nc1ccc(F)cc1,1.47,
1963,CCOC(=O)C(CC)n1nnc2ccccc21,2.34,
1964,CCOC(=O)c1c(NC(=O)C2C[C@H]3CC[C@@H]2C3)sc(C(=O)N(CC)CC)c1C,5.05,
1965,O=C1C=NC(c2ccccc2Cl)c2cc(Br)ccc2N1,3.3,
1966,CNC(=O)COc1ccccc1OCC(O)CNC(C)(C)C,1.36,
1967,CCN=c1[nH]c(Cl)nc(=NC2CCC2)[nH]1,2.77,
1968,CCOc1cccc(-c2nnc(C)n(NC)c2=O)c1,1.91,
1969,CCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,6.68,
1970,Cc1ccc2c(ccc3ccccc32)c1,5.15,
1971,COC(=O)c1cccnc1,0.83,
1972,CCCCOC,1.66,
1973,CCC(C)NC(=O)C(C)=Cc1ccccc1,2.88,
1974,COc1cccc(C(=O)O)c1O,1.94,
1975,O=C(O)COc1cccc(NC(=O)c2ccccc2)c1,1.99,
1976,COc1ccccc1C(=O)N(C)C,0.71,
1977,CC(C(=O)O)c1ccc(-c2nc(-c3ccccc3)cs2)cc1,4.95,
1978,O=C(O)Cc1ccccc1O,0.85,
1979,COC(=O)Cc1ccc(-n2sc3ccccc3c2=O)cc1,2.83,
1980,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,5.19,
1981,CCc1ccc(-n2nnnc2SCC(=O)Nc2ccc(C(C)=O)cc2)cc1,4.69,
1982,CC1=CC(=O)CC(C)(C)C1,1.7,
1983,CCOC(=O)c1ccc(NCc2c(C)[nH]c(C(=O)OCC)c2C)cc1,5.09,
1984,CCc1ccc([C@@H]2C(C(=O)OC(C)C)=C(C)N=C3SCCC(=O)N32)cc1,4.75,
1985,CC(=O)Nc1ccccc1Oc1ccccc1,2.37,
1986,N=c1[nH]cco1,-0.18,
1987,O=C(O)C(Cc1ccc(F)cc1)n1cccc1,2.04,
1988,COc1cc(OC)[nH]c(=NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,2.05,
1989,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCCNC(C)=O)C(C)C,4.3,
1990,CCN(CC)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,3.0,
1991,CCCC(=O)OCn1cnc2c(cnn2COC(=O)CCC)c1=O,1.82,
1992,O=[N+]([O-])c1cccc2ncccc12,1.4,
1993,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccco1,3.67,
1994,CCCCCCNC(=O)COC(=O)c1ccccc1,2.81,
1995,c1csc(-c2ccc(-c3cccs3)s2)c1,5.57,
1996,COC(=O)c1c[nH]c2ccccc12,2.57,
1997,N=c1cc[nH]c2ccccc12,1.63,
1998,C=CC1CCC2OC2C1,2.08,
1999,CC(C)(C)[N+]([O-])=Cc1ccc(F)cc1,1.42,
2000,CN(C)C(=O)C1OC(C)(C)OC1C(=O)N(C)C,1.49,
2001,Cc1cccc(C)c1NC(=O)CSc1nnnn1-c1ccc(OC(F)(F)F)cc1,4.82,
2002,Cc1cccc(NC(=O)NC(C)C)c1C,2.7,
2003,O=C(O)/C=C/C=C/c1ccccc1,3.15,
2004,COc1cc(CCN)cc(OC)c1OCc1ccccc1,2.4,
2005,Cc1[nH]cnc1CSCCN=c1[nH]ccc(=O)[nH]1,0.02,
2006,CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,0.26,
2007,COc1c(O)c(C)c(C)c(O)c1OC,1.6,
2008,CCCCCCCCCCCCn1cc(C(O)O)cc1O,2.6,
2009,Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,6.41,
2010,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,5.25,
2011,CNC(=O)ON=CC(C)(C)SC,1.13,
2012,CC(C)(C)c1cc(O)ccc1[N+](=O)[O-],3.65,
2013,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,2.58,-0.54
2014,O=[N+]([O-])c1cnc(-c2ccc(F)cc2)n1CCO,1.33,
2015,C#CCCC,1.98,
2016,COC(=O)c1ccc(C2C3C(=O)C[C@@H](c4ccco4)CC3=Nc3ccccc3N2C(=O)C2CC2)cc1,4.44,
2017,CC1OC(C)OC(C)O1,0.67,
2018,Cc1ccc(Cl)cc1[N+](=O)[O-],3.05,
2019,COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,1.85,
2020,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.9,
2021,CCC(CC)COC(=O)N(CC)CC,3.6,
2022,CCCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(=O)CC21C,3.82,
2023,CSc1ncccn1,1.01,
2024,CCOP(N)(=O)SCC,0.15,
2025,CN(C)c1ccc(C=O)cc1,1.81,
2026,CCCCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)ccc(OC)c1-2,0.2,
2027,CC(=O)C(C)C,0.84,
2028,CCOC(=O)C(F)(F)F,1.18,
2029,N#CC(=Cc1ccc2c(c1)OCO2)C(=O)NCc1cccc(CNC(=O)C(C#N)=Cc2ccc3c(c2)OCO3)c1,4.92,
2030,N#Cc1cncc(Cl)n1,0.79,
2031,CN(C)C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-1.68,
2032,Clc1cccc(Cl)c1Cl,4.05,
2033,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)[O-],0.36,
2034,Cc1ccccc1OC(=O)N(C)C,1.86,
2035,NNC(=O)Nc1cccc(O)c1,-0.5,
2036,Clc1cc(Cl)c2c(oc3ccc(Cl)c(Cl)c32)c1Cl,6.51,
2037,CCOC(=O)C(F)F,0.87,
2038,CC(C)c1ncc([N+](=O)[O-])n1C,1.36,
2039,N=c1[nH]c(=O)c2ncn(C3CC(O)C(CO)O3)c2[nH]1,-1.3,
2040,NC(=O)Cc1ccsc1,0.31,
2041,BrCCCCCCCCCCBr,6.12,
2042,CSc1ccc(S(=O)(=O)N(CC(=O)NC[C@@H]2CCCO2)c2ccc(C)cc2)cc1,4.3,
2043,CCC(C)c1ccccc1OC(=O)N(C)C,3.31,
2044,ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl,5.78,
2045,NCC(O)c1ccc(O)c(O)c1,-1.24,
2046,CCC(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.8,
2047,CCC(C)[N+](=O)[O-],1.2,
2048,Nc1cccc(O)c1,0.21,
2049,OCCNCCO,-1.43,
2050,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.34,0.44
2051,FC(F)(F)c1nc(-c2ccc(-c3noc(C(F)(F)F)n3)cc2)no1,6.06,
2052,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(C(Cl)Cl)N2,0.51,
2053,Cc1cc(Cl)ccc1NC1=NCCN1,1.8,
2054,c1ccc(OCc2cccc(CN3CCCC3)c2)cc1,3.75,
2055,CCCCOc1ccc(CC(O)=NO)cc1,2.08,
2056,O=C1C=CC(=O)C=C1,0.2,
2057,COC(=O)COc1cc2occ(-c3csc(C)n3)c(=O)c2cc1C,3.9,
2058,CCCC(=O)NC(=O)C1CCC1,0.41,
2059,O=C(O)CCCCCn1nnc2ccccc21,0.86,
2060,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,4.92,
2061,C[C@@]1(c2ccc(Cl)cc2Cl)OC[C@@H](Cn2cncn2)O1,3.68,
2062,CCc1[nH]c(=N)[nH]c(=N)c1-c1ccc(Cl)cc1,2.69,2.31
2063,CC(=O)Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],0.56,
2064,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,5.78,
2065,CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(C)cc1,3.3,
2066,CNC1CC2OC1c1ccccc12,0.91,
2067,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,-0.02,
2068,N#CC(Br)(Br)C(N)=O,0.82,
2069,O=[N+]([O-])c1ccc2c(c1)c([N+](=O)[O-])cc[n+]2[O-],0.9,
2070,O=NN(CCCl)C(=O)NCCCl,1.53,
2071,CC(=O)c1ccco1,0.52,
2072,S=C(S)NCCNC(=S)S,1.33,
2073,Cc1ccc(NC(=O)c2ccco2)c(O)c1,2.84,
2074,CC(=O)NCC(=O)NC(CC(C)C)C(N)=O,-0.78,
2075,COc1ccc(C=CC(=O)O)cc1,2.68,
2076,CCCOc1ccc([N+](=O)[O-])cc1NC(C)=O,1.6,
2077,CC(C)COC(=O)C=Cc1ccc([N+](=O)[O-])o1,3.14,
2078,CC(C)CCN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,4.16,
2079,CC(=O)NC(C)C(=O)NC(C(N)=O)C(C)C,-1.13,
2080,N=c1[nH]c(=S)c2ncn(C3CCC(CO)O3)c2[nH]1,-0.59,
2081,CCc1[nH]ccc(=O)c1O,0.05,
2082,O=c1[nH]c2c(O)ccc(CCNCCCSCCOCCOc3ccccc3)c2s1,2.11,
2083,O=C(O)c1ccccc1Nc1cccc(O)c1,3.49,
2084,CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cn(C(=O)OCc2ccccc2)c2ccccc12)NC(O)Cc1nc(O)c2n(c1=O)C1CCC2CC1,5.66,
2085,COc1cc(C)c2ccc(=NC(C)=O)c3c(c2c1OC)CCC(NCc1ccccc1)C(=O)C3,3.58,
2086,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F,1.74,1.74
2087,O=C1CC2(CCCC2)C(=O)N1OCc1ccccc1,2.3,
2088,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)C21C,3.5,
2089,CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,0.61,
2090,O=[N+]([O-])c1ccccc1SSc1ccccc1[N+](=O)[O-],3.37,
2091,CCCN(C)N=O,0.56,
2092,CCN=c1nc(SC(F)F)[nH]c(=NCC)[nH]1,3.28,
2093,Cc1nc(=N)c2ncn(C3OC(CO)CC3F)c2[nH]1,0.12,
2094,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,8.68,
2095,CC(=O)Nc1ccc2cccnc2c1,1.55,
2096,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.64,
2097,C#CCN1C(=O)C2CC[C@@](C)(C1=O)C2(C)C,2.28,
2098,Cc1ccc(NC(=O)NN)cc1,0.69,
2099,Nc1cccc(C(=O)O)c1,0.65,
2100,[O-][n+]1ccc(Cl)c2ccccc21,1.08,
2101,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,4.19,1.2
2102,COC(=O)c1ccccc1S(I)=C(N(C)C)N(C)C,-0.7,
2103,CCC1C(=O)OCC1Cc1cncn1C,0.12,
2104,CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,0.13,
2105,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,1.56,
2106,COc1cc(C(=O)Nc2ccc3nn(C)nc3c2)cc(OC)c1OC,2.38,
2107,Cc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)nc1,1.56,
2108,CCOC(=O)c1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,2.3,
2109,Clc1ccc(C2NCCS2)cc1,2.1,
2110,O=S(=O)(c1ccccc1)c1ccc2ncccc2c1,2.57,
2111,CCCCOP(=O)(OCCCC)OCCCC,4.0,
2112,CC(=O)NC(C=O)C(=O)NC(Cc1ccccc1)C(N)O,-0.79,
2113,CC1CCCCC1NC(=O)Nc1ccccc1,3.8,
2114,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,5.53,
2115,CCCCOc1cccc(S(N)(=O)=O)c1,2.06,
2116,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)N2CCOCC2)OC1=O,2.11,
2117,N#Cc1ccc(C#N)cc1,0.93,
2118,CC(C)c1ccc(O)cc1,2.9,
2119,CNc1ccc(-c2nc3ccc(Br)cc3s2)cc1,3.6,
2120,CCOC(=O)CC(=O)c1ccccc1,1.87,
2121,CN(C)c1cnnc(N(C)C)c1,0.84,
2122,COC(=O)NC1=NCC(c2ccc(Cl)cc2)N1C,2.17,
2123,CN(C)CCCc1ccco1,2.08,
2124,CCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.1,
2125,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,3.34,
2126,CNC12CC=CCC1c1ccccc1C2,3.28,
2127,CCCCCCCCC(=O)O,3.42,
2128,CCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,4.43,
2129,CN(C)CC(=O)NCc1ccccc1,1.11,
2130,CCN(CC)C(=O)NS(=O)(=O)c1ccccc1,0.99,
2131,S=c1[nH]c2ccccc2s1,2.42,
2132,CCCC(=O)OCOc1ccccc1C(=O)NCN1CCOCC1,1.34,
2133,NN1CCCCC1,-0.28,
2134,CN(C)C(=O)CCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,2.03,
2135,COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,-0.3,
2136,N=c1ccn(C2OC3COC2C3O)c(=O)[nH]1,-1.64,
2137,C=C(C)OCc1ccccc1,2.41,
2138,O=[IH2]c1ccccc1,-1.61,
2139,CN(C)N=Nc1ccccc1C(=O)NC#N,0.8,
2140,CCC(C)NP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.99,
2141,CC(OCc1cn(C)c(C=NO)n1)C(C)(C)C,2.53,
2142,O=C(O)/C=C/c1ccccc1,2.13,
2143,O=C(O)COc1cc(Cl)cc(Cl)c1,2.84,
2144,Nc1ccc(N)cc1,-0.3,
2145,C=c1oc(=Cc2ccc(OC)cc2)c(O)c1C(=O)OCC,2.96,
2146,Cc1cc(C(F)(F)F)n2nc(-c3nnc(-c4cccc(C(F)(F)F)c4)o3)cc2n1,4.92,
2147,CSc1ccc(COC(=O)N(C)C)cc1,2.86,
2148,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,2.89,
2149,CNC(=O)Oc1ccc(SC)cc1,1.92,
2150,CC(C)(C)OC(=O)C(C(=O)OC(C)(C)C)=C1SCCS1,4.01,
2151,CCOC(=O)C(=Cc1ccccc1)C(C)=O,2.21,
2152,CC1=C(N2CC2)C(=O)C(Br)=C(N2CC2)C1=O,1.36,
2153,COc1cc(C(N)=O)ccc1-c1cn2cccnc2n1,0.7,
2154,CCCCCCOC(=O)c1ccc(N)cc1,3.95,
2155,CC(=O)OC1(c2ccccc2)CCN(C)C(C)C1C,2.52,
2156,CN(C)C(=O)Nc1ccc(Br)cc1,2.19,
2157,C1CCc2nnnn2CC1,0.14,
2158,NS(=O)(=O)c1ccccc1[N+](=O)[O-],0.34,
2159,Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,6.92,
2160,N=c1ccn(C2CCC(CO)O2)c(=O)[nH]1,-1.3,
2161,CN(C)CCOC(=O)c1ccc([N+](=O)[O-])cc1,1.7,
2162,Clc1cc(Cl)cc(-c2ccc(Cl)cc2Cl)c1,6.2,
2163,CC(C)=C1CCC(C)CC1=O,3.08,
2164,CNC(N)=S,-0.69,
2165,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,2.32,
2166,Clc1cccc(Oc2ccc(Cl)c(Cl)c2)c1,5.74,
2167,Nc1ccc(S(=O)(=O)N=c2ccc(Br)c[nH]2)cc1,2.3,
2168,O=[N+]([O-])c1nccn1C1SC(CO)C(O)C(O)C1O,-0.66,
2169,O=NN1CCC(c2ccccc2)CC1,2.59,
2170,CSCCC(NC(=O)C(C)N)C(=O)NC(C(=O)O)C(C)C,-0.63,
2171,Oc1ccc(O)n1-c1cccc(I)c1,1.39,
2172,CCSc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,1.79,
2173,Oc1ccc(O)n1-c1ccccc1C(F)(F)F,0.76,
2174,O=C(Nc1ccc2nn(C3CCCC3)nc2c1)c1ccc(C(F)(F)F)cc1,4.95,
2175,COC(=O)Cc1ccccc1,1.83,
2176,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,-0.52,
2177,CCC(C)C(NC(C)=O)C(N)=O,-0.03,
2178,O=COc1ccccc1,1.26,
2179,Clc1cc(Cl)cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,7.37,
2180,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,1.64,
2181,COC(=O)CON=C(C)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.54,
2182,N=c1cc2ccccc2n[nH]1,1.0,
2183,CCNCCc1cccnc1,0.54,
2184,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.06,2.1
2185,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)cccc1O2,6.39,
2186,CCC(CC)C1=NS(=O)(=O)c2ccccc2N1,1.88,
2187,Cc1nonc1S(=O)c1ccccc1,1.76,
2188,Cc1cnc(C)c(C)n1,0.95,
2189,CC(C)Nc1ccccc1C(N)=O,2.07,
2190,CCCn1c2ccccc2c2nnc(SCC(=O)N[C@H](C)c3ccccc3)nc21,4.36,
2191,NS(=O)(=O)CCCOc1ccc([N+](=O)[O-])cc1,0.97,
2192,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Br,2.69,
2193,N=C(N)N=Nc1ccc(NNC(N)=O)cc1,1.56,
2194,CCCCCCN,2.06,
2195,N#CCCCCCC#N,0.05,
2196,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,3.37,
2197,CC(=O)Nc1ccccc1C,0.85,1.0
2198,CCOc1ncnc2c1ncn2C1OC(CO)CC1F,0.8,
2199,COC(=O)c1ccccc1F,1.82,
2200,NC(=O)CCCCc1ccccn1,0.38,
2201,O=C(O)CNC[PH](=O)(=O)O,-4.0,
2202,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1Nc1ccccc1,2.88,
2203,CC(=O)c1ccc2cc(C(C)C(=O)OCC(N)=O)ccc2c1,2.06,
2204,CC(=O)NNC(=O)c1ccccc1N(C)C,1.49,
2205,COc1cc(Cl)c(Cl)c(Cl)c1O,3.72,
2206,Cc1ccc(=N)[nH]c1,1.02,
2207,CC(=O)N=c1ccn(C2OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)c(=O)[nH]1,-0.16,
2208,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,4.18,
2209,Clc1cccc(Cl)c1NC1=NCCN1,1.59,
2210,NC(=S)NNCc1ccc2c(c1)OCO2,0.14,
2211,CC(C)c1cccc(C(C)C)c1N,3.18,
2212,N#CC1C(=N)Oc2[nH]nc(-c3cccs3)c2[C@@H]1C1CCCCC1,4.64,
2213,O=C(Nc1ccccc1)c1cc(Cl)ccc1O,4.05,2.9
2214,Cn1c([N+](=O)[O-])cnc1C=NNC(N)=S,0.65,
2215,N=C1C=[N+]([O-])C(c2ccccc2)c2cc(Cl)ccc2N1,2.13,
2216,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,3.62,
2217,COC(=O)Nc1ccc(Cl)c(Cl)c1,3.32,
2218,CC(=O)c1ccccn1,0.85,
2219,CC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)O,2.43,
2220,CC1(C)CC(NC(=O)NP(=O)(N2CC2)N2CC2)CC(C)(C)N1O,-0.52,
2221,CON=CCCc1ccccc1,2.14,
2222,CCc1ccc(N)cc1,1.96,
2223,COc1cccc(C(N)=O)c1,0.85,
2224,CCCCCCNC(=O)c1ccc(O)c(O)c1,2.71,
2225,CCOc1cncnc1,0.56,
2226,CC(C)c1cccc(S(N)(=O)=O)c1,1.81,
2227,CCCCCOC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,0.44,
2228,COC(=O)C1CCCC(NC(=O)N(CCCl)N=O)C1,1.89,
2229,Clc1cccc(Br)c1NC1=NCCN1,1.73,
2230,Cc1ccc2c(c1)C(=O)C=CC2=O,2.1,
2231,CC(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.32,
2232,CON(C)C(=O)Nc1ccc(OC(C)CC2CCCCC2)cc1,4.51,
2233,O=C(NCCO)C(F)(F)Cn1ccnc1[N+](=O)[O-],-0.52,
2234,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.79,
2235,Cc1c(O)c(=O)ccn1C,-0.77,
2236,CC(=O)c1no[n+]([O-])c1C,0.8,
2237,CC(C)NCc1cccnc1,0.82,
2238,c1ccc(NNc2ccccc2)cc1,2.94,
2239,COc1ccccc1C(=O)NCCN(C)C,1.14,
2240,CC1CN(N=O)CC(C)N1N=O,0.08,
2241,CCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,1.51,
2242,COC(=O)C(C)NC(C)=O,-0.57,
2243,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,-0.42,
2244,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,5.17,
2245,Nc1ccc(S(=O)(=O)N=c2[nH]cc(Br)cc2Br)cc1,2.74,
